transaction_id,customer_id,store_id,employee_id,transaction_date,total_amount,payment_id
1731,257,15,67,2022-06-07,23915.97,1731
1732,946,2,90,2022-11-17,75452.93,1732
1733,415,16,147,2022-11-25,0.0,1733
1734,644,5,16,2022-06-09,614.8,1734
1735,443,7,56,2022-08-15,7186.199999999999,1735
1736,367,16,118,2022-08-08,3116.4100000000008,1736
1737,366,7,192,2022-04-14,117.55999999999999,1737
1738,353,8,70,2022-01-23,13065.04,1738
1739,2,18,148,2022-06-08,14121.720000000001,1739
1740,426,13,196,2022-05-09,39307.5,1740
1741,650,1,3,2022-06-25,34287.740000000005,1741
1742,503,4,103,2022-07-12,0.0,1742
1743,29,8,98,2022-04-26,567.08,1743
1744,779,8,174,2022-09-28,18991.62,1744
1745,641,16,198,2022-03-17,0.0,1745
1746,804,9,96,2022-02-22,29619.1,1746
1747,173,2,197,2022-10-16,0.0,1747
1748,3,12,156,2022-07-21,0.0,1748
1749,652,17,137,2022-02-07,26318.88,1749
1750,817,11,74,2022-11-22,10646.5,1750
1751,548,1,105,2022-01-06,7453.5999999999985,1751
1752,405,4,158,2022-06-14,0.0,1752
1753,224,3,53,2022-03-08,21128.890000000003,1753
1754,785,4,156,2022-11-19,9009.66,1754
1755,965,15,126,2022-11-17,39859.3,1755
1756,507,1,185,2022-12-25,0.0,1756
1757,235,18,101,2022-07-09,24954.56,1757
1758,669,5,172,2022-07-22,0.0,1758
1759,480,9,119,2022-06-22,20.830000000000002,1759
1760,47,12,129,2022-10-02,12771.949999999999,1760
1761,643,7,166,2022-05-03,19323.46,1761
1762,315,12,167,2022-05-11,11237.099999999999,1762
1763,465,6,173,2022-12-25,7419.72,1763
1764,816,6,75,2022-12-25,0.0,1764
1765,449,20,140,2022-02-21,9306.650000000001,1765
1766,483,17,77,2022-11-01,8612.37,1766
1767,435,3,72,2022-07-17,22336.18,1767
1768,793,17,52,2022-11-29,0.0,1768
1769,544,13,150,2022-07-26,0.0,1769
1770,900,14,90,2022-05-24,51328.100000000006,1770
1771,48,2,131,2022-05-21,0.0,1771
1772,205,12,16,2022-11-01,18720.5,1772
1773,83,10,95,2022-07-31,35771.74,1773
1774,736,15,150,2022-12-16,33328.88,1774
1775,614,18,72,2022-11-16,3438.55,1775
1776,339,5,147,2022-06-11,4259.2300000000005,1776
1777,775,19,161,2022-08-14,872.4,1777
1778,666,2,164,2022-10-06,54824.149999999994,1778
1779,643,18,156,2022-01-10,34515.14,1779
1780,461,13,41,2022-06-11,0.0,1780
1781,856,5,112,2022-06-05,0.0,1781
1782,616,19,66,2022-01-16,700.6899999999999,1782
1783,291,20,31,2022-04-19,50193.57000000001,1783
1784,848,2,5,2022-04-14,12263.12,1784
1785,285,13,112,2022-05-26,43629.270000000004,1785
1786,664,9,59,2022-05-07,0.0,1786
1787,40,6,113,2022-07-22,21142.600000000002,1787
1788,352,16,119,2022-02-17,2567.6000000000004,1788
1789,834,6,108,2022-03-29,51895.93000000001,1789
1790,323,3,116,2022-03-02,41161.490000000005,1790
1791,834,12,40,2022-08-22,55914.799999999996,1791
1792,348,14,44,2022-07-22,26045.260000000002,1792
1793,413,10,53,2022-08-21,18216.440000000002,1793
1794,641,2,29,2022-10-10,36374.96,1794
1795,677,9,135,2022-04-05,17778.42,1795
1796,10,16,188,2022-04-04,27982.559999999998,1796
1797,574,12,142,2022-04-22,58633.67999999999,1797
1798,119,17,149,2022-08-04,0.0,1798
1799,665,17,61,2022-04-06,0.0,1799
1800,248,16,180,2022-11-01,119.53999999999999,1800
1801,680,4,187,2022-09-14,0.0,1801
1802,21,10,146,2022-02-09,22646.940000000002,1802
1803,422,8,152,2022-07-05,525.8599999999999,1803
1804,647,2,49,2022-08-04,18254.6,1804
1805,560,15,155,2022-12-19,10832.48,1805
1806,249,20,171,2022-06-22,29140.11,1806
1807,380,20,135,2022-09-19,16206.78,1807
1808,123,20,155,2022-08-02,231.70999999999998,1808
1809,333,15,2,2022-07-13,38286.02,1809
1810,394,12,67,2022-08-28,3793.4999999999995,1810
1811,45,6,28,2022-10-01,0.0,1811
1812,605,17,164,2022-12-18,0.0,1812
1813,53,12,77,2022-11-11,0.0,1813
1814,246,15,112,2022-05-30,32121.84,1814
1815,830,17,166,2022-01-13,32563.96,1815
1816,217,18,82,2022-09-13,29743.739999999998,1816
1817,70,20,61,2022-08-13,5030.8200000000015,1817
1818,339,13,29,2022-08-07,16916.23,1818
1819,265,12,67,2022-10-12,21053.450000000004,1819
1820,408,13,26,2022-06-19,17802.95,1820
1821,554,3,32,2022-09-10,706.01,1821
1822,525,10,186,2022-12-06,4603.36,1822
1823,156,12,62,2022-02-02,22213.95,1823
1824,980,18,147,2022-01-09,981.72,1824
1825,857,2,136,2022-05-01,0.0,1825
1826,775,3,105,2022-03-15,6570.29,1826
1827,514,17,40,2022-03-18,25680.9,1827
1828,199,13,127,2022-05-14,3096.96,1828
1829,778,13,195,2022-09-23,40450.38,1829
1830,41,16,142,2022-05-04,17212.100000000002,1830
1831,236,1,20,2022-01-27,6546.330000000001,1831
1832,268,19,146,2022-02-04,35042.2,1832
1833,885,6,28,2022-12-29,0.0,1833
1834,994,15,90,2022-11-30,0.0,1834
1835,941,18,182,2022-02-19,268.0,1835
1836,468,18,181,2022-04-02,0.0,1836
1837,69,16,85,2022-02-22,0.0,1837
1838,616,3,111,2022-07-26,39575.61,1838
1839,454,10,18,2022-12-07,22126.77,1839
1840,637,9,104,2022-03-31,10465.600000000002,1840
1841,749,6,118,2022-12-30,53151.59999999999,1841
1842,357,11,121,2022-10-31,22736.64,1842
1843,280,1,51,2022-11-16,12594.240000000002,1843
1844,518,6,193,2022-05-03,16850.88,1844
1845,317,15,23,2022-10-11,480.47999999999996,1845
1846,637,5,95,2022-01-22,37142.25,1846
1847,436,12,129,2022-07-30,17992.0,1847
1848,118,1,51,2022-12-28,22487.36,1848
1849,257,17,110,2022-05-18,17833.029999999995,1849
1850,228,8,110,2022-09-20,23333.720000000005,1850
1851,87,9,47,2022-09-28,27808.640000000003,1851
1852,175,7,89,2022-11-25,8889.64,1852
1853,639,16,192,2022-08-23,0.0,1853
1854,167,12,12,2022-06-25,24090.2,1854
1855,900,18,114,2022-01-10,782.3,1855
1856,686,7,100,2022-04-04,47176.62,1856
1857,753,2,134,2022-03-29,16318.150000000001,1857
1858,392,11,136,2022-12-03,928.3199999999999,1858
1859,600,12,27,2022-03-04,30318.78,1859
1860,453,19,26,2022-09-04,0.0,1860
1861,93,12,56,2022-03-13,15068.970000000003,1861
1862,896,19,185,2022-07-08,241.44000000000003,1862
1863,153,10,34,2022-03-30,39174.5,1863
1864,837,18,59,2022-01-27,60387.490000000005,1864
1865,184,6,33,2022-06-22,0.0,1865
1866,988,12,8,2022-09-19,0.0,1866
1867,661,6,184,2022-07-08,0.0,1867
1868,116,5,70,2022-09-14,27353.999999999996,1868
1869,575,20,130,2022-06-22,0.0,1869
1870,157,11,155,2022-04-26,0.0,1870
1871,587,19,131,2022-05-09,0.0,1871
1872,829,10,19,2022-10-10,30587.04,1872
1873,194,2,8,2022-04-12,14881.869999999999,1873
1874,709,2,82,2022-11-21,5587.54,1874
1875,710,14,125,2022-07-05,6934.7,1875
1876,513,15,192,2022-09-29,28876.379999999997,1876
1877,712,10,200,2022-11-23,4491.7,1877
1878,166,10,29,2022-03-26,18453.0,1878
1879,60,18,161,2022-12-05,24690.9,1879
1880,530,3,79,2022-10-30,7868.63,1880
1881,742,3,175,2022-12-30,7904.52,1881
1882,849,4,122,2022-05-20,0.0,1882
1883,110,20,108,2022-11-30,61132.149999999994,1883
1884,815,13,142,2022-06-16,20934.21,1884
1885,673,19,154,2022-02-24,19643.73,1885
1886,872,8,25,2022-02-05,40656.04,1886
1887,238,20,129,2022-01-16,38073.05,1887
1888,691,3,107,2022-06-27,8055.879999999999,1888
1889,820,15,102,2022-04-10,61221.35999999999,1889
1890,547,3,143,2022-08-04,2338.9799999999996,1890
1891,690,17,46,2022-04-23,65145.880000000005,1891
1892,821,16,19,2022-11-05,19556.640000000003,1892
1893,228,11,171,2022-12-13,17122.63,1893
1894,763,2,155,2022-04-17,29563.61,1894
1895,253,15,73,2022-04-14,16605.96,1895
1896,581,4,109,2022-01-23,61064.659999999996,1896
1897,735,14,151,2022-11-18,12377.400000000001,1897
1898,783,5,159,2022-10-19,33506.71,1898
1899,369,9,149,2022-03-16,0.0,1899
1900,373,4,134,2022-04-15,268.0,1900
1901,570,5,117,2022-12-14,13144.029999999999,1901
1902,32,6,60,2022-12-09,0.0,1902
1903,214,9,64,2022-08-05,29726.76,1903
1904,678,13,157,2022-10-05,0.0,1904
1905,812,16,33,2022-10-31,0.0,1905
1906,949,5,16,2022-02-27,388.27,1906
1907,13,4,68,2022-11-05,0.0,1907
1908,918,17,185,2022-05-18,11090.789999999999,1908
1909,325,2,158,2022-10-24,36972.68,1909
1910,362,19,185,2022-05-13,6525.2699999999995,1910
1911,36,17,83,2022-12-11,8778.15,1911
1912,426,17,117,2022-07-05,0.0,1912
1913,193,14,15,2022-07-14,27858.22,1913
1914,717,16,3,2022-06-25,0.0,1914
1915,212,15,88,2022-03-30,10825.92,1915
1916,125,7,175,2022-09-06,3625.11,1916
1917,193,3,118,2022-02-07,3445.0,1917
1918,89,6,117,2022-04-26,0.0,1918
1919,808,12,181,2022-04-20,74927.75999999998,1919
1920,119,14,111,2022-10-10,243.18,1920
1921,649,12,198,2022-12-31,2375.36,1921
1922,272,15,173,2022-07-26,11115.01,1922
1923,223,10,179,2022-09-08,0.0,1923
1924,638,12,192,2022-08-09,7223.69,1924
1925,844,11,113,2022-10-22,20878.079999999994,1925
1926,103,18,195,2022-12-12,10137.05,1926
1927,601,19,157,2022-02-14,4457.099999999999,1927
1928,84,6,107,2022-09-06,10046.759999999998,1928
1929,574,3,48,2022-09-05,12643.089999999997,1929
1930,71,4,147,2022-08-02,7605.4299999999985,1930
1931,483,10,46,2022-02-28,8842.73,1931
1932,294,13,24,2022-06-25,2266.4800000000005,1932
1933,551,9,145,2022-07-18,0.0,1933
1934,377,8,69,2022-06-16,25313.760000000002,1934
1935,454,9,87,2022-03-12,652.23,1935
1936,686,14,111,2022-03-01,11675.99,1936
1937,917,14,151,2022-12-01,118.04,1937
1938,783,8,150,2022-01-10,19454.65,1938
1939,147,10,113,2022-07-23,8960.150000000001,1939
1940,396,9,58,2022-03-09,41899.22,1940
1941,300,12,40,2022-03-08,0.0,1941
1942,875,2,82,2022-02-09,19405.839999999997,1942
1943,527,12,196,2022-08-31,4698.219999999999,1943
1944,351,7,34,2022-05-28,578.47,1944
1945,483,12,136,2022-07-01,41748.0,1945
1946,622,4,33,2022-03-10,7270.3099999999995,1946
1947,359,9,196,2022-05-19,19446.04,1947
1948,840,15,64,2022-10-13,0.0,1948
1949,535,5,23,2022-11-22,3608.76,1949
1950,935,2,133,2022-02-24,7251.620000000001,1950
1951,329,18,8,2022-10-14,9196.380000000001,1951
1952,74,5,192,2022-04-19,49909.98999999999,1952
1953,785,20,54,2022-05-11,10761.2,1953
1954,47,16,156,2022-07-31,441.64,1954
1955,915,10,135,2022-11-12,7598.73,1955
1956,889,5,160,2022-02-19,0.0,1956
1957,242,8,139,2022-11-24,0.0,1957
1958,242,7,147,2022-06-23,15584.42,1958
1959,281,7,138,2022-06-19,4019.4799999999996,1959
1960,640,5,155,2022-02-20,9154.249999999998,1960
1961,389,10,53,2022-05-11,15964.919999999998,1961
1962,40,4,133,2022-07-21,1488.12,1962
1963,7,11,80,2022-03-27,11821.0,1963
1964,859,17,80,2022-05-22,0.0,1964
1965,222,13,191,2022-06-23,0.0,1965
1966,66,16,48,2022-01-20,65043.43,1966
1967,40,1,23,2022-07-09,44853.99,1967
1968,208,9,192,2022-07-06,1894.5499999999997,1968
1969,206,2,140,2022-09-13,0.0,1969
1970,932,8,34,2022-03-17,28093.449999999997,1970
1971,100,7,122,2022-10-14,7254.540000000001,1971
1972,247,13,104,2022-12-28,14254.130000000001,1972
1973,325,15,108,2022-07-31,1075.26,1973
1974,381,5,178,2022-01-16,6619.76,1974
1975,138,7,136,2022-06-20,15915.169999999996,1975
1976,21,8,177,2022-12-14,4777.720000000001,1976
1977,72,11,176,2022-08-21,35761.71,1977
1978,488,17,185,2022-09-03,28480.329999999998,1978
1979,426,19,42,2022-09-14,33768.56,1979
1980,548,4,69,2022-12-17,281.34999999999997,1980
1981,95,16,123,2022-10-03,32741.25,1981
1982,271,3,190,2022-06-19,0.0,1982
1983,52,4,142,2022-12-15,10149.699999999999,1983
1984,335,18,71,2022-10-07,24981.43,1984
1985,172,7,186,2022-02-15,94.82,1985
1986,6,10,34,2022-09-28,20113.16,1986
1987,627,10,37,2022-12-03,447.24,1987
1988,168,19,55,2022-08-18,12698.4,1988
1989,9,13,138,2022-04-07,44629.0,1989
1990,359,19,102,2022-12-15,0.0,1990
1991,733,7,109,2022-11-06,9249.730000000001,1991
1992,168,16,142,2022-03-17,45128.5,1992
1993,122,17,134,2022-01-14,57564.05,1993
1994,914,8,11,2022-08-08,42889.25,1994
1995,79,10,192,2022-07-06,42891.71,1995
1996,114,10,126,2022-09-24,55.32,1996
1997,569,16,152,2022-08-19,14570.000000000002,1997
1998,105,2,90,2022-11-01,9546.43,1998
1999,67,2,140,2022-01-18,16720.08,1999
2000,588,2,106,2022-08-23,3500.42,2000
2001,601,19,136,2022-09-28,8026.499999999998,2001
2002,850,7,200,2022-10-11,21725.799999999996,2002
2003,692,1,88,2022-01-12,52321.17,2003
2004,745,4,22,2022-11-30,2357.19,2004
2005,247,9,108,2022-10-24,32505.72,2005
2006,915,10,156,2022-07-29,14816.759999999998,2006
2007,969,10,19,2022-03-08,20529.789999999997,2007
2008,476,12,2,2022-07-21,0.0,2008
2009,135,18,197,2022-10-07,127.2,2009
2010,923,10,39,2022-12-06,0.0,2010
2011,407,12,124,2022-08-16,1291.14,2011
2012,731,4,140,2022-10-08,0.0,2012
2013,432,14,32,2022-06-08,4880.46,2013
2014,945,4,189,2022-01-14,22158.78,2014
2015,836,3,30,2022-06-05,64.59,2015
2016,308,3,39,2022-12-23,47469.2,2016
2017,947,10,28,2022-07-09,0.0,2017
2018,450,4,159,2022-08-18,0.0,2018
2019,224,3,57,2022-03-15,4516.75,2019
2020,86,2,135,2022-09-24,0.0,2020
2021,515,9,83,2022-08-13,0.0,2021
2022,393,7,79,2022-09-09,7208.67,2022
2023,122,20,51,2022-08-10,23660.850000000002,2023
2024,914,8,69,2022-02-06,262.92999999999995,2024
2025,803,12,29,2022-11-23,225.02,2025
2026,661,10,99,2022-04-18,789.29,2026
2027,861,7,107,2022-11-25,11346.6,2027
2028,860,9,93,2022-03-05,0.0,2028
2029,227,9,37,2022-03-25,0.0,2029
2030,936,12,47,2022-10-11,2985.16,2030
2031,522,3,60,2022-10-09,113.13999999999999,2031
2032,199,16,6,2022-05-16,18645.269999999997,2032
2033,133,11,34,2022-03-09,27907.87,2033
2034,846,20,79,2022-05-05,2160.7999999999997,2034
2035,949,5,5,2022-06-25,13275.220000000001,2035
2036,296,4,159,2022-09-08,0.0,2036
2037,870,17,80,2022-08-27,51095.58,2037
2038,941,4,159,2022-06-05,20567.15,2038
2039,69,19,46,2022-01-19,10358.420000000002,2039
2040,479,8,47,2022-09-27,12219.13,2040
2041,503,14,180,2022-06-09,40959.14000000001,2041
2042,904,13,200,2022-10-08,19608.889999999996,2042
2043,507,10,39,2022-11-22,3793.4999999999995,2043
2044,272,14,51,2022-06-06,129.85,2044
2045,269,11,52,2022-05-30,4322.43,2045
2046,859,17,75,2022-02-23,20351.300000000003,2046
2047,751,16,181,2022-11-27,69123.1,2047
2048,822,11,193,2022-02-04,214.20000000000002,2048
2049,328,2,61,2022-11-20,69718.22,2049
2050,738,15,197,2022-12-30,37299.28999999999,2050
2051,664,1,168,2022-12-26,88983.84,2051
2052,618,20,42,2022-09-05,30923.230000000003,2052
2053,85,11,153,2022-08-02,14432.42,2053
2054,333,11,125,2022-01-25,276.03999999999996,2054
2055,525,19,44,2022-04-08,31739.4,2055
2056,596,12,59,2022-02-11,129.18,2056
2057,171,3,17,2022-11-20,17645.879999999997,2057
2058,118,17,74,2022-07-06,235.11999999999998,2058
2059,857,5,153,2022-06-26,5045.620000000001,2059
2060,222,1,3,2022-10-16,0.0,2060
2061,729,8,7,2022-09-13,63624.84000000001,2061
2062,247,10,144,2022-04-11,8699.199999999999,2062
2063,648,6,114,2022-03-20,0.0,2063
2064,635,13,160,2022-03-27,0.0,2064
2065,528,6,32,2022-02-19,0.0,2065
2066,876,8,25,2022-10-20,5909.799999999999,2066
2067,202,6,105,2022-09-24,364.84999999999997,2067
2068,615,16,81,2022-07-17,798.12,2068
2069,365,10,1,2022-05-28,32450.04,2069
2070,433,20,89,2022-08-21,0.0,2070
2071,306,18,141,2022-03-09,0.0,2071
2072,548,17,1,2022-08-21,19601.34,2072
2073,622,5,195,2022-08-07,0.0,2073
2074,958,7,139,2022-04-05,8738.85,2074
2075,682,15,14,2022-08-17,7845.04,2075
2076,631,10,148,2022-08-24,35797.18000000001,2076
2077,132,9,179,2022-10-10,0.0,2077
2078,923,16,85,2022-12-31,20561.88,2078
2079,1000,6,25,2022-11-11,0.0,2079
2080,775,9,11,2022-05-08,3137.2,2080
2081,204,3,27,2022-02-15,4090.0000000000005,2081
2082,586,7,44,2022-06-07,35872.89,2082
2083,937,19,73,2022-09-25,2697.0499999999997,2083
2084,718,19,118,2022-02-20,11034.070000000002,2084
2085,855,18,11,2022-11-02,0.0,2085
2086,880,2,44,2022-10-04,13911.66,2086
2087,199,4,181,2022-05-28,4605.0,2087
2088,653,17,164,2022-01-25,28686.079999999998,2088
2089,39,6,82,2022-12-13,13418.66,2089
2090,675,20,90,2022-11-10,15352.92,2090
2091,730,1,163,2022-01-29,0.0,2091
2092,834,16,69,2022-12-24,0.0,2092
2093,964,17,149,2022-11-27,39644.880000000005,2093
2094,903,6,142,2022-08-23,18922.52,2094
2095,270,6,66,2022-05-18,0.0,2095
2096,684,19,125,2022-09-23,29327.28,2096
2097,565,4,164,2022-01-17,4771.09,2097
2098,920,1,143,2022-01-25,8098.0,2098
2099,329,5,142,2022-11-02,0.0,2099
2100,815,9,156,2022-03-12,10471.999999999998,2100
2101,673,10,119,2022-04-13,2674.88,2101
2102,642,10,144,2022-01-31,6628.639999999999,2102
2103,300,14,49,2022-06-15,16333.999999999998,2103
2104,431,5,175,2022-06-26,291.2,2104
2105,990,10,111,2022-01-15,2649.96,2105
2106,778,10,123,2022-07-19,4304.4800000000005,2106
2107,820,11,68,2022-11-13,5891.749999999999,2107
2108,679,5,175,2022-11-17,20154.1,2108
2109,87,10,35,2022-11-09,31798.049999999996,2109
2110,592,1,179,2022-10-05,6951.869999999999,2110
2111,14,14,1,2022-10-06,0.0,2111
2112,245,19,178,2022-11-06,0.0,2112
2113,78,11,72,2022-01-23,43166.68000000001,2113
2114,630,16,193,2022-10-30,9335.37,2114
2115,496,19,191,2022-07-25,3946.8600000000006,2115
2116,58,18,105,2022-04-06,395.95,2116
2117,292,10,184,2022-10-30,5241.4800000000005,2117
2118,28,14,176,2022-06-08,7765.6,2118
2119,267,13,45,2022-11-04,35924.56,2119
2120,169,17,181,2022-10-12,119.53999999999999,2120
2121,136,17,80,2022-11-17,19745.32,2121
2122,917,5,54,2022-08-18,3304.5,2122
2123,706,7,29,2022-06-18,15886.910000000002,2123
2124,219,19,22,2022-06-16,6163.18,2124
2125,316,1,184,2022-04-09,18060.52,2125
2126,631,1,62,2022-03-01,207.52999999999997,2126
2127,417,5,99,2022-06-24,16768.8,2127
2128,350,5,53,2022-01-26,32527.979999999996,2128
2129,719,10,80,2022-12-10,20480.0,2129
2130,100,15,52,2022-09-01,187.20000000000002,2130
2131,920,11,82,2022-05-08,700.6,2131
2132,267,20,86,2022-02-03,6129.74,2132
2133,164,19,138,2022-12-01,8126.200000000001,2133
2134,108,12,39,2022-01-08,10523.66,2134
2135,926,10,66,2022-03-07,33349.42,2135
2136,548,11,153,2022-10-04,338.24,2136
2137,920,5,123,2022-10-07,857.1600000000001,2137
2138,700,9,76,2022-06-01,19443.59,2138
2139,830,9,137,2022-10-21,106245.67,2139
2140,97,7,113,2022-10-11,7895.550000000001,2140
2141,678,6,158,2022-06-02,1610.3999999999999,2141
2142,604,16,43,2022-05-12,0.0,2142
2143,489,8,26,2022-11-26,0.0,2143
2144,595,10,183,2022-12-26,15415.5,2144
2145,954,13,125,2022-10-23,0.0,2145
2146,310,10,7,2022-09-06,441.96000000000004,2146
2147,836,15,75,2022-05-27,17538.769999999997,2147
2148,18,10,100,2022-01-28,28910.989999999998,2148
2149,178,13,157,2022-07-20,47173.11,2149
2150,391,13,62,2022-10-19,113.13999999999999,2150
2151,551,9,196,2022-05-24,15971.349999999997,2151
2152,306,5,183,2022-10-30,30989.78,2152
2153,141,6,110,2022-02-18,7946.48,2153
2154,679,10,127,2022-10-02,10834.570000000002,2154
2155,622,9,56,2022-10-29,20640.600000000002,2155
2156,275,8,68,2022-11-05,0.0,2156
2157,537,12,43,2022-10-19,0.0,2157
2158,684,11,129,2022-02-19,9.150000000000002,2158
2159,475,9,122,2022-03-13,73809.83999999998,2159
2160,427,5,41,2022-07-08,0.0,2160
2161,404,6,92,2022-05-23,721.56,2161
2162,109,16,170,2022-01-15,20014.620000000003,2162
2163,252,17,29,2022-06-04,17038.5,2163
2164,180,9,55,2022-10-23,26826.68,2164
2165,668,3,18,2022-02-18,31476.84,2165
2166,260,9,65,2022-09-15,35269.869999999995,2166
2167,205,16,69,2022-06-21,9563.769999999999,2167
2168,50,7,42,2022-03-23,0.0,2168
2169,893,19,142,2022-03-16,36049.009999999995,2169
2170,748,20,91,2022-02-19,54427.04000000001,2170
2171,946,13,38,2022-10-28,14400.56,2171
2172,469,1,147,2022-07-14,52494.259999999995,2172
2173,34,17,141,2022-09-08,25819.339999999997,2173
2174,404,18,48,2022-04-10,0.0,2174
2175,307,10,143,2022-05-11,30180.6,2175
2176,938,16,156,2022-03-18,8917.14,2176
2177,244,18,2,2022-03-13,16503.73,2177
2178,14,20,17,2022-06-16,62.629999999999995,2178
2179,405,12,183,2022-10-16,71428.73,2179
2180,172,20,28,2022-06-30,9843.34,2180
2181,252,4,116,2022-06-21,11719.52,2181
2182,816,15,86,2022-09-30,276.03999999999996,2182
2183,946,5,11,2022-06-27,42733.09,2183
2184,587,16,65,2022-07-04,29737.53,2184
2185,591,7,72,2022-08-20,7867.91,2185
2186,347,10,153,2022-06-09,6888.42,2186
2187,965,17,124,2022-05-12,1149.05,2187
2188,523,12,117,2022-06-30,12940.499999999998,2188
2189,530,1,64,2022-09-17,0.0,2189
2190,787,7,127,2022-08-27,16146.48,2190
2191,744,2,184,2022-07-07,0.0,2191
2192,741,19,58,2022-09-26,34640.45,2192
2193,286,10,179,2022-06-15,15175.680000000002,2193
2194,49,14,100,2022-03-22,0.0,2194
2195,892,11,61,2022-11-22,4974.199999999999,2195
2196,976,14,61,2022-08-26,532.8100000000001,2196
2197,531,7,85,2022-12-18,3656.9999999999995,2197
2198,613,8,101,2022-11-17,25256.899999999998,2198
2199,541,6,189,2022-01-29,9462.36,2199
2200,314,5,121,2022-10-12,30905.25,2200
2201,449,6,156,2022-08-27,221.52,2201
2202,549,4,125,2022-02-24,58919.45,2202
2203,643,18,144,2022-05-10,30482.289999999997,2203
2204,943,6,177,2022-07-05,20.830000000000002,2204
2205,857,8,28,2022-07-05,201.03000000000003,2205
2206,777,13,32,2022-09-09,12202.62,2206
2207,539,7,102,2022-04-02,15915.960000000001,2207
2208,170,18,19,2022-03-15,0.0,2208
2209,624,12,106,2022-12-13,6947.21,2209
2210,543,7,8,2022-08-08,4425.75,2210
2211,466,20,169,2022-11-26,13025.130000000001,2211
2212,445,4,3,2022-10-03,790.0,2212
2213,254,13,144,2022-07-10,19625.329999999998,2213
2214,732,11,142,2022-08-11,33596.34,2214
2215,764,18,26,2022-12-20,7438.1100000000015,2215
2216,505,18,118,2022-11-15,18754.96,2216
2217,87,3,15,2022-05-12,60627.149999999994,2217
2218,347,3,127,2022-09-01,4809.87,2218
2219,49,1,178,2022-12-22,14289.2,2219
2220,781,20,24,2022-02-18,23267.13,2220
2221,17,4,129,2022-04-18,32708.14,2221
2222,741,19,86,2022-03-25,6045.119999999999,2222
2223,159,9,93,2022-06-04,0.0,2223
2224,814,10,30,2022-08-05,6787.7,2224
2225,137,13,15,2022-07-30,7423.679999999999,2225
2226,597,19,75,2022-07-03,20966.579999999998,2226
2227,417,1,105,2022-10-04,14288.949999999999,2227
2228,648,13,101,2022-12-26,761.88,2228
2229,370,12,39,2022-12-22,12548.84,2229
2230,129,10,163,2022-02-12,63915.18000000001,2230
2231,450,4,30,2022-06-24,11334.599999999999,2231
2232,831,3,169,2022-01-30,4340.9800000000005,2232
2233,133,15,83,2022-08-12,26502.52,2233
2234,572,19,140,2022-01-17,22327.960000000003,2234
2235,82,11,155,2022-03-15,0.0,2235
2236,483,19,129,2022-01-23,8143.26,2236
2237,252,6,156,2022-01-31,19987.06,2237
2238,781,6,134,2022-06-20,34602.840000000004,2238
2239,951,13,4,2022-12-16,53755.649999999994,2239
2240,141,1,182,2022-09-15,9296.28,2240
2241,677,18,112,2022-01-20,14243.890000000003,2241
2242,479,13,172,2022-04-11,13947.54,2242
2243,278,6,70,2022-01-02,15827.98,2243
2244,227,19,84,2022-01-15,0.0,2244
2245,391,10,72,2022-07-21,149.07999999999998,2245
2246,305,18,174,2022-06-25,26770.66,2246
2247,915,7,144,2022-10-19,0.0,2247
2248,526,13,155,2022-05-19,17569.49,2248
2249,523,2,132,2022-05-31,26128.09,2249
2250,31,5,199,2022-11-19,9542.489999999998,2250
2251,547,13,37,2022-06-21,45.53,2251
2252,283,15,68,2022-08-13,24595.65,2252
2253,430,2,50,2022-11-08,18606.25,2253
2254,711,20,96,2022-11-05,844.7800000000001,2254
2255,941,7,87,2022-12-23,7430.4,2255
2256,500,10,133,2022-01-28,47431.33,2256
2257,170,7,200,2022-03-23,39761.92,2257
2258,269,1,153,2022-01-09,28118.22,2258
2259,562,16,167,2022-06-05,1302.8400000000001,2259
2260,289,10,30,2022-11-26,30133.23,2260
2261,595,4,95,2022-10-29,13946.879999999997,2261
2262,720,8,56,2022-07-05,52131.94,2262
2263,456,12,69,2022-01-28,11422.12,2263
2264,757,15,192,2022-06-28,132.72,2264
2265,573,14,83,2022-09-30,38173.17,2265
2266,675,19,57,2022-10-19,676.7300000000001,2266
2267,347,7,32,2022-12-05,0.0,2267
2268,76,15,156,2022-03-22,308.17999999999995,2268
2269,899,9,127,2022-12-18,39644.79,2269
2270,343,20,193,2022-11-27,3648.120000000001,2270
2271,950,10,22,2022-12-26,5813.49,2271
2272,560,6,196,2022-05-08,0.0,2272
2273,645,10,128,2022-03-05,67879.68000000001,2273
2274,232,5,194,2022-03-30,8830.5,2274
2275,938,3,57,2022-05-03,44672.189999999995,2275
2276,173,19,161,2022-03-10,0.0,2276
2277,789,7,32,2022-04-02,0.0,2277
2278,427,15,48,2022-10-15,0.0,2278
2279,920,5,171,2022-10-31,6939.78,2279
2280,20,11,164,2022-01-15,2475.24,2280
2281,261,14,159,2022-09-15,8944.859999999999,2281
2282,387,13,53,2022-10-02,74981.79,2282
2283,123,18,12,2022-12-25,33897.82,2283
2284,413,20,200,2022-11-28,18193.309999999998,2284
2285,564,9,55,2022-06-28,3831.3399999999992,2285
2286,535,15,5,2022-12-07,28.08,2286
2287,819,7,68,2022-08-28,0.0,2287
2288,797,3,78,2022-09-13,30914.8,2288
2289,572,1,164,2022-08-29,4219.799999999999,2289
2290,440,6,136,2022-07-01,67143.98999999999,2290
2291,250,10,47,2022-07-31,945.6800000000001,2291
