return_id,item_id,reason,return_date
762,4147,Damaged,2020-08-25
763,14149,Customer changed mind,2022-04-19
764,29976,Customer changed mind,2022-09-14
765,5030,Customer changed mind,2023-05-06
766,12816,Wrong item,2023-05-25
767,27987,Customer changed mind,2023-07-30
768,21125,Damaged,2023-11-18
769,28878,Wrong item,2021-10-24
770,21036,Damaged,2033-00-04
771,95369,Customer changed mind,2020-10-11
772,66811,Damaged,2022-08-12
773,62701,Wrong item,2020-12-26
774,33095,Customer changed mind,2021-02-25
775,82003,Customer changed mind,2021-03-28
776,39029,Damaged,2023-01-06
777,57856,Wrong item,2020-02-19
778,62994,Damaged,2022-01-10
779,47838,Wrong item,2023-11-25
780,31305,Wrong item,2020-12-11
781,64546,Wrong item,2023-08-31
782,67250,Damaged,2022-03-16
783,17802,Customer changed mind,2023-12-09
784,19246,Customer changed mind,2022-06-14
785,97795,Customer changed mind,2022-12-11
786,18799,Wrong item,2022-02-14
787,30764,Customer changed mind,2020-11-07
788,43171,Damaged,2023-06-20
789,41289,Wrong item,2021-12-17
790,77761,Customer changed mind,2023-09-16
791,6005,Wrong item,2020-12-24
792,65142,Customer changed mind,2022-06-22
793,17426,Customer changed mind,2022-02-24
794,34598,Wrong item,2022-06-30
795,2950,Wrong item,2021-06-26
796,18129,Customer changed mind,2022-05-27
797,96177,Damaged,2021-06-07
798,27227,Wrong item,2020-02-04
799,19375,Wrong item,2020-04-15
800,42413,Wrong item,2020-03-06
801,13026,Wrong item,2020-11-27
802,32698,Customer changed mind,2021-10-15
803,17060,Damaged,2022-09-08
804,74840,Damaged,2021-03-30
805,36887,Damaged,2020-03-06
806,47201,Damaged,2023-01-19
807,43671,Wrong item,2021-12-31
808,95405,Wrong item,2021-08-17
809,89723,Wrong item,2020-10-29
810,91709,Customer changed mind,2040-03-03
811,12881,Damaged,2022-07-28
812,90280,Wrong item,2021-08-22
813,17455,Damaged,2021-08-02
814,36786,Damaged,2022-01-29
815,77731,Damaged,2023-06-07
816,67957,Wrong item,2022-02-10
817,48561,Wrong item,2020-08-09
818,18044,Wrong item,2022-07-01
819,62612,Wrong item,2050-03-03
820,89788,Damaged,2099-08-03
821,23233,Wrong item,2020-08-30
822,36681,Wrong item,2021-04-07
823,66732,Wrong item,2023-04-05
824,10708,Damaged,2023-07-15
825,68711,Customer changed mind,2020-02-26
826,19597,Damaged,2078-05-01
827,14218,Customer changed mind,2020-06-14
828,29079,Wrong item,2021-09-09
829,78562,Wrong item,2022-10-04
830,76768,Damaged,2020-05-31
831,25761,Customer changed mind,2023-04-04
832,60315,Damaged,2020-09-23
833,18514,Damaged,2022-10-28
834,53350,Damaged,2030-01-12
835,75073,Damaged,2023-01-06
836,58201,Customer changed mind,2061-04-10
837,40189,Wrong item,2021-04-06
838,86207,Damaged,2021-08-22
839,97023,Wrong item,2039-01-21
840,17398,Damaged,2023-12-07
841,44300,Damaged,2023-10-13
842,43566,Customer changed mind,2021-09-19
843,49560,Wrong item,2023-03-03
844,97756,Wrong item,2021-06-10
845,11241,Wrong item,2023-10-21
846,99225,Wrong item,2021-11-17
847,89492,Damaged,2020-01-30
848,11224,Customer changed mind,2023-01-04
849,96208,Damaged,2023-12-16
850,79870,Customer changed mind,2021-05-05
851,99562,Damaged,2021-10-03
852,90022,Damaged,2020-08-30
853,49191,Customer changed mind,2021-01-16
854,68457,Wrong item,2022-10-04
855,27375,Wrong item,2020-11-23
856,34554,Damaged,2023-08-27
857,21756,Damaged,2054-02-15
858,17088,Wrong item,2023-08-31
859,83633,Damaged,2021-10-01
860,19920,Damaged,2023-11-15
861,5118,Wrong item,2083-05-23
862,89953,Damaged,2021-08-12
863,8102,Damaged,2021-11-19
864,42483,Damaged,2022-05-23
865,63709,Damaged,2023-09-16
866,66598,Damaged,2021-04-24
867,82264,Customer changed mind,2022-05-14
868,90911,Wrong item,2035-05-05
869,7131,Customer changed mind,2021-09-09
870,57316,Damaged,2020-02-25
871,81467,Wrong item,2066-00-06
872,64067,Damaged,2021-06-24
873,6368,Damaged,2021-05-16
874,24382,Customer changed mind,2020-03-01
875,90583,Damaged,2021-03-28
876,29500,Damaged,2020-08-05
877,12068,Damaged,2021-07-16
878,3496,Wrong item,2021-02-09
879,12551,Damaged,2023-04-13
880,64509,Wrong item,2023-12-23
881,42560,Wrong item,2023-08-06
882,78470,Customer changed mind,2021-10-10
883,37761,Customer changed mind,2065-03-01
884,28743,Wrong item,2021-05-17
885,99289,Damaged,2020-11-30
886,24417,Wrong item,2020-02-22
887,73817,Damaged,2021-08-02
888,97601,Wrong item,2023-01-29
889,47096,Damaged,2022-07-05
890,77404,Damaged,2022-06-19
891,14226,Damaged,2020-07-25
892,95365,Customer changed mind,2023-11-04
893,10610,Customer changed mind,2021-05-03
894,88901,Customer changed mind,2020-12-28
895,72897,Damaged,2021-03-30
896,94913,Customer changed mind,2023-02-11
897,5882,Customer changed mind,2020-06-28
898,34329,Damaged,2020-06-11
899,39377,Customer changed mind,2023-04-10
900,17171,Damaged,2023-02-07
901,74337,Damaged,2021-01-20
902,16992,Wrong item,2020-01-04
903,7204,Customer changed mind,2020-09-05
904,96353,Wrong item,2020-07-11
905,23500,Damaged,2022-10-26
906,36368,Wrong item,2021-10-12
907,85001,Wrong item,2021-02-21
908,51171,Damaged,2022-02-26
909,50507,Damaged,2020-02-27
910,43663,Customer changed mind,2022-04-23
911,43195,Customer changed mind,2022-11-17
912,34467,Customer changed mind,2021-12-08
913,88283,Wrong item,2021-07-07
914,46281,Wrong item,2020-03-27
915,55348,Wrong item,2021-07-23
916,91140,Wrong item,2021-05-28
917,55542,Customer changed mind,2022-10-18
918,4018,Damaged,2067-06-15
919,22948,Wrong item,2062-07-13
920,6770,Customer changed mind,2020-05-03
921,69721,Wrong item,2023-01-28
922,41621,Customer changed mind,2023-11-19
923,41705,Customer changed mind,2021-09-28
924,70248,Customer changed mind,2023-03-18
925,89101,Customer changed mind,2020-02-03
926,61739,Wrong item,2020-08-08
927,82357,Wrong item,2020-05-26
928,9137,Wrong item,2023-09-16
929,66100,Wrong item,2023-09-02
930,71712,Wrong item,2020-04-14
931,93354,Customer changed mind,2022-11-10
932,48154,Damaged,2022-01-16
933,14387,Customer changed mind,2022-11-24
934,22488,Customer changed mind,2020-07-05
935,95074,Damaged,2022-03-12
936,35141,Wrong item,2023-09-21
937,31553,Damaged,2099-06-11
938,67607,Customer changed mind,2022-05-15
939,33998,Customer changed mind,2082-08-05
940,95610,Wrong item,2020-04-28
941,54000,Customer changed mind,2034-06-11
942,88050,Wrong item,2023-08-23
943,9391,Wrong item,2021-12-30
944,34632,Customer changed mind,2020-07-06
945,43110,Customer changed mind,2021-10-19
946,30703,Damaged,2022-10-28
947,35124,Damaged,2020-07-25
948,39055,Customer changed mind,2021-11-26
949,72516,Customer changed mind,2020-10-01
950,2334,Wrong item,2021-12-19
951,35249,Wrong item,2021-05-04
952,34765,Damaged,2022-02-23
953,53044,Damaged,2021-01-23
954,52605,Damaged,2023-05-13
955,48066,Wrong item,2020-12-14
956,37326,Damaged,2062-03-17
957,40565,Damaged,2023-04-17
958,71425,Customer changed mind,2022-01-05
959,75114,Customer changed mind,2020-08-03
960,13216,Damaged,2022-12-26
961,13496,Wrong item,2020-09-19
962,78264,Damaged,2022-04-05
963,25389,Damaged,2020-12-16
964,98002,Customer changed mind,2021-11-09
965,57218,Damaged,2023-11-10
966,60983,Wrong item,2023-05-01
967,79014,Wrong item,2022-05-06
968,21708,Damaged,2022-09-20
969,60523,Customer changed mind,2070-10-27
970,35997,Damaged,2020-04-10
971,80054,Damaged,2020-11-19
972,949,Customer changed mind,2074-05-17
973,81313,Customer changed mind,2079-04-22
974,84469,Damaged,2023-05-04
975,93700,Customer changed mind,2022-10-16
976,29615,Damaged,2023-05-09
977,244,Wrong item,2020-04-17
978,80356,Wrong item,2022-08-13
979,37539,Damaged,2020-09-29
980,35414,Wrong item,2020-10-26
981,61841,Damaged,2023-09-28
982,66981,Damaged,2021-01-07
983,28983,Wrong item,2023-12-02
984,42313,Damaged,2021-05-04
985,60597,Customer changed mind,2060-07-22
986,35067,Damaged,2023-10-20
987,29529,Damaged,2020-05-01
988,50284,Wrong item,2023-04-16
989,61829,Damaged,2020-09-13
990,8186,Damaged,2022-08-07
991,32125,Damaged,2023-08-18
992,90840,Customer changed mind,2022-12-04
993,35099,Wrong item,2020-01-19
994,25050,Customer changed mind,2020-09-13
995,1743,Customer changed mind,2021-05-19
996,17974,Damaged,2021-04-24
997,26452,Customer changed mind,2020-11-23
998,37785,Wrong item,2023-03-27
999,99440,Damaged,2053-02-08
1000,47445,Damaged,2022-07-14
1001,19351,Damaged,2021-10-04
1002,12726,Damaged,2065-01-07
1003,68489,Damaged,2021-02-05
1004,63725,Damaged,2023-06-29
1005,34024,Damaged,2023-05-09
1006,80577,Damaged,2022-09-13
1007,9191,Wrong item,2022-03-18
1008,81762,Wrong item,2021-05-30
1009,36616,Wrong item,2021-06-16
1010,39131,Damaged,2020-02-05
1011,33201,Damaged,2020-12-25
1012,81886,Customer changed mind,2021-06-09
1013,90143,Damaged,2023-10-19
1014,64559,Damaged,2022-05-07
1015,52739,Customer changed mind,2023-01-15
1016,20696,Wrong item,2020-05-08
1017,14724,Customer changed mind,2022-11-13
1018,78142,Wrong item,2023-04-20
1019,57701,Wrong item,2056-04-22
1020,56940,Damaged,2022-02-16
1021,18812,Customer changed mind,2022-02-13
1022,68915,Damaged,2022-10-17
1023,41827,Damaged,2020-10-28
1024,55152,Customer changed mind,2023-06-03
1025,25702,Wrong item,2022-02-06
1026,98446,Damaged,2079-00-27
1027,98067,Customer changed mind,2020-03-25
1028,23718,Customer changed mind,2023-07-07
1029,52210,Customer changed mind,2022-09-26
1030,65406,Damaged,2061-04-02
1031,80425,Customer changed mind,2022-11-08
1032,57149,Damaged,2020-03-26
1033,66872,Damaged,2077-06-15
1034,86471,Damaged,2020-02-18
1035,80543,Wrong item,2022-12-11
1036,22205,Damaged,2022-07-02
1037,23580,Damaged,2022-03-16
1038,94993,Customer changed mind,2030-00-04
1039,42552,Damaged,2023-07-15
1040,11001,Customer changed mind,2021-09-28
1041,10395,Wrong item,2021-04-29
1042,5976,Damaged,2020-03-03
1043,28901,Damaged,2021-07-17
1044,20222,Wrong item,2023-01-11
1045,27301,Wrong item,2021-12-25
1046,56554,Wrong item,2021-10-29
1047,11769,Damaged,2084-02-13
1048,34146,Wrong item,2021-08-09
1049,38877,Wrong item,2021-10-29
1050,68487,Damaged,2023-11-05
1051,79307,Wrong item,2020-05-13
1052,88495,Customer changed mind,2023-07-25
1053,24341,Damaged,2023-11-10
1054,88967,Damaged,2023-08-30
1055,83428,Damaged,2021-10-16
1056,73276,Damaged,2058-04-21
1057,13166,Customer changed mind,2021-02-28
1058,16508,Wrong item,2022-02-17
1059,70392,Customer changed mind,2021-03-05
1060,7354,Wrong item,2023-06-24
1061,40087,Damaged,2053-02-02
1062,60836,Wrong item,2022-06-14
1063,55328,Wrong item,2021-08-23
1064,34607,Damaged,2020-10-31
1065,12409,Damaged,2022-09-11
1066,60926,Damaged,2022-02-01
1067,94801,Customer changed mind,2023-06-04
1068,87258,Customer changed mind,2020-10-13
1069,93048,Damaged,2021-04-22
1070,92280,Wrong item,2023-11-28
1071,83275,Wrong item,2022-11-01
1072,50210,Damaged,2063-08-22
1073,41538,Wrong item,2022-09-17
1074,79431,Damaged,2090-04-25
1075,81762,Wrong item,2020-11-21
1076,31814,Damaged,2023-05-11
1077,27025,Customer changed mind,2021-06-15
1078,11408,Damaged,2076-02-12
1079,33268,Wrong item,2023-06-16
1080,59721,Damaged,2023-12-10
1081,12792,Damaged,2020-02-05
1082,95766,Damaged,2022-11-19
1083,51773,Damaged,2054-04-12
1084,99626,Customer changed mind,2074-07-24
1085,32457,Customer changed mind,2021-10-15
1086,89369,Damaged,2021-01-10
1087,40566,Damaged,2023-01-02
1088,48537,Damaged,2047-06-27
1089,69067,Wrong item,2022-02-27
1090,9458,Damaged,2061-07-13
1091,87946,Customer changed mind,2023-09-10
1092,10915,Wrong item,2022-11-18
1093,19726,Wrong item,2022-06-27
1094,7753,Customer changed mind,2020-11-30
1095,43155,Damaged,2021-04-14
1096,91776,Damaged,2023-11-14
1097,42377,Customer changed mind,2023-09-05
1098,31494,Customer changed mind,2021-09-30
1099,90211,Wrong item,2022-03-27
1100,91314,Damaged,2021-08-16
1101,10128,Damaged,2020-07-14
1102,75087,Wrong item,2022-12-23
1103,72692,Wrong item,2020-07-13
1104,63792,Wrong item,2084-05-17
1105,84352,Damaged,2023-09-02
1106,77994,Wrong item,2021-05-17
1107,68836,Wrong item,2023-05-06
1108,65862,Customer changed mind,2021-01-03
1109,67212,Wrong item,2021-03-21
1110,54309,Damaged,2021-11-22
1111,79890,Wrong item,2021-04-05
1112,86493,Customer changed mind,2022-12-09
1113,31751,Customer changed mind,2023-08-31
1114,42791,Wrong item,2022-02-01
1115,51599,Wrong item,2021-07-11
1116,32229,Damaged,2023-08-31
1117,57538,Customer changed mind,2023-09-06
1118,16688,Damaged,2022-11-20
1119,87961,Damaged,2021-09-25
1120,47468,Damaged,2020-11-11
1121,25477,Damaged,2020-11-08
1122,2021,Wrong item,2022-06-20
1123,94614,Customer changed mind,2021-09-25
1124,347,Customer changed mind,2022-03-17
1125,5832,Damaged,2022-02-14
1126,11189,Wrong item,2023-01-23
1127,63655,Wrong item,2023-05-30
1128,78730,Customer changed mind,2022-02-20
1129,15088,Customer changed mind,2020-08-09
1130,83381,Wrong item,2023-07-26
1131,97608,Damaged,2082-09-27
1132,81316,Wrong item,2022-03-11
1133,11449,Wrong item,2073-06-12
1134,52895,Wrong item,2021-10-22
1135,71336,Customer changed mind,2020-07-11
1136,62244,Customer changed mind,2022-08-03
1137,85008,Wrong item,2022-06-11
1138,41269,Wrong item,2021-08-01
1139,34660,Damaged,2022-11-08
1140,51887,Wrong item,2060-01-18
1141,20175,Wrong item,2023-06-17
1142,72157,Customer changed mind,2090-08-14
1143,99950,Damaged,2022-06-15
1144,75294,Wrong item,2023-09-22
1145,15392,Wrong item,2020-04-28
1146,68580,Customer changed mind,2020-02-29
1147,4499,Damaged,2023-04-09
1148,62652,Customer changed mind,2022-07-29
1149,48310,Wrong item,2020-01-18
1150,81814,Customer changed mind,2066-00-19
1151,82179,Damaged,2022-08-20
1152,31625,Customer changed mind,2021-04-24
1153,22887,Damaged,2021-03-20
1154,75671,Customer changed mind,2023-04-28
1155,27796,Wrong item,2023-03-24
1156,89156,Customer changed mind,2022-04-27
1157,48655,Damaged,2021-02-28
1158,56176,Wrong item,2022-03-26
1159,14442,Damaged,2021-08-07
1160,97999,Damaged,2023-06-07
1161,61467,Customer changed mind,2021-08-05
1162,84765,Wrong item,2020-09-13
1163,95938,Customer changed mind,2023-03-22
1164,40090,Customer changed mind,2023-08-02
1165,99279,Damaged,2081-06-04
1166,28466,Wrong item,2047-06-21
1167,29110,Wrong item,2023-08-25
1168,49770,Damaged,2022-11-02
1169,24502,Customer changed mind,2020-01-28
1170,74204,Wrong item,2020-08-18
1171,52122,Damaged,2021-07-26
1172,23651,Damaged,2020-01-20
1173,43259,Wrong item,2020-12-18
1174,1357,Damaged,2023-02-01
1175,58837,Damaged,2020-06-25
1176,84491,Customer changed mind,2023-09-28
1177,85873,Wrong item,2021-08-14
1178,7235,Wrong item,2023-10-10
1179,77660,Wrong item,2041-06-28
1180,39323,Damaged,2022-04-03
1181,78502,Wrong item,2022-01-24
1182,42340,Customer changed mind,2023-03-02
1183,59449,Wrong item,2022-03-13
1184,54215,Customer changed mind,2023-11-03
1185,51792,Customer changed mind,2023-11-19
1186,67547,Damaged,2091-03-19
1187,36924,Damaged,2023-01-24
1188,51488,Damaged,2023-02-05
1189,2037,Customer changed mind,2023-07-03
1190,26562,Wrong item,2020-03-15
1191,62125,Damaged,2022-11-23
1192,10814,Customer changed mind,2021-04-13
1193,49884,Customer changed mind,2021-12-10
1194,44805,Wrong item,2021-11-11
1195,67047,Wrong item,2020-11-30
1196,24276,Wrong item,2021-12-21
1197,19442,Wrong item,2020-04-19
1198,74423,Damaged,2084-04-27
1199,11573,Wrong item,2022-09-03
1200,2797,Customer changed mind,2023-01-21
1201,43522,Wrong item,2022-09-26
1202,92280,Damaged,2022-01-06
1203,6964,Customer changed mind,2023-09-08
1204,53804,Customer changed mind,2023-08-19
1205,53864,Wrong item,2022-01-13
1206,90951,Damaged,2052-06-10
1207,3100,Damaged,2021-08-27
1208,77026,Damaged,2023-03-11
1209,40504,Damaged,2023-10-01
1210,10978,Damaged,2023-03-23
1211,24687,Damaged,2021-01-17
1212,5645,Damaged,2022-10-08
1213,47840,Damaged,2022-08-12
1214,72731,Customer changed mind,2037-02-16
1215,4367,Customer changed mind,2020-12-13
1216,70079,Customer changed mind,2020-05-24
1217,92754,Damaged,2023-09-23
1218,83779,Wrong item,2022-09-12
1219,11432,Damaged,2076-08-20
1220,34277,Wrong item,2020-05-04
1221,25904,Customer changed mind,2021-12-05
1222,2614,Wrong item,2022-01-02
1223,25469,Damaged,2021-03-15
1224,63265,Customer changed mind,2020-03-03
1225,79669,Wrong item,2022-09-20
1226,15970,Customer changed mind,2022-10-31
1227,18166,Damaged,2023-11-24
1228,30309,Wrong item,2034-04-23
1229,37289,Wrong item,2023-12-23
1230,18733,Customer changed mind,2022-11-11
1231,93130,Customer changed mind,2020-01-29
1232,6076,Damaged,2023-03-10
1233,31625,Damaged,2021-12-21
1234,77472,Customer changed mind,2023-02-10
1235,40205,Customer changed mind,2022-12-18
1236,78075,Wrong item,2021-11-20
1237,53359,Customer changed mind,2022-02-11
1238,65742,Damaged,2022-04-13
1239,5806,Damaged,2100-00-17
1240,61271,Customer changed mind,2023-09-01
1241,98270,Wrong item,2093-09-22
1242,20476,Wrong item,2021-02-03
1243,73749,Customer changed mind,2022-05-10
1244,70284,Customer changed mind,2023-10-29
1245,7146,Wrong item,2021-08-30
1246,8229,Damaged,2023-04-04
1247,30728,Damaged,2023-09-22
1248,3159,Customer changed mind,2022-10-14
1249,46618,Wrong item,2023-03-25
1250,51363,Customer changed mind,2022-11-21
1251,40180,Damaged,2021-05-05
1252,7853,Damaged,2021-08-12
1253,81400,Damaged,2022-01-29
1254,72080,Customer changed mind,2022-04-04
1255,10723,Customer changed mind,2020-07-19
1256,5742,Wrong item,2022-09-05
1257,82538,Damaged,2022-01-14
1258,54487,Damaged,2022-07-15
1259,14178,Wrong item,2020-06-25
1260,53523,Damaged,2023-12-25
1261,15038,Wrong item,2020-07-14
1262,86451,Wrong item,2023-07-15
1263,5850,Wrong item,2021-12-29
1264,74200,Customer changed mind,2022-09-29
1265,36423,Wrong item,2023-10-09
1266,63885,Customer changed mind,2022-08-15
1267,54558,Damaged,2020-07-18
1268,91877,Wrong item,2021-02-12
1269,89586,Wrong item,2023-09-12
1270,46968,Damaged,2021-05-05
1271,27205,Wrong item,2023-11-29
1272,52100,Wrong item,2020-02-22
1273,56166,Wrong item,2021-07-17
1274,54665,Customer changed mind,2021-09-04
1275,65296,Damaged,2021-11-22
1276,19146,Damaged,2021-11-15
1277,94019,Wrong item,2023-06-27
1278,26108,Wrong item,2023-09-09
1279,21834,Wrong item,2022-08-18
1280,84052,Customer changed mind,2021-09-13
1281,91315,Customer changed mind,2022-10-25
1282,7878,Customer changed mind,2023-09-06
1283,36337,Wrong item,2053-09-02
1284,53502,Customer changed mind,2022-12-31
1285,58950,Wrong item,2023-11-14
1286,72392,Wrong item,2022-08-06
1287,49252,Damaged,2023-01-01
1288,31553,Wrong item,2023-07-29
1289,94850,Wrong item,2021-09-15
1290,74202,Damaged,2020-04-10
1291,64587,Damaged,2021-05-18
1292,2856,Damaged,2056-04-20
1293,95689,Customer changed mind,2023-06-14
1294,94397,Wrong item,2021-08-28
1295,80296,Customer changed mind,2023-12-16
1296,14555,Damaged,2020-09-15
1297,84877,Wrong item,2021-11-16
1298,49542,Customer changed mind,2023-09-07
1299,82528,Customer changed mind,2023-12-04
1300,53600,Damaged,2082-04-24
1301,88723,Wrong item,2022-04-24
1302,56048,Customer changed mind,2023-10-28
1303,14715,Damaged,2023-07-15
1304,98097,Wrong item,2023-12-30
1305,93999,Customer changed mind,2023-05-05
1306,44608,Wrong item,2020-05-06
1307,37880,Damaged,2045-07-20
1308,26236,Customer changed mind,2023-01-28
1309,55056,Customer changed mind,2020-02-03
1310,58443,Wrong item,2021-05-11
1311,1,Wrong item,2022-11-12
1312,94562,Customer changed mind,2020-04-25
1313,39454,Damaged,2021-08-23
1314,89302,Customer changed mind,2020-04-26
1315,64183,Damaged,2069-07-16
1316,83041,Damaged,2020-02-28
1317,79015,Customer changed mind,2020-04-13
1318,57688,Wrong item,2022-03-06
1319,49555,Wrong item,2022-10-02
1320,36468,Customer changed mind,2022-10-27
1321,67915,Customer changed mind,2023-05-31
1322,56555,Customer changed mind,2021-11-15
1323,68873,Damaged,2021-03-03
1324,97344,Customer changed mind,2086-04-02
1325,83104,Damaged,2022-08-07
1326,10613,Damaged,2020-03-02
1327,56657,Wrong item,2021-08-09
1328,76072,Wrong item,2023-02-21
1329,97980,Customer changed mind,2021-02-24
1330,63765,Wrong item,2021-03-08
1331,15818,Customer changed mind,2023-02-17
1332,11685,Customer changed mind,2023-08-24
1333,73260,Customer changed mind,2022-10-08
1334,15115,Customer changed mind,2020-12-13
1335,67075,Wrong item,2021-07-07
1336,51843,Damaged,2021-03-27
1337,61843,Wrong item,2022-04-21
1338,29292,Wrong item,2057-05-27
1339,5823,Damaged,2022-06-29
1340,25198,Damaged,2020-06-12
1341,89844,Wrong item,2023-03-10
1342,73396,Wrong item,2020-07-27
1343,65778,Wrong item,2023-12-01
1344,41941,Wrong item,2023-06-21
1345,44073,Damaged,2052-03-17
1346,25710,Damaged,2022-07-21
1347,66411,Wrong item,2020-05-17
1348,54573,Customer changed mind,2048-00-25
1349,570,Customer changed mind,2022-01-17
1350,14999,Customer changed mind,2020-04-20
1351,41703,Damaged,2023-04-04
1352,76490,Wrong item,2020-08-11
1353,468,Customer changed mind,2020-04-08
1354,88036,Customer changed mind,2020-03-01
1355,74655,Damaged,2021-11-27
1356,90995,Customer changed mind,2020-11-16
1357,76458,Damaged,2022-07-20
1358,52098,Damaged,2021-02-11
1359,72783,Customer changed mind,2022-02-02
1360,10450,Customer changed mind,2020-12-23
1361,83942,Wrong item,2021-10-23
1362,48672,Damaged,2021-05-14
1363,2826,Wrong item,2022-10-31
1364,91669,Damaged,2022-08-29
1365,81460,Customer changed mind,2022-03-22
1366,66643,Wrong item,2054-04-07
1367,98270,Wrong item,2044-10-23
1368,71417,Damaged,2023-02-14
1369,86107,Wrong item,2021-05-14
1370,87269,Wrong item,2023-02-28
1371,81013,Customer changed mind,2022-03-06
1372,94433,Customer changed mind,2060-06-01
1373,54833,Wrong item,2022-06-10
1374,11295,Wrong item,2022-01-12
1375,37455,Customer changed mind,2020-09-17
1376,23406,Damaged,2022-01-26
1377,51450,Wrong item,2023-05-06
1378,6602,Wrong item,2021-06-17
1379,22943,Damaged,2023-09-07
1380,38558,Damaged,2020-10-12
1381,3622,Damaged,2023-10-26
1382,56016,Customer changed mind,2023-10-08
1383,42500,Damaged,2023-07-07
1384,94639,Customer changed mind,2020-06-14
1385,14887,Customer changed mind,2023-06-25
1386,86313,Wrong item,2021-03-19
1387,39367,Customer changed mind,2020-05-22
1388,52967,Customer changed mind,2023-10-24
1389,7812,Customer changed mind,2021-05-29
1390,63992,Wrong item,2023-09-25
1391,11376,Customer changed mind,2023-09-16
1392,42671,Wrong item,2023-03-17
1393,10936,Damaged,2021-06-02
1394,61963,Customer changed mind,2023-01-07
1395,47231,Customer changed mind,2023-09-07
1396,12901,Wrong item,2020-10-04
1397,51124,Wrong item,2020-01-18
1398,98170,Wrong item,2023-03-10
1399,60453,Wrong item,2056-02-26
1400,98742,Customer changed mind,2022-06-16
1401,90529,Customer changed mind,2093-09-24
1402,83006,Customer changed mind,2021-05-10
1403,84810,Damaged,2021-09-15
1404,55760,Damaged,2020-07-01
1405,21812,Damaged,2020-11-23
1406,62376,Wrong item,2042-07-08
1407,46690,Wrong item,2022-01-05
1408,49075,Wrong item,2021-01-02
1409,81159,Customer changed mind,2100-03-02
1410,15636,Customer changed mind,2021-12-03
1411,16871,Wrong item,2020-06-16
1412,41177,Customer changed mind,2023-09-07
1413,46440,Wrong item,2023-01-10
1414,31281,Damaged,2022-06-02
1415,47963,Wrong item,2020-12-08
1416,53358,Damaged,2022-05-25
1417,89365,Customer changed mind,2023-11-30
1418,82703,Customer changed mind,2023-02-24
1419,86001,Wrong item,2023-06-06
1420,40146,Customer changed mind,2083-00-14
1421,21312,Wrong item,2021-03-17
1422,78948,Customer changed mind,2039-04-01
1423,26807,Damaged,2022-03-31
1424,45477,Wrong item,2022-03-06
1425,5007,Wrong item,2021-09-13
1426,94463,Damaged,2021-07-19
1427,96233,Customer changed mind,2021-07-04
1428,29153,Damaged,2023-12-11
1429,74122,Wrong item,2022-03-22
1430,96589,Damaged,2021-07-07
1431,98277,Damaged,2021-06-02
1432,9884,Customer changed mind,2020-02-28
1433,47724,Damaged,2022-12-18
1434,84316,Damaged,2023-02-27
1435,32805,Damaged,2020-01-15
1436,57093,Wrong item,2020-06-23
1437,20929,Wrong item,2023-07-27
1438,40948,Wrong item,2023-01-22
1439,31817,Damaged,2020-02-12
1440,33540,Damaged,2020-08-26
1441,53515,Damaged,2074-01-19
1442,57435,Wrong item,2020-09-24
1443,61956,Damaged,2023-08-05
1444,9104,Customer changed mind,2020-02-02
1445,9044,Customer changed mind,2022-05-28
1446,39632,Customer changed mind,2020-04-24
1447,17434,Customer changed mind,2021-11-12
1448,77815,Customer changed mind,2066-05-28
1449,97159,Damaged,2020-06-01
1450,52991,Damaged,2021-10-30
1451,18841,Customer changed mind,2023-02-02
1452,77522,Customer changed mind,2023-07-12
1453,74330,Wrong item,2022-03-25
1454,74192,Damaged,2021-11-15
1455,90272,Customer changed mind,2075-02-10
1456,99671,Wrong item,2021-09-25
1457,85030,Wrong item,2023-11-21
1458,61008,Damaged,2021-12-31
1459,89647,Customer changed mind,2022-04-16
1460,91246,Wrong item,2020-01-02
1461,32954,Wrong item,2021-01-10
1462,50208,Wrong item,2020-02-04
1463,56374,Wrong item,2022-04-03
1464,2309,Damaged,2022-08-05
1465,93757,Damaged,2022-09-21
1466,92661,Damaged,2021-11-10
1467,84563,Wrong item,2022-12-16
1468,6282,Wrong item,2020-05-30
1469,3605,Wrong item,2022-04-18
1470,85899,Wrong item,2020-12-04
1471,48598,Damaged,2020-03-16
1472,19079,Wrong item,2020-07-01
1473,90150,Customer changed mind,2066-02-26
1474,24183,Damaged,2082-10-08
1475,8446,Customer changed mind,2023-02-18
1476,64034,Damaged,2022-05-17
1477,90903,Damaged,2020-07-13
1478,25678,Wrong item,2023-08-16
1479,358,Wrong item,2020-01-06
1480,28705,Wrong item,2021-02-02
1481,1603,Wrong item,2023-09-29
1482,42965,Customer changed mind,2033-09-11
1483,67538,Damaged,2021-12-21
1484,63767,Customer changed mind,2023-12-16
1485,80012,Damaged,2023-11-02
1486,53023,Wrong item,2092-06-02
1487,66961,Wrong item,2020-09-02
1488,938,Wrong item,2023-10-18
1489,14427,Wrong item,2020-06-23
1490,29153,Customer changed mind,2021-10-18
1491,98119,Wrong item,2022-11-19
1492,95915,Damaged,2022-01-21
1493,78181,Wrong item,2023-01-14
1494,11589,Wrong item,2021-10-11
1495,43400,Customer changed mind,2020-08-17
1496,87380,Wrong item,2020-01-21
1497,59717,Customer changed mind,2020-07-02
1498,93011,Wrong item,2021-11-26
1499,83653,Customer changed mind,2023-11-13
1500,26374,Damaged,2023-09-26
1501,68505,Wrong item,2022-06-30
