inventory_id,store_id,product_id,quantity,last_updated
2665,17,315,0,2022-10-29
2666,18,108,0,2022-04-13
2667,1,342,0,2022-12-23
2668,15,7,0,2022-08-11
2669,2,357,0,2022-07-26
2670,11,164,0,2022-01-26
2671,3,39,55,2022-10-29
2672,2,188,0,2022-03-22
2673,8,160,56,2022-05-01
2674,14,116,0,2022-08-01
2675,5,44,25,2022-06-12
2676,14,459,53,2022-07-18
2677,1,37,0,2022-10-04
2678,6,32,0,2022-02-02
2679,15,79,0,2022-02-01
2680,7,253,0,2022-03-12
2681,16,177,0,2022-06-08
2682,4,302,0,2022-07-06
2683,7,36,0,2022-11-04
2684,16,154,0,2022-10-06
2685,10,318,33,2022-11-28
2686,3,89,0,2022-03-17
2687,11,151,0,2022-06-19
2688,11,431,0,2022-11-14
2689,11,65,0,2022-04-06
2690,9,70,0,2022-04-28
2691,17,330,0,2022-05-09
2692,17,321,19,2022-04-13
2693,13,220,0,2022-09-05
2694,14,204,0,2022-05-15
2695,4,309,0,2022-07-28
2696,3,499,0,2022-12-04
2697,6,37,0,2022-09-24
2698,12,411,0,2022-09-01
2699,12,357,0,2022-02-18
2700,15,383,0,2022-03-22
2701,17,41,0,2022-05-10
2702,10,388,0,2022-10-27
2703,16,204,0,2022-04-05
2704,3,470,89,2022-10-06
2705,10,144,0,2022-10-18
2706,19,86,0,2022-02-01
2707,20,95,0,2022-03-15
2708,11,460,0,2022-09-30
2709,7,378,0,2022-03-04
2710,7,436,0,2022-05-04
2711,1,366,0,2022-01-01
2712,16,199,0,2022-09-15
2713,9,379,0,2022-06-30
2714,14,328,0,2022-11-07
2715,20,75,0,2022-11-09
2716,9,202,0,2022-03-28
2717,4,195,0,2022-03-03
2718,14,153,0,2022-02-15
2719,16,62,0,2022-07-09
2720,4,357,0,2022-04-06
2721,8,310,0,2022-08-25
2722,12,405,0,2022-07-07
2723,15,191,0,2022-11-15
2724,15,71,0,2022-01-13
2725,4,261,0,2022-02-05
2726,2,478,0,2022-09-02
2727,5,247,0,2022-12-31
2728,7,303,0,2022-06-12
2729,13,485,0,2022-07-24
2730,11,433,0,2022-03-05
2731,14,327,0,2022-08-31
2732,3,136,0,2022-05-29
2733,5,334,36,2022-03-30
2734,12,261,0,2022-07-30
2735,11,345,0,2022-10-04
2736,1,357,0,2022-02-10
2737,11,298,0,2022-02-14
2738,8,431,0,2022-12-06
2739,10,283,0,2022-11-01
2740,9,222,62,2022-05-14
2741,7,43,0,2022-12-28
2742,11,220,0,2022-05-26
2743,4,78,0,2022-02-09
2744,5,343,91,2022-06-26
2745,2,402,0,2022-11-16
2746,15,151,0,2022-02-18
2747,11,199,0,2022-05-11
2748,9,398,0,2022-01-25
2749,9,23,0,2022-03-24
2750,3,463,0,2022-06-08
2751,3,247,0,2022-10-25
2752,9,244,0,2022-10-18
2753,1,66,0,2022-09-02
2754,17,306,0,2022-04-11
2755,3,62,0,2022-02-26
2756,11,474,0,2022-05-06
2757,14,435,0,2022-02-11
2758,11,330,0,2022-03-07
2759,7,25,0,2022-11-08
2760,7,188,0,2022-07-16
2761,14,461,0,2022-04-08
2762,14,216,0,2022-06-24
2763,10,441,0,2022-05-10
2764,8,490,0,2022-11-12
2765,5,5,0,2022-10-28
2766,8,238,0,2022-05-29
2767,12,430,0,2022-12-11
2768,13,304,0,2022-11-11
2769,15,145,0,2022-10-30
2770,2,86,0,2022-06-24
2771,4,41,0,2022-06-18
2772,10,482,0,2022-04-10
2773,3,345,0,2022-05-10
2774,19,360,0,2022-10-07
2775,13,145,0,2022-03-01
2776,13,292,88,2022-09-02
2777,8,124,0,2022-09-10
2778,1,472,0,2022-10-07
2779,9,127,7,2022-09-28
2780,12,101,62,2022-06-30
2781,2,116,10,2022-09-18
2782,13,323,0,2022-05-04
2783,2,373,0,2022-06-08
2784,12,99,0,2022-03-20
2785,13,106,4,2022-07-30
2786,10,408,0,2022-02-07
2787,20,89,0,2022-07-25
2788,13,408,0,2022-04-12
2789,16,456,0,2022-02-16
2790,15,351,0,2022-07-04
2791,19,41,0,2022-04-09
2792,13,442,0,2022-01-12
2793,9,78,0,2022-11-18
2794,20,319,11,2022-03-05
2795,15,129,0,2022-09-09
2796,11,426,0,2022-07-28
2797,5,241,0,2022-07-10
2798,20,394,0,2022-07-15
2799,18,470,42,2022-08-22
2800,17,328,0,2022-01-18
2801,2,361,0,2022-04-17
2802,20,195,0,2022-11-03
2803,1,244,26,2022-07-02
2804,10,115,92,2022-09-06
2805,11,233,62,2022-11-13
2806,3,447,0,2022-06-21
2807,3,278,0,2022-10-24
2808,13,271,0,2022-11-30
2809,17,337,0,2022-12-17
2810,20,336,0,2022-08-27
2811,14,316,0,2022-02-28
2812,14,142,49,2022-12-13
2813,1,279,0,2022-08-11
2814,1,236,0,2022-06-12
2815,15,6,0,2022-09-14
2816,14,495,0,2022-05-28
2817,15,332,0,2022-10-26
2818,3,413,0,2022-06-21
2819,11,384,0,2022-09-17
2820,8,471,0,2022-07-07
2821,18,280,0,2022-12-06
2822,19,14,0,2022-03-09
2823,15,161,0,2022-06-19
2824,9,200,0,2022-08-31
2825,4,31,0,2022-01-21
2826,19,438,0,2022-07-30
2827,12,200,0,2022-03-18
2828,4,474,0,2022-11-14
2829,20,244,0,2022-10-30
2830,5,60,0,2022-05-03
2831,9,461,0,2022-11-15
2832,9,492,0,2022-02-14
2833,6,236,0,2022-06-02
2834,12,1,34,2022-02-13
2835,3,232,0,2022-03-01
2836,6,56,0,2022-02-10
2837,4,461,0,2022-12-10
2838,8,452,0,2022-06-23
2839,3,20,0,2022-11-07
2840,19,173,0,2022-01-27
2841,12,271,49,2022-10-18
2842,9,71,81,2022-07-26
2843,15,319,94,2022-01-19
2844,18,384,0,2022-03-26
2845,2,190,0,2022-03-19
2846,19,347,0,2022-05-14
2847,14,133,58,2022-11-18
2848,12,490,0,2022-06-22
2849,13,293,0,2022-05-21
2850,9,35,0,2022-08-29
2851,3,7,0,2022-12-13
2852,1,375,0,2022-08-18
2853,7,486,0,2022-04-08
2854,6,328,21,2022-01-02
2855,7,296,59,2022-11-28
2856,15,113,0,2022-08-11
2857,18,19,0,2022-11-13
2858,1,32,0,2022-07-09
2859,10,7,0,2022-01-27
2860,20,161,0,2022-09-28
2861,1,340,0,2022-03-24
2862,5,206,0,2022-10-18
2863,11,247,0,2022-04-14
2864,17,218,0,2022-07-13
2865,14,400,0,2022-06-17
2866,19,485,0,2022-01-29
2867,1,44,0,2022-07-25
2868,17,241,0,2022-02-17
2869,2,449,10,2022-09-12
2870,2,49,0,2022-11-13
2871,10,90,82,2022-05-08
2872,11,200,0,2022-01-23
2873,14,154,0,2022-04-25
2874,16,489,0,2022-06-17
2875,6,283,86,2022-11-26
2876,6,266,0,2022-06-24
2877,20,16,0,2022-03-11
2878,9,216,0,2022-01-18
2879,3,307,3,2022-06-07
2880,8,275,0,2022-05-22
2881,15,128,0,2022-02-23
2882,18,275,0,2022-10-03
2883,20,80,0,2022-12-22
2884,17,276,0,2022-09-20
2885,12,138,0,2022-11-26
2886,7,21,0,2022-08-12
2887,7,490,0,2022-11-20
2888,8,272,0,2022-01-31
2889,6,193,0,2022-12-11
2890,16,203,18,2022-08-06
2891,17,447,35,2022-07-14
2892,7,273,0,2022-07-02
2893,1,413,0,2022-01-25
2894,6,6,0,2022-02-21
2895,5,152,0,2022-11-20
2896,1,207,0,2022-05-02
2897,12,463,87,2022-07-20
2898,2,326,0,2022-07-27
2899,3,446,0,2022-06-09
2900,3,498,0,2022-11-15
2901,17,420,0,2022-12-21
2902,2,77,52,2022-12-11
2903,3,356,0,2022-03-18
2904,10,96,0,2022-05-08
2905,13,349,0,2022-05-13
2906,7,493,0,2022-12-29
2907,4,250,0,2022-06-29
2908,10,399,0,2022-12-01
2909,1,306,0,2022-03-07
2910,5,369,0,2022-05-19
2911,10,23,0,2022-06-08
2912,18,47,0,2022-01-30
2913,3,8,3,2022-05-13
2914,2,299,0,2022-10-30
2915,17,433,0,2022-10-30
2916,11,49,0,2022-04-27
2917,5,120,33,2022-01-10
2918,4,415,45,2022-12-07
2919,18,170,0,2022-11-20
2920,7,95,0,2022-11-06
2921,13,158,0,2022-10-02
2922,1,203,0,2022-07-25
2923,9,203,71,2022-09-24
2924,8,328,91,2022-04-21
2925,13,33,0,2022-05-09
2926,2,145,0,2022-10-23
2927,7,279,35,2022-11-19
2928,13,361,0,2022-03-21
2929,3,205,0,2022-07-06
2930,12,252,0,2022-10-15
2931,9,335,0,2022-03-29
2932,8,426,47,2022-11-07
2933,8,99,0,2022-08-28
2934,2,222,0,2022-11-27
2935,10,41,0,2022-02-05
2936,1,161,0,2022-05-28
2937,15,410,0,2022-05-17
2938,17,54,0,2022-08-10
2939,4,382,0,2022-10-31
2940,18,355,0,2022-08-04
2941,1,89,0,2022-11-23
2942,7,83,0,2022-10-29
2943,12,60,0,2022-02-03
2944,16,450,0,2022-11-06
2945,7,102,0,2022-01-08
2946,7,305,0,2022-05-21
2947,8,468,0,2022-03-28
2948,9,247,0,2022-08-14
2949,6,174,0,2022-04-22
2950,9,95,0,2022-06-10
2951,7,327,0,2022-03-22
2952,3,392,0,2022-03-15
2953,15,194,58,2022-06-21
2954,2,161,26,2022-05-22
2955,13,119,0,2022-09-04
2956,18,144,80,2022-10-01
2957,19,92,0,2022-03-17
2958,9,382,0,2022-06-15
2959,1,469,0,2022-09-16
2960,3,441,0,2022-02-02
2961,1,336,0,2022-06-03
2962,8,414,0,2022-03-28
2963,6,307,0,2022-12-02
2964,9,39,0,2022-03-30
2965,11,484,34,2022-10-20
2966,8,27,0,2022-12-07
2967,10,392,0,2022-06-06
2968,11,223,0,2022-10-08
2969,7,248,0,2022-04-24
2970,13,409,0,2022-01-28
2971,6,90,0,2022-06-15
2972,13,54,92,2022-04-20
2973,12,223,0,2022-03-03
2974,2,258,0,2022-07-22
2975,10,27,0,2022-01-26
2976,4,444,0,2022-02-11
2977,2,32,0,2022-11-19
2978,18,204,0,2022-03-21
2979,17,256,0,2022-01-04
2980,12,179,0,2022-11-17
2981,9,236,0,2022-05-13
2982,1,271,59,2022-11-07
2983,19,23,0,2022-09-25
2984,12,273,0,2022-07-06
2985,18,391,0,2022-04-07
2986,2,26,0,2022-05-19
2987,14,118,0,2022-08-25
2988,19,427,0,2022-01-06
2989,6,372,0,2022-04-12
2990,5,327,0,2022-03-11
2991,16,288,0,2022-05-30
2992,3,231,0,2022-05-30
2993,5,140,0,2022-10-20
2994,10,435,0,2022-12-11
2995,16,244,69,2022-05-08
2996,8,397,0,2022-10-01
2997,20,358,0,2022-12-12
2998,19,377,0,2022-05-14
2999,11,358,0,2022-08-15
3000,9,140,0,2022-01-10
3001,3,216,0,2022-01-08
3002,14,333,0,2022-08-28
3003,7,340,0,2022-07-13
3004,20,230,0,2022-10-29
3005,1,497,0,2022-01-12
3006,12,83,0,2022-05-08
3007,8,204,0,2022-03-10
3008,9,42,0,2022-10-26
3009,5,2,0,2022-01-17
3010,1,334,0,2022-05-01
3011,9,215,0,2022-08-29
3012,12,201,0,2022-06-14
3013,14,79,0,2022-04-28
3014,5,114,0,2022-10-04
3015,20,280,0,2022-12-18
3016,6,338,0,2022-03-31
3017,19,397,0,2022-10-31
3018,2,138,0,2022-05-13
3019,12,492,0,2022-07-06
3020,18,452,0,2022-11-18
3021,6,40,0,2022-05-18
3022,8,153,0,2022-09-10
3023,1,406,0,2022-09-09
3024,5,121,0,2022-04-11
3025,5,117,16,2022-12-28
3026,7,146,0,2022-12-21
3027,15,326,0,2022-03-16
3028,8,108,0,2022-02-17
3029,19,417,9,2022-01-24
3030,4,289,4,2022-06-21
3031,17,294,0,2022-02-28
3032,3,484,76,2022-03-11
3033,16,75,0,2022-02-28
3034,7,24,0,2022-02-25
3035,18,329,0,2022-02-27
3036,6,196,0,2022-03-21
3037,17,432,0,2022-01-01
3038,5,421,0,2022-01-29
3039,8,120,11,2022-07-23
3040,6,200,0,2022-07-12
3041,8,62,0,2022-11-13
3042,5,414,0,2022-01-15
3043,8,107,0,2022-11-30
3044,2,342,0,2022-06-12
3045,1,264,0,2022-03-04
3046,5,419,0,2022-01-31
3047,15,407,0,2022-02-13
3048,5,382,0,2022-06-01
3049,5,474,0,2022-11-22
3050,4,392,0,2022-02-26
3051,4,154,0,2022-05-29
3052,17,466,0,2022-06-08
3053,14,171,0,2022-09-02
3054,16,169,0,2022-07-03
3055,6,455,0,2022-01-17
3056,19,18,0,2022-10-15
3057,2,33,0,2022-06-14
3058,16,410,81,2022-12-18
3059,6,230,0,2022-12-10
3060,18,336,0,2022-06-12
3061,18,235,0,2022-03-16
3062,4,117,0,2022-08-21
3063,14,146,0,2022-08-29
3064,19,242,0,2022-10-27
3065,1,15,0,2022-04-29
3066,16,115,0,2022-11-27
3067,6,75,0,2022-01-08
3068,11,239,0,2022-07-23
3069,15,387,0,2022-02-15
3070,4,52,0,2022-04-23
3071,7,201,0,2022-06-15
3072,2,476,0,2022-07-27
3073,20,193,0,2022-07-30
3074,12,448,0,2022-07-13
3075,11,165,0,2022-07-19
3076,17,455,0,2022-06-02
3077,10,315,0,2022-07-27
3078,15,310,0,2022-03-20
3079,3,394,0,2022-05-24
3080,16,196,0,2022-07-02
3081,2,317,0,2022-09-01
3082,20,412,0,2022-04-11
3083,20,302,78,2022-10-10
3084,2,73,85,2022-05-23
3085,8,113,0,2022-04-06
3086,7,497,56,2022-06-28
3087,14,267,0,2022-10-29
3088,3,434,0,2022-06-02
3089,13,344,0,2022-08-03
3090,2,459,0,2022-09-01
3091,3,209,0,2022-07-23
3092,20,41,0,2022-06-02
3093,5,41,0,2022-08-12
3094,15,65,0,2022-10-10
3095,19,418,0,2022-10-14
3096,15,282,0,2022-04-07
3097,7,85,0,2022-04-07
3098,1,430,92,2022-06-02
3099,8,90,51,2022-03-18
3100,14,392,0,2022-12-03
3101,1,29,0,2022-01-16
3102,5,264,0,2022-03-04
3103,14,215,0,2022-01-29
3104,7,330,0,2022-01-17
3105,20,484,89,2022-04-15
3106,6,247,0,2022-09-07
3107,18,377,0,2022-07-26
3108,10,465,99,2022-11-21
3109,17,145,0,2022-12-18
3110,16,219,0,2022-11-05
3111,7,156,0,2022-12-27
3112,15,303,0,2022-11-15
3113,2,217,0,2022-02-10
3114,17,344,91,2022-03-18
3115,5,80,0,2022-08-10
3116,13,123,0,2022-07-19
3117,3,240,0,2022-04-19
3118,12,449,0,2022-12-31
3119,10,319,0,2022-06-03
3120,2,281,0,2022-04-20
3121,10,158,0,2022-01-16
3122,8,467,14,2022-03-24
3123,4,453,18,2022-02-20
3124,16,480,0,2022-07-15
3125,2,485,0,2022-12-22
3126,19,460,0,2022-08-11
3127,20,282,14,2022-06-04
3128,18,44,0,2022-06-18
3129,6,353,0,2022-01-16
3130,18,162,32,2022-11-04
3131,13,96,86,2022-07-18
3132,15,453,0,2022-02-02
3133,8,442,0,2022-05-19
3134,20,120,0,2022-09-21
3135,14,103,0,2022-03-08
3136,15,369,0,2022-12-02
3137,8,148,14,2022-02-23
3138,13,369,0,2022-12-29
3139,11,268,60,2022-06-07
3140,20,157,0,2022-09-29
3141,9,497,0,2022-10-21
3142,14,282,31,2022-07-24
3143,16,269,0,2022-04-08
3144,16,230,0,2022-09-09
3145,3,233,0,2022-04-30
3146,4,106,0,2022-11-01
3147,14,442,97,2022-10-25
3148,1,489,12,2022-10-05
3149,17,305,0,2022-02-16
3150,4,493,0,2022-08-17
3151,16,128,30,2022-01-28
3152,14,30,0,2022-01-22
3153,2,135,0,2022-07-29
3154,16,165,0,2022-02-01
3155,15,267,0,2022-02-19
3156,2,468,0,2022-05-11
3157,19,111,87,2022-12-11
3158,5,130,0,2022-02-17
3159,8,51,0,2022-11-08
3160,9,92,0,2022-02-26
3161,3,476,0,2022-07-05
3162,2,438,4,2022-12-06
3163,16,34,0,2022-07-13
3164,15,367,0,2022-05-10
3165,8,248,0,2022-05-15
3166,9,286,0,2022-09-28
3167,19,346,0,2022-01-30
3168,6,111,0,2022-07-05
3169,17,252,25,2022-11-30
3170,5,353,0,2022-04-29
3171,7,338,0,2022-02-12
3172,17,73,0,2022-01-02
3173,13,252,0,2022-06-24
3174,17,431,0,2022-12-21
3175,14,438,17,2022-11-20
3176,6,422,0,2022-01-21
3177,18,109,0,2022-06-21
3178,1,123,0,2022-12-18
3179,11,289,0,2022-12-16
3180,3,67,0,2022-08-24
3181,5,466,6,2022-09-03
3182,16,144,0,2022-06-13
3183,5,36,0,2022-10-27
3184,20,386,0,2022-04-03
3185,12,402,30,2022-05-18
3186,15,478,0,2022-03-19
3187,2,278,0,2022-02-25
3188,11,370,0,2022-08-31
3189,6,471,0,2022-09-21
3190,13,156,0,2022-04-17
3191,20,465,0,2022-09-08
3192,9,56,0,2022-10-18
3193,4,102,0,2022-04-16
3194,7,333,0,2022-08-14
3195,5,95,0,2022-04-06
3196,6,425,0,2022-07-15
3197,19,228,0,2022-02-11
3198,19,166,0,2022-06-20
3199,19,248,0,2022-10-29
3200,16,350,0,2022-01-30
3201,20,380,0,2022-11-28
3202,19,190,0,2022-03-16
3203,13,345,0,2022-05-18
3204,11,339,0,2022-05-12
3205,3,331,0,2022-02-14
3206,7,495,0,2022-05-15
3207,7,17,0,2022-08-19
3208,8,364,0,2022-04-14
3209,20,173,37,2022-04-20
3210,11,381,0,2022-09-05
3211,10,308,0,2022-06-14
3212,19,493,0,2022-05-29
3213,2,57,0,2022-08-22
3214,8,50,0,2022-10-21
3215,16,217,0,2022-07-22
3216,12,481,0,2022-07-29
3217,7,229,94,2022-05-15
3218,6,45,0,2022-02-22
3219,19,252,0,2022-10-23
3220,3,287,0,2022-11-27
3221,12,211,0,2022-04-20
3222,5,251,0,2022-09-27
3223,20,367,0,2022-12-18
3224,17,84,0,2022-12-21
3225,17,285,0,2022-01-22
3226,3,302,12,2022-08-25
3227,17,343,0,2022-04-14
3228,3,58,45,2022-06-24
3229,18,432,0,2022-10-20
3230,5,477,0,2022-11-11
3231,18,247,82,2022-07-17
3232,18,77,0,2022-05-04
3233,16,439,0,2022-01-01
3234,6,33,0,2022-02-08
3235,16,351,0,2022-03-04
3236,9,300,0,2022-12-16
3237,8,316,0,2022-01-16
3238,3,304,0,2022-09-29
3239,2,450,0,2022-04-01
3240,18,168,0,2022-11-02
3241,11,481,0,2022-04-11
3242,3,466,22,2022-01-19
3243,3,403,0,2022-07-01
3244,17,132,54,2022-02-06
3245,3,49,0,2022-03-16
3246,12,319,0,2022-07-30
3247,19,384,0,2022-08-13
3248,1,201,0,2022-12-03
3249,2,234,0,2022-07-13
3250,2,269,0,2022-05-07
3251,1,338,0,2022-09-28
3252,6,352,0,2022-10-14
3253,16,256,0,2022-07-22
3254,13,244,46,2022-10-02
3255,8,411,0,2022-03-27
3256,17,359,0,2022-08-17
3257,7,242,0,2022-11-22
3258,13,335,0,2022-09-28
3259,14,409,0,2022-08-07
3260,17,63,0,2022-07-04
3261,14,342,0,2022-04-14
3262,8,67,0,2022-05-21
3263,1,385,0,2022-02-10
3264,5,297,0,2022-02-15
3265,6,212,0,2022-09-15
3266,13,490,0,2022-06-05
3267,11,420,6,2022-08-30
3268,14,284,0,2022-06-07
3269,1,269,0,2022-12-27
3270,2,52,0,2022-08-25
3271,8,287,0,2022-11-14
3272,18,128,0,2022-05-13
3273,13,445,0,2022-01-07
3274,8,277,0,2022-11-08
3275,2,104,0,2022-05-09
3276,3,42,0,2022-04-27
3277,3,19,0,2022-01-14
3278,11,183,36,2022-10-17
3279,9,176,0,2022-12-13
3280,17,395,0,2022-07-06
3281,3,53,0,2022-02-03
3282,11,141,0,2022-01-12
3283,8,307,0,2022-09-01
3284,11,134,0,2022-06-15
3285,8,134,0,2022-10-21
3286,4,451,0,2022-10-10
3287,15,193,0,2022-09-07
3288,17,264,0,2022-09-22
3289,4,391,0,2022-11-13
3290,8,478,0,2022-06-02
3291,3,305,0,2022-10-16
3292,8,289,39,2022-03-17
3293,19,437,0,2022-12-31
3294,5,83,0,2022-05-15
3295,3,104,0,2022-05-04
3296,11,222,0,2022-01-29
3297,15,462,0,2022-05-03
3298,18,1,88,2022-04-15
3299,16,207,0,2022-04-26
3300,18,180,0,2022-11-10
3301,9,312,0,2022-11-01
3302,18,62,0,2022-01-16
3303,11,317,0,2022-11-24
3304,15,64,0,2022-06-19
3305,3,333,0,2022-09-16
3306,3,197,0,2022-04-04
3307,14,223,0,2022-11-15
3308,8,371,0,2022-12-26
3309,3,246,0,2022-11-30
3310,11,136,0,2022-04-25
3311,20,481,0,2022-10-17
3312,11,121,0,2022-09-18
3313,9,58,85,2022-05-07
3314,1,202,0,2022-06-21
3315,15,80,0,2022-05-10
3316,3,462,0,2022-12-11
3317,6,224,6,2022-06-18
3318,15,343,0,2022-08-27
3319,18,17,0,2022-04-11
3320,7,151,0,2022-03-19
3321,12,337,0,2022-06-21
3322,19,459,45,2022-11-26
3323,4,405,0,2022-03-29
3324,5,97,0,2022-08-05
3325,20,198,0,2022-05-01
3326,13,305,0,2022-08-01
3327,18,295,0,2022-03-13
3328,12,303,0,2022-09-19
3329,17,133,5,2022-06-05
3330,2,347,0,2022-08-31
3331,5,481,0,2022-12-07
3332,17,250,0,2022-05-19
3333,10,289,0,2022-10-23
3334,5,417,0,2022-11-25
3335,7,344,88,2022-12-08
3336,8,280,0,2022-04-15
3337,1,125,0,2022-02-15
3338,13,90,0,2022-10-08
3339,3,245,0,2022-03-15
3340,7,293,0,2022-09-19
3341,14,331,0,2022-08-25
3342,18,310,0,2022-08-12
3343,9,452,0,2022-03-30
3344,15,496,0,2022-06-09
3345,6,21,0,2022-01-11
3346,3,235,0,2022-07-10
3347,17,434,0,2022-11-27
3348,6,15,0,2022-08-30
3349,9,412,0,2022-09-27
3350,14,33,0,2022-06-26
3351,4,59,0,2022-02-06
3352,1,154,49,2022-04-24
3353,19,65,0,2022-06-29
3354,20,242,0,2022-10-08
3355,4,84,0,2022-04-25
3356,8,407,0,2022-09-14
3357,2,16,0,2022-06-05
3358,2,133,65,2022-08-15
3359,2,172,0,2022-04-18
3360,9,482,0,2022-06-19
3361,9,195,0,2022-01-07
3362,19,57,0,2022-10-23
3363,18,189,0,2022-04-15
3364,14,64,21,2022-09-12
3365,20,79,0,2022-05-10
3366,20,182,0,2022-01-19
3367,1,56,0,2022-01-17
3368,19,270,0,2022-09-30
3369,2,147,0,2022-11-07
3370,13,314,0,2022-06-21
3371,11,179,92,2022-08-01
3372,15,427,0,2022-06-28
3373,2,241,0,2022-10-01
3374,12,326,0,2022-03-30
3375,11,143,0,2022-04-11
3376,13,253,0,2022-02-15
3377,9,241,0,2022-06-14
3378,10,333,0,2022-12-24
3379,4,269,0,2022-01-04
3380,19,268,27,2022-12-08
3381,10,262,0,2022-09-10
3382,13,348,0,2022-06-26
3383,5,345,0,2022-07-04
3384,19,88,0,2022-07-29
3385,5,69,0,2022-05-22
3386,18,297,48,2022-05-29
3387,11,12,0,2022-08-09
3388,6,122,0,2022-11-22
3389,4,338,0,2022-06-26
3390,13,387,0,2022-10-23
3391,20,179,0,2022-01-11
3392,6,332,0,2022-12-09
3393,8,499,0,2022-05-08
3394,10,339,0,2022-11-09
3395,1,268,0,2022-01-13
3396,20,360,0,2022-05-13
3397,13,357,0,2022-05-20
3398,12,295,0,2022-06-04
3399,20,26,0,2022-06-19
3400,3,416,0,2022-05-06
3401,20,318,4,2022-12-31
3402,13,421,0,2022-02-11
3403,1,404,32,2022-11-15
3404,5,427,0,2022-07-16
3405,19,495,0,2022-12-12
3406,20,418,0,2022-12-30
3407,15,41,0,2022-02-04
3408,9,324,0,2022-09-23
3409,14,479,0,2022-09-12
3410,8,217,0,2022-01-26
3411,13,403,0,2022-11-16
3412,5,135,0,2022-08-21
3413,3,134,0,2022-03-18
3414,2,203,0,2022-06-16
3415,10,10,0,2022-06-29
3416,19,359,24,2022-11-28
3417,16,164,0,2022-10-06
3418,5,455,0,2022-05-15
3419,17,393,0,2022-02-15
3420,18,195,78,2022-12-10
3421,7,8,41,2022-05-14
3422,18,446,0,2022-08-23
3423,12,324,0,2022-03-02
3424,20,126,0,2022-03-03
3425,19,316,0,2022-10-08
3426,13,34,28,2022-12-17
3427,2,445,0,2022-09-14
3428,11,375,0,2022-12-26
3429,7,322,0,2022-12-23
3430,12,488,0,2022-05-04
3431,11,335,0,2022-11-26
3432,7,55,0,2022-11-02
3433,3,108,0,2022-03-07
3434,8,143,0,2022-05-21
3435,7,245,0,2022-12-29
3436,8,448,0,2022-08-18
3437,18,456,0,2022-02-15
3438,7,392,0,2022-01-07
3439,5,107,0,2022-12-05
3440,19,421,0,2022-08-17
3441,2,344,0,2022-04-27
3442,18,92,0,2022-12-14
3443,7,331,0,2022-08-10
3444,3,353,0,2022-05-22
3445,3,329,27,2022-10-03
3446,16,231,0,2022-07-08
3447,13,157,0,2022-03-19
3448,20,137,0,2022-01-30
3449,18,498,0,2022-12-16
3450,14,426,0,2022-02-19
3451,13,69,0,2022-01-23
3452,17,232,0,2022-06-02
3453,18,177,0,2022-09-06
3454,4,326,0,2022-03-29
3455,18,53,0,2022-07-29
3456,7,247,0,2022-10-10
3457,11,265,0,2022-10-16
3458,15,440,8,2022-08-03
3459,6,30,96,2022-12-29
3460,4,353,0,2022-02-11
3461,6,213,0,2022-01-21
3462,3,410,0,2022-03-11
3463,10,284,0,2022-10-15
3464,9,417,0,2022-02-24
3465,7,394,6,2022-08-09
3466,19,109,0,2022-10-21
3467,17,414,0,2022-02-23
3468,3,341,0,2022-11-24
3469,2,327,0,2022-02-13
3470,18,12,0,2022-01-15
3471,8,285,53,2022-02-11
3472,3,271,0,2022-04-14
3473,12,385,0,2022-11-22
3474,11,50,0,2022-04-20
3475,6,371,0,2022-04-17
3476,19,53,0,2022-10-31
3477,2,350,97,2022-12-15
3478,7,386,0,2022-08-17
3479,14,199,0,2022-10-13
3480,5,315,0,2022-02-19
3481,17,134,0,2022-07-12
3482,15,60,0,2022-07-05
3483,10,390,0,2022-04-13
3484,6,273,0,2022-04-04
3485,1,145,0,2022-04-23
3486,13,236,0,2022-12-25
3487,15,127,0,2022-10-27
3488,17,291,0,2022-01-23
3489,3,404,0,2022-11-16
3490,12,329,0,2022-12-06
3491,16,242,0,2022-11-08
3492,4,159,0,2022-09-17
3493,19,477,0,2022-10-13
3494,7,3,0,2022-11-25
3495,14,180,0,2022-11-11
3496,14,334,0,2022-04-09
3497,1,118,0,2022-10-02
3498,9,47,0,2022-03-23
3499,7,428,0,2022-08-26
3500,12,112,0,2022-04-03
3501,2,31,0,2022-06-28
3502,7,30,96,2022-04-25
3503,8,119,0,2022-02-11
3504,16,452,0,2022-07-08
3505,13,174,0,2022-01-22
3506,9,87,32,2022-01-26
3507,14,381,0,2022-03-20
3508,7,488,0,2022-02-11
3509,6,377,91,2022-11-08
3510,12,26,0,2022-07-23
3511,5,309,0,2022-05-16
3512,4,241,0,2022-07-18
3513,5,168,0,2022-05-18
3514,3,204,0,2022-12-05
3515,20,19,0,2022-12-07
3516,12,282,0,2022-07-31
3517,14,339,0,2022-04-20
3518,7,353,0,2022-11-04
3519,11,130,0,2022-08-27
3520,13,231,0,2022-09-27
3521,6,451,65,2022-10-20
3522,3,159,0,2022-12-12
3523,19,24,0,2022-12-05
3524,4,93,75,2022-05-28
3525,5,201,0,2022-06-17
3526,6,19,2,2022-02-27
3527,19,5,0,2022-10-10
3528,12,369,0,2022-07-21
3529,8,42,0,2022-10-08
3530,12,187,0,2022-11-01
3531,5,16,0,2022-11-06
3532,15,237,0,2022-01-18
3533,14,167,0,2022-08-08
3534,15,208,0,2022-03-21
3535,13,11,0,2022-11-30
3536,10,311,0,2022-06-23
3537,2,117,0,2022-06-01
