feedback_id,customer_id,store_id,product_id,rating,comments,feedback_date
1261,991,9,227,3,Too expensive,2080-03-12
1262,990,13,358,2,Great!,2098-02-11
1263,469,6,468,bad,Great!,2020-12-08
1264,404,19,460,3,Will buy again,2020-04-21
1265,155,20,427,4,Too expensive,2020-09-07
1266,955,4,86,5,Poor quality,2041-08-02
1267,852,5,159,3,Will buy again,2020-10-03
1268,475,8,65,3,Great!,2022-01-28
1269,482,20,64,bad,Will buy again,2023-09-03
1270,470,1,23,4,Great!,2022-02-17
1271,746,2,30,4,Too expensive,2020-04-09
1272,719,3,279,2,Will buy again,2020-09-20
1273,971,16,456,5,Great!,2021-09-01
1274,541,6,135,5,Great!,2021-08-30
1275,602,2,357,4,Too expensive,2097-01-08
1276,399,16,75,4,Great!,2023-07-28
1277,904,14,434,5,Poor quality,2023-03-30
1278,522,14,425,5,Poor quality,2022-06-21
1279,906,6,111,4,Great!,2022-11-20
1280,300,12,339,1,Will buy again,2022-06-21
1281,122,20,108,bad,Will buy again,2020-05-22
1282,457,11,211,2,Too expensive,2022-06-01
1283,554,16,226,1,Poor quality,2022-07-03
1284,520,15,62,3,Great!,2023-04-08
1285,50,5,152,2,Will buy again,2023-03-25
1286,935,1,394,2,Too expensive,2023-06-06
1287,794,9,282,1,Great!,2023-05-30
1288,92,8,75,2,Great!,2033-00-17
1289,828,19,13,4,Too expensive,2052-07-09
1290,782,17,204,2,Poor quality,2021-12-11
1291,892,17,363,2,Great!,2023-09-15
1292,176,2,233,1,Too expensive,2020-05-09
1293,301,13,195,1,Too expensive,2020-05-21
1294,271,15,393,4,Great!,2023-03-19
1295,572,9,211,5,Too expensive,2020-09-04
1296,992,8,302,2,Poor quality,2020-10-30
1297,632,16,408,2,Poor quality,2022-11-30
1298,868,13,57,5,Too expensive,2020-11-19
1299,996,4,87,bad,Poor quality,2021-01-16
1300,106,18,397,4,Will buy again,2020-01-07
1301,124,2,433,4,Poor quality,2021-12-03
1302,175,16,205,4,Poor quality,2020-03-08
1303,474,9,285,2,Poor quality,2023-10-14
1304,137,2,437,1,Great!,2022-10-15
1305,981,6,494,3,Poor quality,2023-08-28
1306,859,19,346,5,Too expensive,2020-01-23
1307,853,4,443,1,Will buy again,2020-12-07
1308,183,7,255,2,Great!,2023-11-28
1309,425,2,127,4,Too expensive,2020-06-18
1310,532,8,95,bad,Great!,2022-03-19
1311,74,16,393,5,Great!,2023-07-14
1312,996,20,373,bad,Poor quality,2020-04-11
1313,777,12,151,4,Will buy again,2020-10-04
1314,584,17,304,4,Great!,2022-04-01
1315,379,4,270,1,Will buy again,2020-11-04
1316,614,2,262,2,Too expensive,2021-10-29
1317,540,18,72,1,Too expensive,2021-03-20
1318,648,17,271,bad,Too expensive,2021-05-03
1319,569,19,257,2,Will buy again,2022-09-15
1320,873,15,42,2,Will buy again,2020-04-18
1321,186,7,438,1,Poor quality,2021-09-27
1322,673,15,168,2,Poor quality,2022-01-28
1323,274,15,5,5,Poor quality,2022-01-25
1324,371,13,114,3,Will buy again,2022-07-26
1325,119,12,297,bad,Great!,2043-05-19
1326,642,11,175,4,Great!,2022-07-01
1327,14,6,336,5,Great!,2021-10-13
1328,144,7,209,1,Great!,2020-08-25
1329,623,9,401,bad,Will buy again,2035-07-19
1330,907,12,78,3,Will buy again,2092-08-23
1331,604,10,127,1,Great!,2021-09-13
1332,486,12,457,5,Great!,2021-03-03
1333,657,14,131,5,Will buy again,2020-02-29
1334,358,6,357,2,Will buy again,2021-12-26
1335,972,12,160,bad,Great!,2022-10-29
1336,245,12,89,1,Will buy again,2072-07-10
1337,97,3,133,1,Will buy again,2021-06-01
1338,826,16,483,3,Poor quality,2021-05-20
1339,22,11,484,2,Will buy again,2023-11-02
1340,848,1,74,5,Great!,2023-04-27
1341,541,5,447,2,Too expensive,2022-07-31
1342,477,7,84,2,Too expensive,2040-09-05
1343,966,16,409,3,Poor quality,2021-10-25
1344,847,4,135,3,Great!,2023-03-03
1345,341,10,274,5,Great!,2022-09-22
1346,284,12,318,4,Poor quality,2023-05-03
1347,693,7,363,2,Will buy again,2020-09-05
1348,70,20,434,4,Will buy again,2021-03-15
1349,330,2,461,5,Poor quality,2022-11-23
1350,74,12,399,1,Too expensive,2021-02-18
1351,622,6,117,bad,Will buy again,2020-12-02
1352,419,3,174,2,Great!,2021-09-15
1353,123,1,308,2,Too expensive,2022-09-10
1354,574,4,165,1,Will buy again,2020-07-18
1355,822,16,344,bad,Poor quality,2023-10-20
1356,540,15,9,5,Will buy again,2020-04-09
1357,220,19,54,5,Poor quality,2022-04-04
1358,418,4,269,1,Too expensive,2020-02-29
1359,38,3,130,bad,Poor quality,2020-04-09
1360,494,11,239,4,Great!,2020-08-23
1361,539,13,152,bad,Will buy again,2022-04-16
1362,600,5,311,4,Great!,2021-09-21
1363,324,10,89,1,Too expensive,2023-09-13
1364,339,2,316,bad,Will buy again,2039-06-12
1365,523,13,199,2,Too expensive,2021-11-22
1366,195,6,143,2,Poor quality,2021-09-07
1367,932,7,370,5,Poor quality,2058-05-17
1368,627,4,46,3,Will buy again,2020-02-09
1369,729,19,127,bad,Will buy again,2020-06-16
1370,437,12,392,4,Too expensive,2022-12-16
1371,220,1,404,5,Too expensive,2056-04-03
1372,114,18,295,bad,Too expensive,2021-08-26
1373,229,3,361,3,Will buy again,2023-11-15
1374,817,13,373,3,Poor quality,2020-08-13
1375,13,5,275,4,Too expensive,2095-00-06
1376,629,11,98,1,Poor quality,2023-01-25
1377,289,11,90,4,Great!,2020-01-30
1378,707,10,320,bad,Great!,2023-12-28
1379,742,3,32,3,Great!,2022-11-03
1380,254,5,287,4,Great!,2023-05-27
1381,487,9,79,bad,Great!,2021-12-14
1382,362,9,188,4,Great!,2022-02-21
1383,585,3,292,1,Will buy again,2098-02-17
1384,456,10,284,bad,Too expensive,2022-12-06
1385,685,13,33,2,Great!,2022-05-13
1386,557,2,478,4,Poor quality,2020-04-06
1387,185,6,466,4,Great!,2061-00-18
1388,525,9,121,4,Great!,2023-09-01
1389,287,17,299,3,Will buy again,2022-04-13
1390,155,3,165,3,Poor quality,2020-11-03
1391,349,17,85,bad,Poor quality,2020-01-26
1392,815,19,195,1,Too expensive,2023-05-05
1393,372,17,454,4,Too expensive,2076-00-06
1394,650,2,157,bad,Poor quality,2068-07-20
1395,601,1,338,4,Will buy again,2022-09-04
1396,626,4,3,4,Will buy again,2021-10-13
1397,173,5,499,1,Will buy again,2023-09-15
1398,751,9,175,1,Will buy again,2020-02-07
1399,318,16,19,2,Will buy again,2020-03-16
1400,44,10,412,2,Will buy again,2021-08-10
1401,877,16,489,2,Poor quality,2021-02-18
1402,810,6,454,5,Will buy again,2021-04-27
1403,599,10,140,5,Will buy again,2020-07-30
1404,831,11,62,2,Great!,2023-02-28
1405,202,2,288,1,Poor quality,2021-02-02
1406,957,4,316,2,Too expensive,2042-10-19
1407,201,18,428,bad,Too expensive,2022-02-24
1408,360,16,103,5,Poor quality,2020-01-05
1409,273,8,392,5,Great!,2020-03-15
1410,919,14,404,3,Great!,2020-12-25
1411,95,11,181,bad,Will buy again,2020-08-09
1412,817,9,356,3,Great!,2022-03-12
1413,295,19,440,3,Will buy again,2023-04-16
1414,128,7,498,1,Great!,2021-11-14
1415,455,7,126,4,Too expensive,2023-03-15
1416,568,1,394,5,Will buy again,2020-01-23
1417,119,9,348,bad,Will buy again,2023-09-28
1418,984,20,330,3,Will buy again,2023-11-24
1419,262,8,249,2,Great!,2021-07-08
1420,591,11,390,1,Will buy again,2020-12-16
1421,762,6,188,5,Will buy again,2023-09-25
1422,174,10,246,5,Poor quality,2023-06-24
1423,200,18,371,2,Too expensive,2023-01-29
1424,258,18,10,4,Poor quality,2033-00-01
1425,79,14,465,bad,Too expensive,2022-09-24
1426,291,19,49,2,Poor quality,2023-07-29
1427,225,12,496,5,Will buy again,2020-01-15
1428,272,1,27,4,Too expensive,2023-09-15
1429,721,14,495,2,Will buy again,2022-07-31
1430,304,4,361,bad,Will buy again,2023-02-22
1431,561,20,319,2,Great!,2023-06-28
1432,722,1,128,1,Poor quality,2023-05-18
1433,819,6,170,5,Will buy again,2023-10-30
1434,876,17,12,bad,Great!,2023-08-08
1435,313,17,70,2,Poor quality,2021-05-04
1436,636,8,307,1,Great!,2023-05-12
1437,830,10,171,2,Will buy again,2022-08-30
1438,561,5,424,4,Poor quality,2022-08-27
1439,963,17,163,5,Great!,2021-09-10
1440,982,20,17,2,Poor quality,2023-10-25
1441,175,17,255,4,Poor quality,2020-12-04
1442,710,8,463,1,Great!,2021-05-11
1443,451,17,244,3,Poor quality,2023-05-16
1444,268,18,283,4,Great!,2021-05-21
1445,660,16,67,1,Great!,2021-11-19
1446,580,18,4,5,Will buy again,2021-12-24
1447,349,13,315,bad,Too expensive,2020-12-10
1448,618,3,230,3,Too expensive,2020-11-12
1449,574,15,123,bad,Will buy again,2022-01-20
1450,430,14,359,2,Poor quality,2020-10-08
1451,257,5,269,1,Great!,2022-04-26
1452,726,4,455,2,Great!,2021-12-04
1453,940,3,31,1,Great!,2023-04-28
1454,50,20,191,5,Will buy again,2020-06-01
1455,459,1,27,3,Too expensive,2074-10-06
1456,68,14,86,1,Great!,2023-11-03
1457,174,6,127,3,Too expensive,2023-09-15
1458,954,6,450,2,Will buy again,2020-06-03
1459,17,14,436,1,Will buy again,2021-05-06
1460,926,1,400,4,Too expensive,2022-01-19
1461,301,5,99,4,Will buy again,2021-11-28
1462,692,11,197,5,Too expensive,2022-03-20
1463,654,2,227,1,Too expensive,2022-05-06
1464,282,17,234,4,Great!,2021-10-03
1465,358,16,474,5,Great!,2023-08-17
1466,1000,2,276,5,Too expensive,2023-11-24
1467,779,6,134,2,Great!,2098-02-17
1468,265,4,277,bad,Will buy again,2022-05-09
1469,17,17,186,3,Too expensive,2021-04-19
1470,388,17,294,3,Will buy again,2023-07-18
1471,882,15,313,5,Great!,2022-08-30
1472,728,6,278,1,Great!,2049-06-21
1473,127,7,450,bad,Poor quality,2020-07-25
1474,97,4,432,5,Great!,2020-05-21
1475,413,5,431,2,Too expensive,2023-01-25
1476,748,11,44,bad,Too expensive,2021-01-28
1477,605,11,472,bad,Great!,2021-04-05
1478,494,14,266,5,Great!,2023-11-10
1479,818,11,496,bad,Great!,2023-06-19
1480,558,17,388,bad,Great!,2020-09-28
1481,564,7,171,1,Will buy again,2022-08-14
1482,3,13,324,2,Poor quality,2020-01-29
1483,558,11,434,1,Poor quality,2023-08-18
1484,258,1,377,2,Will buy again,2023-03-03
1485,274,6,76,5,Will buy again,2021-06-17
1486,407,1,441,3,Too expensive,2023-06-18
1487,874,5,345,2,Too expensive,2020-03-26
1488,811,5,323,bad,Great!,2021-07-19
1489,812,6,27,5,Great!,2021-07-22
1490,16,4,177,4,Will buy again,2020-01-06
1491,734,1,490,5,Too expensive,2022-05-21
1492,401,2,156,2,Poor quality,2022-04-24
1493,327,18,150,1,Too expensive,2022-05-05
1494,119,5,445,bad,Poor quality,2021-02-27
1495,854,2,464,5,Great!,2022-08-05
1496,291,11,139,bad,Will buy again,2023-02-05
1497,587,20,156,4,Too expensive,2022-04-21
1498,249,18,453,3,Will buy again,2069-09-05
1499,605,9,401,1,Poor quality,2020-06-29
1500,81,12,480,3,Great!,2023-03-31
1501,715,3,458,5,Poor quality,2020-08-30
1502,805,14,121,bad,Too expensive,2020-12-27
1503,942,5,400,bad,Great!,2074-00-09
1504,656,4,281,bad,Poor quality,2021-01-05
1505,136,20,80,bad,Will buy again,2023-06-11
1506,900,15,259,bad,Will buy again,2021-01-31
1507,927,3,324,5,Great!,2020-04-07
1508,872,18,439,3,Great!,2022-09-17
1509,673,9,72,bad,Too expensive,2022-05-20
1510,192,20,330,4,Poor quality,2022-04-29
1511,39,10,199,bad,Too expensive,2023-04-10
1512,593,12,17,5,Great!,2021-08-01
1513,434,6,331,5,Great!,2022-02-27
1514,805,3,7,1,Poor quality,2022-06-01
1515,928,9,302,1,Will buy again,2020-06-04
1516,256,3,27,4,Will buy again,2021-06-11
1517,112,5,271,3,Poor quality,2022-03-31
1518,184,2,86,2,Will buy again,2022-04-01
1519,447,20,30,2,Poor quality,2023-12-20
1520,54,19,232,2,Poor quality,2022-10-21
1521,332,3,374,1,Will buy again,2020-07-13
1522,439,17,36,bad,Great!,2023-02-14
1523,866,2,442,3,Will buy again,2020-08-17
1524,501,12,158,bad,Too expensive,2092-04-25
1525,904,19,202,3,Too expensive,2021-08-26
1526,506,8,159,3,Too expensive,2022-06-10
1527,515,19,173,1,Will buy again,2023-08-02
1528,666,6,1,5,Great!,2021-12-12
1529,379,10,425,5,Will buy again,2020-12-25
1530,451,8,358,1,Poor quality,2020-09-24
1531,212,1,218,3,Will buy again,2020-06-10
1532,401,11,248,4,Great!,2021-06-11
1533,308,6,50,1,Too expensive,2037-10-28
1534,495,11,144,3,Poor quality,2020-10-21
1535,797,17,284,3,Too expensive,2021-07-01
1536,832,15,383,3,Poor quality,2048-07-06
1537,654,4,86,bad,Too expensive,2021-01-03
1538,132,12,449,2,Great!,2023-10-14
1539,472,6,10,3,Will buy again,2063-06-17
1540,295,14,252,3,Too expensive,2020-09-23
1541,852,7,274,3,Will buy again,2020-07-07
1542,640,8,376,1,Too expensive,2021-07-11
1543,589,16,228,4,Great!,2022-05-20
1544,805,9,391,3,Great!,2023-11-25
1545,407,4,49,4,Great!,2097-05-19
1546,199,5,122,3,Will buy again,2023-02-14
1547,694,6,23,1,Poor quality,2021-07-15
1548,795,7,273,bad,Will buy again,2021-02-04
1549,889,2,118,bad,Will buy again,2021-07-12
1550,559,6,418,3,Too expensive,2020-06-05
1551,486,15,160,bad,Great!,2022-07-02
1552,657,9,298,4,Poor quality,2021-06-09
1553,507,16,151,3,Will buy again,2022-02-14
1554,915,17,57,2,Poor quality,2021-04-08
1555,477,3,18,bad,Too expensive,2021-05-10
1556,520,4,119,4,Poor quality,2023-04-21
1557,46,16,493,2,Poor quality,2022-01-07
1558,214,1,75,4,Great!,2023-11-13
1559,592,11,238,bad,Will buy again,2021-10-28
1560,438,1,205,4,Poor quality,2021-11-01
1561,777,20,324,1,Will buy again,2023-03-12
1562,671,13,474,3,Poor quality,2023-01-27
1563,937,10,174,3,Will buy again,2021-04-10
1564,290,6,458,5,Great!,2021-10-15
1565,273,16,435,5,Great!,2022-04-02
1566,286,10,36,1,Will buy again,2023-04-30
1567,853,4,132,5,Great!,2023-02-07
1568,315,17,97,1,Too expensive,2073-02-27
1569,661,6,155,3,Too expensive,2021-08-11
1570,210,3,377,1,Poor quality,2021-03-04
1571,606,4,223,4,Will buy again,2021-09-30
1572,478,12,459,1,Great!,2021-11-21
1573,325,12,297,3,Will buy again,2095-10-05
1574,389,1,44,bad,Poor quality,2020-02-21
1575,719,7,18,1,Will buy again,2022-06-08
1576,372,3,35,2,Poor quality,2032-09-10
1577,27,17,232,5,Too expensive,2023-12-21
1578,851,1,164,5,Poor quality,2022-05-02
1579,649,1,222,3,Too expensive,2023-08-18
1580,148,12,169,4,Will buy again,2023-09-19
1581,499,13,352,3,Great!,2023-09-22
1582,586,12,391,bad,Great!,2022-06-15
1583,84,3,180,4,Poor quality,2020-05-15
1584,544,4,78,bad,Poor quality,2020-06-08
1585,820,15,21,3,Will buy again,2023-07-08
1586,824,2,447,bad,Great!,2020-05-19
1587,654,10,404,2,Poor quality,2020-03-10
1588,561,6,18,5,Too expensive,2020-04-24
1589,619,7,225,2,Will buy again,2023-05-15
1590,123,1,47,bad,Great!,2020-02-04
1591,209,9,250,bad,Poor quality,2021-01-03
1592,998,16,413,5,Poor quality,2052-08-07
1593,37,10,168,3,Will buy again,2023-10-01
1594,357,11,269,3,Great!,2020-11-02
1595,877,4,441,bad,Will buy again,2020-09-06
1596,359,6,492,4,Poor quality,2020-04-20
1597,390,13,210,1,Will buy again,2023-10-16
1598,149,2,413,4,Too expensive,2021-09-23
1599,103,15,230,5,Poor quality,2073-02-25
1600,682,3,177,bad,Will buy again,2020-11-03
1601,299,2,106,5,Poor quality,2022-11-12
1602,635,1,334,1,Too expensive,2020-06-15
1603,55,3,9,5,Great!,2021-06-13
1604,418,13,21,1,Too expensive,2023-10-24
1605,516,20,457,3,Will buy again,2023-08-07
1606,542,13,456,bad,Great!,2023-11-22
1607,418,5,236,4,Will buy again,2021-12-25
1608,514,14,380,bad,Too expensive,2023-08-26
1609,297,15,444,5,Great!,2020-11-16
1610,392,12,244,2,Great!,2022-05-02
1611,817,16,373,3,Great!,2020-01-20
1612,137,8,459,3,Great!,2023-04-10
1613,369,18,124,bad,Will buy again,2021-03-08
1614,299,2,135,2,Poor quality,2020-12-22
1615,454,4,49,4,Too expensive,2021-04-16
1616,406,10,89,3,Poor quality,2023-07-13
1617,933,12,488,1,Will buy again,2093-01-16
1618,951,10,380,bad,Poor quality,2021-04-08
1619,820,8,95,5,Will buy again,2022-01-21
1620,240,11,355,1,Will buy again,2020-03-05
1621,894,1,269,2,Poor quality,2021-09-23
1622,412,15,354,2,Too expensive,2023-05-24
1623,671,7,285,5,Will buy again,2023-12-23
1624,318,11,82,4,Will buy again,2023-11-26
1625,229,16,133,1,Poor quality,2020-03-12
1626,229,10,54,1,Great!,2021-02-14
1627,816,18,208,5,Will buy again,2020-09-29
1628,829,1,340,5,Too expensive,2023-05-02
1629,29,10,125,5,Great!,2021-12-03
1630,192,20,129,bad,Great!,2020-01-22
1631,746,1,190,bad,Will buy again,2063-04-19
1632,419,7,11,3,Too expensive,2020-11-14
1633,972,3,172,5,Too expensive,2022-04-22
1634,367,12,476,5,Too expensive,2022-05-30
1635,836,17,343,4,Too expensive,2023-12-29
1636,85,10,307,4,Too expensive,2022-01-26
1637,13,20,207,1,Too expensive,2063-10-10
1638,997,3,137,5,Poor quality,2022-04-30
1639,166,9,19,bad,Too expensive,2023-05-05
1640,681,9,136,bad,Too expensive,2023-08-15
1641,928,8,462,5,Poor quality,2020-06-12
1642,26,1,438,1,Will buy again,2020-12-25
1643,787,12,171,4,Poor quality,2020-10-28
1644,910,11,252,1,Poor quality,2022-01-20
1645,166,3,371,4,Will buy again,2021-04-30
1646,912,6,150,5,Will buy again,2021-05-12
1647,324,6,94,4,Poor quality,2020-05-20
1648,64,12,50,5,Too expensive,2023-04-20
1649,136,13,172,4,Poor quality,2048-07-26
1650,808,2,264,5,Poor quality,2023-11-24
1651,23,5,360,4,Too expensive,2023-12-26
1652,64,14,94,1,Great!,2022-11-01
1653,345,9,175,bad,Great!,2022-04-25
1654,785,2,108,4,Will buy again,2023-10-11
1655,357,13,176,bad,Great!,2031-03-02
1656,938,16,79,3,Too expensive,2021-01-31
1657,509,17,394,2,Too expensive,2021-06-21
1658,221,18,152,2,Great!,2023-04-14
1659,710,12,458,bad,Poor quality,2022-10-29
1660,613,14,362,3,Poor quality,2021-01-07
1661,111,1,66,3,Will buy again,2020-11-10
1662,755,14,338,3,Will buy again,2021-05-16
1663,736,4,331,bad,Will buy again,2081-10-12
1664,796,3,113,5,Too expensive,2020-11-28
1665,35,8,385,4,Great!,2078-01-09
1666,85,15,358,2,Great!,2021-01-25
1667,828,1,22,2,Will buy again,2100-06-03
1668,796,5,300,4,Poor quality,2023-10-22
1669,273,18,51,5,Poor quality,2021-07-18
1670,367,20,140,3,Too expensive,2022-12-16
1671,845,16,33,5,Too expensive,2031-01-19
1672,980,5,294,5,Will buy again,2023-06-20
1673,87,12,211,bad,Will buy again,2020-02-29
1674,83,2,323,2,Great!,2022-06-14
1675,723,14,146,2,Too expensive,2070-10-28
1676,388,11,435,2,Great!,2022-04-17
1677,997,11,347,2,Poor quality,2020-03-31
1678,788,13,459,1,Great!,2021-04-26
1679,293,3,134,1,Will buy again,2023-03-31
1680,269,4,456,5,Will buy again,2092-02-05
1681,559,7,317,bad,Will buy again,2020-06-16
1682,47,14,227,2,Will buy again,2022-03-04
1683,178,3,397,5,Great!,2022-08-24
1684,60,8,204,3,Too expensive,2022-07-01
1685,324,9,139,bad,Will buy again,2023-09-17
1686,52,19,217,bad,Poor quality,2021-11-18
1687,756,14,395,bad,Poor quality,2092-01-03
1688,745,16,181,5,Will buy again,2020-10-17
1689,424,13,41,3,Too expensive,2020-12-01
1690,408,20,237,1,Poor quality,2021-01-28
1691,579,16,192,1,Poor quality,2021-03-23
1692,256,3,478,4,Poor quality,2022-03-13
1693,833,13,357,1,Great!,2021-03-29
1694,248,16,68,4,Too expensive,2023-05-05
1695,862,1,136,5,Too expensive,2023-01-13
1696,690,1,155,1,Poor quality,2096-01-16
1697,212,15,187,3,Too expensive,2023-06-28
1698,668,18,129,bad,Poor quality,2022-09-21
1699,817,11,367,2,Will buy again,2022-03-21
1700,790,6,243,1,Great!,2021-12-06
1701,463,18,62,5,Great!,2020-01-20
1702,509,6,9,bad,Poor quality,2022-01-08
1703,77,3,102,3,Poor quality,2022-08-13
1704,245,19,307,bad,Too expensive,2020-03-06
1705,938,2,426,4,Poor quality,2020-07-27
1706,700,6,275,4,Will buy again,2021-01-21
1707,576,3,15,bad,Will buy again,2023-08-25
1708,955,19,188,3,Too expensive,2020-07-23
1709,311,3,187,2,Too expensive,2022-01-23
1710,52,14,148,3,Too expensive,2023-05-27
1711,631,20,478,1,Great!,2023-03-22
1712,562,12,76,2,Too expensive,2020-04-30
1713,822,16,391,bad,Poor quality,2023-04-24
1714,581,7,66,3,Poor quality,2021-09-30
1715,47,3,336,1,Great!,2023-10-05
1716,121,4,340,1,Poor quality,2023-02-01
1717,823,2,379,2,Great!,2022-08-21
1718,863,3,132,3,Too expensive,2023-07-24
1719,300,8,168,1,Great!,2022-09-26
1720,41,15,31,5,Great!,2023-05-12
1721,322,9,220,bad,Poor quality,2023-09-23
1722,669,4,150,5,Great!,2020-08-21
1723,259,8,403,4,Poor quality,2022-06-21
1724,719,2,440,5,Great!,2020-05-25
1725,296,1,134,1,Too expensive,2022-04-02
1726,282,9,176,4,Poor quality,2020-04-24
1727,941,6,249,2,Too expensive,2020-08-04
1728,670,11,418,2,Poor quality,2022-04-15
1729,984,12,281,5,Great!,2021-05-30
1730,638,17,197,1,Too expensive,2021-07-27
1731,576,4,76,5,Will buy again,2020-10-04
1732,778,17,347,1,Poor quality,2021-09-11
1733,183,2,398,4,Great!,2020-10-27
1734,244,3,283,3,Will buy again,2023-01-01
1735,527,1,4,2,Will buy again,2023-04-06
1736,350,20,396,3,Great!,2020-09-11
1737,998,17,364,bad,Poor quality,2023-06-19
1738,501,1,330,5,Poor quality,2020-07-03
1739,216,10,433,1,Too expensive,2021-11-01
1740,614,20,404,3,Poor quality,2020-05-22
1741,477,9,242,2,Poor quality,2022-11-30
1742,388,11,312,2,Too expensive,2021-08-10
1743,570,5,266,1,Great!,2022-06-11
1744,17,9,359,4,Great!,2023-11-21
1745,681,16,416,1,Poor quality,2022-03-07
1746,898,1,313,bad,Poor quality,2021-11-14
1747,61,15,146,2,Too expensive,2022-08-06
1748,834,2,43,bad,Will buy again,2023-08-21
1749,448,5,165,3,Great!,2023-05-25
1750,646,1,246,1,Too expensive,2020-07-14
1751,441,18,123,5,Will buy again,2021-09-14
1752,336,14,80,3,Will buy again,2023-08-17
1753,426,7,189,2,Great!,2020-09-11
1754,469,17,391,3,Will buy again,2020-08-08
1755,584,9,327,2,Will buy again,2021-02-02
1756,903,14,427,1,Great!,2020-02-13
1757,852,15,75,4,Poor quality,2022-09-08
1758,249,3,324,2,Poor quality,2020-07-16
1759,67,13,133,4,Great!,2022-01-11
1760,489,1,421,5,Will buy again,2020-01-05
1761,433,7,438,3,Poor quality,2021-10-05
1762,53,12,280,4,Great!,2021-10-02
1763,433,7,84,4,Great!,2020-11-26
1764,469,1,42,3,Great!,2021-01-05
1765,228,16,98,5,Will buy again,2023-04-12
1766,514,17,377,bad,Great!,2023-05-31
1767,472,17,462,5,Too expensive,2022-04-28
1768,916,7,451,2,Will buy again,2023-03-19
1769,555,12,405,1,Poor quality,2023-09-11
1770,225,12,452,5,Too expensive,2021-01-01
1771,469,11,255,4,Too expensive,2023-08-12
1772,749,4,32,3,Too expensive,2022-09-03
1773,340,5,215,1,Poor quality,2023-04-17
1774,698,2,307,2,Too expensive,2020-11-30
1775,875,8,464,bad,Too expensive,2021-01-19
1776,17,12,16,5,Too expensive,2022-01-13
1777,734,18,161,4,Will buy again,2020-11-10
1778,842,4,404,5,Will buy again,2022-03-09
1779,869,16,88,1,Great!,2020-09-19
1780,266,9,88,3,Great!,2023-07-05
1781,466,13,318,4,Great!,2022-10-14
1782,798,10,434,5,Will buy again,2061-07-16
1783,293,12,281,bad,Great!,2023-09-29
1784,526,13,123,1,Too expensive,2023-08-24
1785,301,8,103,4,Too expensive,2055-00-16
1786,568,4,379,3,Poor quality,2022-03-08
1787,984,10,44,3,Too expensive,2038-01-03
1788,377,10,445,bad,Will buy again,2021-03-09
1789,485,4,11,2,Poor quality,2037-05-07
1790,209,11,406,2,Too expensive,2021-02-01
1791,586,5,206,2,Will buy again,2022-03-14
1792,418,16,366,3,Poor quality,2021-05-25
1793,432,18,17,4,Great!,2021-06-27
1794,509,13,76,3,Too expensive,2021-03-08
1795,996,15,110,2,Great!,2023-05-24
1796,939,1,128,1,Poor quality,2021-03-12
1797,304,11,434,3,Great!,2020-08-29
1798,565,6,111,3,Great!,2021-11-22
1799,905,11,383,4,Too expensive,2020-01-12
1800,462,11,497,5,Poor quality,2023-04-08
1801,84,3,189,3,Great!,2020-04-17
1802,216,18,171,bad,Great!,2092-04-25
1803,384,8,54,4,Too expensive,2022-07-08
1804,413,3,393,5,Poor quality,2023-08-22
1805,305,3,65,3,Poor quality,2023-05-19
1806,568,16,226,4,Poor quality,2021-10-30
1807,160,14,425,bad,Too expensive,2021-11-10
1808,502,6,420,4,Poor quality,2023-11-26
1809,661,6,217,1,Will buy again,2022-03-23
1810,414,19,490,5,Great!,2023-10-07
1811,509,10,213,1,Too expensive,2022-09-21
1812,527,1,18,5,Too expensive,2022-01-23
1813,401,7,442,1,Great!,2023-05-22
1814,865,1,130,4,Poor quality,2022-03-01
1815,980,7,267,3,Great!,2022-07-09
1816,306,10,304,3,Will buy again,2023-04-09
1817,16,11,242,5,Great!,2022-03-20
1818,248,13,466,2,Will buy again,2021-02-21
1819,960,20,498,5,Too expensive,2022-12-12
1820,123,13,267,5,Great!,2020-07-09
1821,720,1,15,5,Too expensive,2023-01-14
1822,101,14,86,3,Too expensive,2022-06-13
1823,477,16,337,bad,Poor quality,2021-04-29
1824,885,17,420,1,Great!,2020-07-31
1825,810,5,397,bad,Poor quality,2020-11-17
1826,868,2,384,5,Too expensive,2020-10-20
1827,918,18,182,1,Poor quality,2020-01-22
1828,599,7,163,bad,Too expensive,2022-07-08
1829,985,13,241,4,Poor quality,2020-06-06
1830,221,16,48,1,Will buy again,2021-12-15
1831,998,10,266,bad,Great!,2022-08-20
1832,893,13,388,1,Poor quality,2023-11-12
1833,309,3,33,3,Will buy again,2022-05-09
1834,263,13,176,5,Poor quality,2023-11-20
1835,919,15,425,bad,Will buy again,2021-12-30
1836,683,5,409,2,Great!,2099-08-15
1837,590,16,27,1,Great!,2020-12-02
1838,178,5,321,3,Will buy again,2020-12-06
1839,484,4,214,5,Poor quality,2020-02-01
1840,729,2,127,2,Great!,2023-09-16
1841,208,13,56,bad,Great!,2021-07-21
1842,404,14,247,2,Great!,2022-02-23
1843,902,13,15,2,Poor quality,2022-09-09
1844,429,5,160,1,Great!,2020-07-15
1845,45,13,202,2,Too expensive,2021-12-16
1846,805,1,1,4,Too expensive,2023-04-27
1847,239,6,42,1,Will buy again,2020-06-02
1848,921,12,281,1,Poor quality,2035-02-23
1849,59,13,63,3,Too expensive,2022-06-23
1850,523,19,283,5,Will buy again,2022-02-01
1851,909,17,428,5,Poor quality,2022-06-20
