history_id,product_id,price,effective_date
2381,478,101.26,2020-07-29
2382,168,429.89,2021-03-23
2383,190,184.35,2023-03-20
2384,193,334.97,2022-08-22
2385,210,444.64,2023-10-06
2386,448,331.78,2021-11-25
2387,162,485.4,2020-08-31
2388,33,355.86,2021-01-28
2389,1,338.98,2023-08-05
2390,456,199.79,2020-02-27
2391,287,428.41,2020-05-13
2392,162,482.97,2020-09-23
2393,178,476.26,2023-05-30
2394,147,96.6,2023-11-03
2395,421,92.57,2021-12-17
2396,23,206.48,2032-06-21
2397,267,73.71,2023-02-16
2398,245,169.93,2023-09-08
2399,70,141.95,2021-09-13
2400,84,380.16,2021-02-18
2401,220,185.0,2020-04-21
2402,281,248.77,2020-03-24
2403,154,107.0,2081-07-20
2404,392,307.48,2020-04-18
2405,86,325.27,2095-05-14
2406,47,262.06,2021-03-31
2407,430,495.9,2020-12-04
2408,179,145.6,2021-03-30
2409,202,41.78,2020-01-22
2410,444,125.62,2021-10-31
2411,70,131.6,2021-07-03
2412,331,N/A,2022-04-06
2413,142,83.2,2023-07-24
2414,289,159.8,2021-12-20
2415,43,111.78,2020-01-20
2416,350,338.01,2020-04-30
2417,409,49.22,2023-12-26
2418,244,168.55,2023-02-26
2419,112,134.69,2022-02-05
2420,500,350.3,2021-09-20
2421,59,446.88,2020-09-21
2422,142,394.89,2022-10-24
2423,424,51.39,2022-08-24
2424,234,N/A,2070-07-11
2425,337,283.68,2023-09-30
2426,498,321.03,2021-05-20
2427,109,N/A,2022-06-12
2428,475,125.0,2020-03-07
2429,196,401.18,2020-05-23
2430,280,457.22,2022-11-29
2431,278,212.83,2020-11-21
2432,240,177.17,2020-11-07
2433,299,272.31,2022-07-03
2434,355,218.4,2023-06-04
2435,71,457.68,2022-02-14
2436,64,99.35,2023-07-08
2437,315,355.39,2020-12-10
2438,398,328.06,2020-12-03
2439,434,268.57,2020-08-26
2440,433,31.72,2023-04-08
2441,341,250.59,2022-03-04
2442,490,55.03,2022-05-26
2443,275,260.33,2022-01-09
2444,239,437.96,2020-07-31
2445,172,47.75,2069-09-28
2446,458,116.29,2099-07-06
2447,264,63.33,2020-03-09
2448,186,432.68,2020-11-05
2449,258,46.9,2021-02-27
2450,369,136.55,2092-03-19
2451,152,263.31,2020-11-26
2452,459,27.7,2022-01-22
2453,430,260.99,2020-04-25
2454,181,412.4,2021-03-16
2455,83,114.21,2023-04-05
2456,88,143.62,2023-03-31
2457,430,28.18,2020-10-20
2458,1,17.96,2020-10-20
2459,141,397.48,2021-02-21
2460,276,224.01,2021-05-25
2461,197,62.85,2069-08-05
2462,498,315.74,2021-10-15
2463,428,36.0,2023-01-13
2464,120,147.72,2021-11-11
2465,383,348.54,2022-09-02
2466,490,208.44,2023-12-17
2467,236,N/A,2022-11-09
2468,187,145.33,2021-03-20
2469,474,N/A,2023-05-30
2470,345,8.74,2020-12-24
2471,382,124.78,2021-05-13
2472,315,368.48,2022-06-07
2473,57,30.19,2021-05-13
2474,100,428.71,2021-04-10
2475,176,33.95,2023-11-17
2476,107,340.35,2023-09-08
2477,231,151.14,2022-03-24
2478,168,458.42,2021-06-16
2479,286,246.34,2020-11-03
2480,100,299.43,2021-05-24
2481,356,492.19,2022-10-15
2482,18,155.11,2051-09-18
2483,181,123.3,2023-09-22
2484,402,213.07,2020-12-01
2485,357,N/A,2021-06-09
2486,228,190.23,2020-04-08
2487,438,286.42,2020-12-20
2488,396,333.98,2020-10-15
2489,119,254.11,2021-01-01
2490,238,414.65,2021-08-09
2491,422,470.32,2022-03-20
2492,343,441.74,2021-12-17
2493,106,443.57,2062-00-15
2494,340,300.58,2023-04-12
2495,186,6.3,2022-03-30
2496,300,412.9,2021-01-28
2497,382,235.56,2022-12-04
2498,147,114.26,2021-10-17
2499,74,321.38,2021-03-11
2500,436,65.9,2021-11-01
2501,159,19.76,2021-10-24
2502,408,413.67,2020-08-09
2503,339,423.53,2022-08-19
2504,68,155.23,2056-01-20
2505,184,25.24,2021-04-03
2506,392,464.51,2023-04-19
2507,9,464.0,2020-01-29
2508,267,N/A,2022-03-14
2509,154,198.4,2022-08-21
2510,58,6.02,2021-06-22
2511,344,298.67,2023-06-24
2512,435,376.08,2023-09-27
2513,327,279.86,2023-04-25
2514,452,77.56,2021-05-13
2515,194,347.87,2023-12-12
2516,268,10.08,2022-05-27
2517,432,468.42,2020-06-25
2518,118,N/A,2021-11-09
2519,256,474.19,2021-08-02
2520,382,40.02,2021-11-09
2521,77,330.51,2023-06-10
2522,235,305.67,2070-03-20
2523,109,356.98,2066-09-13
2524,360,384.52,2021-08-23
2525,181,46.52,2022-12-28
2526,125,40.88,2023-03-11
2527,104,65.94,2021-02-04
2528,284,280.79,2020-05-22
2529,432,425.09,2023-01-04
2530,434,103.59,2079-02-08
2531,370,386.7,2071-03-25
2532,354,N/A,2021-01-30
2533,254,389.58,2022-11-20
2534,158,227.57,2023-01-01
2535,242,111.26,2020-01-23
2536,317,53.27,2022-08-18
2537,153,247.67,2020-11-18
2538,370,N/A,2021-03-16
2539,58,152.51,2023-07-13
2540,170,293.11,2022-04-07
2541,176,N/A,2023-07-23
2542,26,432.29,2021-04-18
2543,379,129.61,2020-04-19
2544,377,100.77,2022-02-05
2545,261,297.01,2020-05-05
2546,87,46.82,2020-01-23
2547,260,346.13,2021-06-25
2548,437,221.98,2023-12-21
2549,427,285.29,2023-01-02
2550,97,N/A,2022-09-12
2551,225,92.65,2020-10-30
2552,211,94.43,2022-09-26
2553,425,310.26,2091-08-21
2554,461,93.35,2041-06-25
2555,260,240.59,2023-05-23
2556,253,52.83,2022-02-20
2557,461,395.28,2022-06-19
2558,329,153.37,2021-10-30
2559,319,184.39,2022-02-23
2560,293,119.27,2022-01-26
2561,240,438.0,2022-07-16
2562,19,N/A,2021-12-04
2563,132,345.71,2022-07-08
2564,401,185.64,2020-05-14
2565,407,400.3,2021-04-24
2566,415,N/A,2020-05-31
2567,431,22.13,2022-06-03
2568,270,93.85,2020-12-19
2569,277,133.77,2021-12-23
2570,159,283.79,2022-04-13
2571,408,N/A,2022-07-28
2572,243,331.4,2022-06-02
2573,181,N/A,2020-03-02
2574,266,239.35,2030-08-02
2575,494,270.9,2023-07-27
2576,498,293.27,2022-10-30
2577,363,73.57,2022-10-30
2578,110,46.67,2023-01-16
2579,265,181.41,2020-02-10
2580,334,N/A,2022-07-23
2581,149,64.82,2023-02-23
2582,27,127.64,2080-10-25
2583,371,N/A,2020-05-26
2584,105,221.8,2021-03-26
2585,94,93.92,2023-09-18
2586,305,445.46,2022-08-15
2587,454,459.73,2056-04-07
2588,338,149.64,2038-07-03
2589,42,N/A,2086-10-26
2590,251,371.4,2022-09-27
2591,104,260.22,2020-10-20
2592,259,408.27,2021-03-19
2593,480,99.6,2037-09-16
2594,325,190.1,2021-01-19
2595,173,232.71,2020-09-01
2596,31,63.8,2021-05-02
2597,164,74.32,2075-01-13
2598,171,210.58,2051-07-02
2599,60,40.96,2020-09-11
2600,220,201.68,2022-01-10
2601,399,200.49,2021-09-18
2602,343,30.05,2023-07-26
2603,109,397.04,2020-03-30
2604,76,364.0,2022-10-14
2605,169,N/A,2020-01-14
2606,109,20.34,2022-07-14
2607,10,472.39,2023-09-15
2608,247,402.04,2020-07-20
2609,176,377.21,2023-10-31
2610,88,N/A,2047-01-04
2611,220,222.57,2023-10-21
2612,282,430.3,2021-04-10
2613,257,282.96,2021-10-17
2614,323,234.81,2022-05-12
2615,486,146.1,2023-12-10
2616,11,269.73,2022-10-13
2617,213,409.38,2022-10-26
2618,286,257.74,2080-10-19
2619,60,481.68,2023-06-30
2620,376,308.85,2022-11-01
2621,76,N/A,2023-08-06
2622,11,446.13,2023-10-28
2623,155,422.6,2020-08-24
2624,141,182.13,2023-11-15
2625,347,188.34,2020-11-20
2626,73,309.64,2021-04-01
2627,78,199.76,2067-07-12
2628,458,449.63,2091-07-15
2629,104,453.34,2023-08-29
2630,422,151.05,2022-12-02
2631,222,410.58,2046-07-08
2632,277,90.62,2023-01-01
2633,350,292.88,2021-01-02
2634,70,467.63,2023-08-04
2635,271,269.27,2022-05-04
2636,328,235.03,2021-10-05
2637,120,106.28,2021-05-14
2638,291,400.49,2020-05-04
2639,289,470.8,2022-04-02
2640,459,268.45,2020-01-25
2641,283,264.9,2022-04-25
2642,391,126.24,2021-09-22
2643,431,353.15,2021-08-10
2644,270,109.49,2022-05-01
2645,280,316.71,2020-10-16
2646,233,459.88,2074-07-08
2647,490,408.01,2021-07-11
2648,398,310.2,2023-11-25
2649,457,120.14,2021-04-08
2650,90,388.93,2023-10-01
2651,476,296.63,2022-12-20
2652,73,134.0,2023-10-24
2653,358,N/A,2023-11-03
2654,226,262.64,2023-01-23
2655,371,24.87,2021-08-31
2656,118,92.3,2023-02-11
2657,292,466.62,2090-08-27
2658,3,25.06,2086-10-27
2659,211,62.89,2022-05-20
2660,342,154.75,2020-11-22
2661,466,66.79,2021-06-20
2662,379,271.03,2023-10-24
2663,172,44.53,2020-10-15
2664,126,107.62,2022-07-11
2665,233,122.37,2022-11-10
2666,334,257.44,2022-10-28
2667,198,487.81,2020-10-12
2668,260,26.0,2023-01-09
2669,465,181.26,2088-06-19
2670,237,N/A,2020-05-05
2671,383,352.03,2020-11-07
2672,432,394.18,2020-09-20
2673,496,418.4,2021-02-14
2674,306,436.5,2021-09-05
2675,278,97.21,2022-03-30
2676,34,67.35,2023-01-05
2677,475,136.4,2021-08-23
2678,395,N/A,2020-11-15
2679,167,N/A,2023-06-08
2680,172,330.23,2021-09-03
2681,237,462.31,2022-12-05
2682,267,72.23,2020-05-18
2683,45,236.08,2022-08-30
2684,62,152.08,2020-10-05
2685,16,325.31,2020-06-13
2686,364,348.47,2023-10-29
2687,257,192.46,2022-08-26
2688,418,133.48,2021-01-17
2689,322,121.8,2021-09-08
2690,22,340.06,2021-09-09
2691,148,131.3,2022-10-04
2692,337,88.97,2020-09-09
2693,70,N/A,2023-07-10
2694,132,374.18,2021-07-03
2695,108,330.87,2023-05-29
2696,476,425.53,2022-06-08
2697,276,267.98,2021-12-01
2698,22,N/A,2020-09-12
2699,4,446.23,2022-05-13
2700,155,498.73,2021-06-20
2701,191,81.42,2021-08-03
2702,367,130.68,2087-09-08
2703,358,226.44,2021-04-14
2704,63,87.91,2021-05-27
2705,274,382.52,2020-08-06
2706,158,47.96,2023-12-21
2707,492,278.23,2022-12-03
2708,39,152.46,2022-01-24
2709,373,244.95,2022-08-12
2710,94,368.59,2022-10-07
2711,256,452.31,2020-03-25
2712,188,130.1,2020-04-14
2713,492,67.22,2020-03-22
2714,458,480.89,2022-01-10
2715,173,N/A,2020-01-13
2716,270,68.96,2022-07-20
2717,172,452.61,2022-07-18
2718,472,63.49,2050-02-03
2719,195,242.53,2023-07-19
2720,56,365.98,2022-10-17
2721,16,119.9,2023-12-10
2722,488,418.33,2021-06-05
2723,8,277.51,2021-09-04
2724,86,166.63,2022-12-15
2725,182,160.82,2021-09-12
2726,412,193.71,2048-09-15
2727,485,7.91,2020-11-29
2728,83,271.6,2023-06-18
2729,413,100.21,2022-05-23
2730,321,294.78,2023-05-26
2731,394,317.25,2022-10-11
2732,270,168.56,2020-05-28
2733,214,80.73,2022-10-14
2734,357,284.34,2021-07-03
2735,376,323.76,2052-01-07
2736,478,127.02,2021-05-02
2737,245,419.91,2082-06-17
2738,106,371.45,2020-03-12
2739,151,471.71,2057-10-22
2740,90,36.24,2022-04-08
2741,414,116.04,2021-04-04
2742,200,356.01,2022-02-12
2743,333,105.17,2023-01-29
2744,235,399.61,2022-10-01
2745,235,N/A,2023-03-01
2746,214,354.17,2022-07-23
2747,81,196.11,2021-01-20
2748,317,426.53,2020-09-19
2749,39,357.38,2021-09-21
2750,494,449.41,2021-04-05
2751,324,319.7,2021-12-14
2752,480,114.79,2021-04-30
2753,486,433.14,2095-03-20
2754,453,9.25,2020-11-22
2755,341,42.23,2030-03-05
2756,47,190.33,2023-08-12
2757,413,261.98,2023-05-22
2758,12,404.96,2021-05-26
2759,155,N/A,2020-10-05
2760,27,104.06,2021-08-24
2761,370,247.61,2020-12-30
2762,314,37.4,2023-06-18
2763,333,106.27,2022-03-04
2764,340,189.92,2021-05-16
2765,453,274.96,2022-07-08
2766,364,196.17,2020-12-01
2767,398,455.98,2020-11-08
2768,280,471.56,2022-12-31
2769,190,71.95,2023-12-04
2770,245,8.06,2022-09-04
2771,278,78.41,2020-10-18
2772,395,266.37,2020-04-22
2773,403,370.72,2021-05-23
2774,1,16.76,2023-05-16
2775,440,342.72,2021-02-19
2776,180,281.69,2023-06-17
2777,382,N/A,2021-10-24
2778,231,349.47,2023-03-12
2779,469,173.1,2068-01-24
2780,155,73.11,2087-04-26
2781,120,491.74,2023-01-17
2782,132,N/A,2020-09-10
2783,63,336.85,2023-05-15
2784,1,124.05,2021-07-03
2785,40,121.72,2020-02-05
2786,452,395.49,2021-09-05
2787,431,N/A,2020-05-04
2788,382,122.89,2020-02-09
2789,5,176.79,2023-09-14
2790,259,463.73,2051-01-01
2791,352,129.83,2051-01-18
2792,166,375.23,2021-10-17
2793,333,142.45,2021-10-30
2794,65,12.83,2021-10-21
2795,189,474.57,2020-08-08
2796,300,271.37,2020-10-13
2797,54,157.62,2021-11-25
2798,36,440.4,2022-04-11
2799,337,382.48,2023-05-11
2800,427,491.25,2098-02-13
2801,381,435.14,2020-12-26
2802,336,385.66,2023-08-01
2803,166,384.0,2021-09-06
2804,352,158.21,2058-03-26
2805,323,235.79,2020-11-15
2806,394,N/A,2023-12-19
2807,387,58.51,2022-03-25
2808,313,83.65,2020-05-15
2809,79,222.08,2023-05-28
2810,273,64.6,2020-10-02
2811,34,416.09,2023-02-08
2812,128,250.94,2021-07-17
2813,459,111.22,2022-08-19
2814,415,410.77,2023-09-17
2815,280,241.99,2022-04-26
2816,363,N/A,2023-08-06
2817,109,178.2,2021-11-26
2818,16,347.9,2022-11-17
2819,313,336.11,2023-08-17
2820,298,429.0,2090-07-25
2821,411,69.75,2022-11-30
2822,133,53.44,2023-08-19
2823,494,377.25,2022-09-04
2824,218,N/A,2021-10-26
2825,487,9.05,2023-02-06
2826,264,425.53,2023-06-01
2827,332,273.25,2021-07-25
2828,362,45.58,2020-08-15
2829,201,423.02,2022-01-22
2830,128,177.87,2022-10-02
2831,91,285.08,2099-02-19
2832,32,N/A,2020-06-12
2833,205,N/A,2022-09-09
2834,140,298.39,2021-01-08
2835,465,15.68,2020-10-26
2836,227,N/A,2020-03-09
2837,476,194.67,2023-09-16
2838,413,317.5,2021-08-24
2839,399,210.06,2023-08-25
2840,186,495.19,2021-10-07
2841,160,126.37,2020-10-22
2842,7,265.48,2048-08-20
2843,385,442.02,2022-10-17
2844,72,64.08,2020-01-21
2845,473,73.95,2020-09-13
2846,255,21.46,2021-07-17
2847,146,453.54,2021-09-04
2848,88,89.51,2021-06-07
2849,453,N/A,2022-04-20
2850,332,303.36,2023-06-28
2851,137,N/A,2073-09-15
2852,264,392.78,2020-09-19
2853,26,76.84,2020-06-14
2854,227,N/A,2022-04-21
2855,8,29.97,2021-12-04
2856,45,312.41,2022-04-18
2857,298,N/A,2020-08-19
2858,334,240.83,2020-10-11
2859,123,173.41,2020-06-23
2860,40,301.57,2022-01-05
2861,411,239.06,2023-04-22
2862,119,151.14,2072-10-25
2863,84,281.28,2021-06-01
2864,115,N/A,2022-09-28
2865,315,297.11,2020-03-02
2866,306,189.17,2091-09-19
2867,337,246.71,2021-10-06
2868,451,249.12,2020-06-29
2869,460,90.08,2020-02-17
2870,247,348.84,2023-07-30
2871,323,61.41,2022-06-22
2872,158,481.9,2023-06-22
2873,107,245.71,2021-06-15
2874,268,217.01,2020-02-24
2875,104,463.63,2021-12-15
2876,45,390.52,2047-09-07
2877,114,374.39,2022-06-29
2878,186,204.28,2023-02-21
2879,105,169.27,2076-08-05
2880,343,400.25,2020-10-16
2881,72,14.92,2021-04-14
2882,25,281.58,2020-03-23
2883,7,112.97,2023-01-01
2884,266,326.43,2022-11-23
2885,323,100.58,2021-03-03
2886,17,N/A,2021-04-21
2887,478,473.44,2021-05-04
2888,492,31.94,2021-01-17
2889,352,126.92,2023-06-08
2890,36,271.62,2039-04-18
2891,49,291.25,2020-09-12
2892,299,426.46,2022-08-05
2893,451,407.56,2035-07-24
2894,347,182.48,2022-07-01
2895,379,275.13,2021-03-31
2896,416,204.97,2023-07-14
2897,51,463.55,2020-04-26
2898,210,56.81,2021-06-30
2899,120,365.53,2022-12-29
2900,488,219.64,2021-03-25
2901,321,57.59,2023-02-20
2902,360,326.77,2021-05-10
2903,111,284.92,2023-11-01
2904,292,115.8,2088-08-19
2905,9,282.58,2020-10-14
2906,95,155.91,2022-05-17
2907,312,289.31,2022-11-23
2908,288,369.92,2021-10-17
2909,247,406.75,2020-12-05
2910,193,393.21,2021-05-13
2911,484,84.55,2022-10-21
2912,294,377.48,2021-03-14
2913,191,386.43,2020-03-16
2914,240,26.67,2032-02-24
2915,492,273.1,2022-05-06
2916,447,N/A,2021-12-03
2917,118,477.65,2082-09-07
2918,239,279.49,2022-07-03
2919,379,35.78,2023-05-23
2920,33,442.4,2021-03-18
2921,114,157.12,2022-09-02
2922,66,79.0,2023-08-13
2923,146,N/A,2022-12-13
2924,307,98.22,2023-08-08
2925,374,262.27,2020-12-03
2926,358,443.85,2020-08-03
2927,150,240.67,2020-08-10
2928,486,387.62,2023-10-19
2929,379,206.06,2023-07-03
2930,257,316.28,2022-05-11
2931,401,N/A,2022-08-17
2932,469,263.19,2021-01-08
2933,267,490.07,2023-10-13
2934,147,90.14,2022-12-27
2935,274,390.31,2021-10-12
2936,262,497.61,2043-08-25
2937,40,103.85,2020-08-25
2938,46,132.35,2021-12-01
2939,34,214.54,2021-10-31
2940,299,143.47,2021-03-07
2941,299,463.95,2020-10-02
2942,251,321.07,2021-09-27
2943,256,160.38,2023-11-28
2944,314,336.23,2021-02-18
2945,262,377.57,2021-08-10
2946,391,409.08,2021-05-09
2947,75,87.08,2021-10-10
2948,360,331.42,2021-10-10
2949,260,285.2,2020-04-10
2950,462,69.89,2021-08-08
2951,72,233.17,2020-08-31
2952,479,358.68,2020-08-02
2953,486,N/A,2022-05-18
2954,388,333.3,2021-01-03
2955,168,31.82,2023-12-28
2956,444,N/A,2021-09-15
2957,317,387.44,2023-06-21
2958,29,356.64,2021-02-04
2959,205,221.86,2022-01-28
2960,416,464.75,2022-11-24
2961,249,452.68,2022-09-26
2962,490,32.99,2070-02-01
2963,85,23.16,2020-02-13
2964,370,170.7,2021-12-30
2965,106,10.23,2021-01-14
2966,377,429.39,2021-04-24
2967,235,186.71,2020-04-30
2968,367,N/A,2020-02-09
2969,214,71.32,2022-04-06
2970,234,376.49,2023-01-21
2971,157,354.35,2021-12-31
2972,66,95.13,2022-04-14
2973,274,N/A,2022-11-02
2974,113,N/A,2023-04-08
2975,321,469.9,2022-12-13
2976,138,262.68,2023-03-12
2977,413,356.59,2022-11-14
2978,388,N/A,2086-02-17
2979,220,N/A,2023-11-15
2980,112,437.92,2022-04-09
2981,455,278.61,2023-10-11
2982,79,N/A,2095-04-23
2983,53,298.24,2023-12-18
2984,315,353.74,2022-10-26
2985,281,18.31,2022-08-26
2986,323,154.85,2020-07-29
2987,208,N/A,2020-04-10
2988,448,366.69,2023-03-03
2989,144,184.44,2022-10-21
2990,393,304.77,2020-02-09
2991,53,312.53,2022-01-06
2992,310,387.43,2022-02-28
2993,195,421.96,2021-05-26
2994,356,355.72,2022-05-07
2995,37,451.66,2022-11-07
2996,241,N/A,2069-07-26
2997,359,396.67,2021-06-30
2998,11,N/A,2021-07-17
2999,471,379.4,2020-06-26
3000,412,312.06,2020-09-07
3001,266,480.94,2022-03-16
3002,370,204.77,2022-07-26
3003,114,121.5,2021-02-05
3004,359,471.13,2023-08-25
3005,93,17.11,2022-09-25
3006,329,154.05,2021-08-26
3007,468,127.39,2023-04-05
3008,175,214.1,2023-01-24
3009,364,491.39,2071-08-17
3010,421,134.79,2022-04-13
3011,88,374.36,2058-02-21
3012,84,40.08,2023-10-21
3013,177,300.38,2021-01-19
3014,128,407.23,2023-07-30
3015,261,77.09,2020-01-18
3016,119,54.23,2021-05-25
3017,33,188.84,2020-11-19
3018,139,320.26,2020-03-30
3019,216,21.99,2022-10-08
3020,209,91.54,2020-10-20
3021,444,401.21,2022-08-24
3022,13,121.37,2020-01-21
3023,71,351.0,2020-05-27
3024,394,93.24,2021-12-05
3025,493,143.08,2023-07-28
3026,459,17.62,2022-09-12
3027,22,35.35,2021-06-20
3028,393,431.76,2022-10-25
3029,193,15.81,2021-02-08
3030,186,391.28,2023-11-28
3031,481,131.55,2020-08-21
3032,391,454.95,2021-04-30
3033,289,287.66,2020-12-01
3034,481,283.37,2020-03-08
3035,182,259.49,2021-08-29
3036,59,250.79,2023-01-23
3037,136,N/A,2023-02-10
3038,450,272.59,2023-01-28
3039,241,N/A,2021-06-01
3040,389,277.41,2023-10-10
3041,95,278.97,2023-01-30
3042,204,N/A,2050-07-25
3043,436,437.83,2021-07-07
3044,432,367.76,2023-06-06
3045,325,229.75,2022-09-20
3046,296,218.18,2023-05-29
3047,457,N/A,2022-08-06
3048,363,302.69,2021-10-09
3049,156,95.49,2048-07-04
3050,462,317.43,2022-10-20
3051,141,93.06,2020-12-05
3052,361,102.81,2034-01-26
3053,146,214.39,2022-08-09
3054,206,285.56,2023-08-19
3055,9,374.34,2023-05-05
3056,117,125.12,2023-09-13
3057,184,138.97,2023-10-29
3058,148,127.93,2022-06-27
3059,375,N/A,2023-11-18
3060,110,406.07,2020-10-03
3061,113,159.64,2023-07-02
3062,6,12.88,2023-10-28
3063,250,367.09,2021-12-11
3064,469,181.97,2022-11-20
3065,230,N/A,2022-05-22
3066,217,202.24,2022-11-30
3067,454,389.69,2020-09-17
3068,296,463.68,2020-01-16
3069,257,352.13,2022-01-04
3070,371,169.97,2022-11-16
3071,331,365.49,2020-04-02
3072,498,166.66,2020-02-20
3073,227,47.69,2021-01-13
3074,437,87.1,2023-07-10
3075,250,408.68,2023-04-08
3076,395,429.47,2022-05-28
3077,303,191.89,2022-04-10
3078,25,182.69,2021-09-22
3079,274,200.44,2020-10-03
3080,476,30.72,2023-04-25
3081,449,224.35,2020-08-19
3082,231,255.94,2036-09-16
3083,113,253.25,2021-11-27
3084,173,428.85,2020-12-06
3085,229,8.28,2023-05-11
3086,382,232.01,2021-11-23
3087,273,290.11,2020-01-25
3088,249,178.14,2022-02-13
3089,208,N/A,2020-06-02
3090,323,241.86,2020-06-19
3091,22,329.79,2022-06-21
3092,217,N/A,2023-07-12
3093,487,172.38,2021-04-21
3094,251,342.26,2020-03-14
3095,158,68.91,2023-02-20
3096,333,N/A,2053-01-16
3097,215,39.36,2098-08-03
3098,368,109.73,2022-12-31
3099,282,333.65,2022-11-08
3100,141,497.64,2020-09-30
3101,494,477.76,2022-10-07
3102,208,146.43,2021-02-07
3103,315,353.6,2021-09-21
3104,9,253.66,2020-03-14
3105,137,317.57,2020-01-18
3106,361,72.34,2021-08-08
3107,111,185.34,2020-05-25
3108,170,386.5,2021-03-12
3109,349,365.55,2020-11-09
3110,169,267.74,2023-05-24
3111,280,371.03,2076-00-05
3112,481,240.41,2023-10-24
3113,479,N/A,2022-12-07
3114,320,183.11,2020-07-07
3115,162,456.9,2022-08-11
3116,452,118.32,2023-04-21
3117,45,268.58,2020-09-28
3118,44,475.52,2023-05-02
3119,258,343.64,2020-02-13
3120,61,477.5,2022-12-20
3121,241,112.47,2020-07-19
3122,260,165.47,2037-00-10
3123,127,N/A,2020-01-19
3124,329,108.99,2023-07-06
3125,32,366.3,2021-09-25
3126,461,357.45,2060-05-04
3127,59,333.33,2021-08-16
3128,160,N/A,2069-01-11
3129,282,141.5,2022-05-17
3130,57,490.08,2022-10-03
3131,15,N/A,2022-06-10
3132,295,300.08,2020-03-24
3133,448,138.85,2022-06-17
3134,407,133.86,2020-05-26
3135,331,297.35,2022-02-18
3136,243,484.8,2022-09-21
3137,95,19.76,2020-02-11
3138,84,74.84,2022-02-13
3139,455,219.37,2023-08-21
3140,258,299.61,2064-02-23
3141,72,354.1,2023-10-04
3142,386,346.26,2023-05-06
3143,378,133.03,2022-11-22
3144,134,53.8,2020-11-25
3145,159,156.82,2020-11-21
3146,328,299.82,2022-06-01
3147,131,117.03,2021-04-14
3148,219,309.26,2020-04-16
3149,68,279.85,2022-06-30
3150,108,398.24,2022-01-03
3151,90,260.11,2022-10-19
3152,429,245.43,2023-12-09
3153,484,472.65,2020-05-25
3154,34,N/A,2021-01-21
3155,156,115.65,2023-09-27
3156,244,219.27,2021-10-04
3157,14,131.86,2023-04-13
3158,314,66.27,2022-11-13
3159,290,239.91,2023-07-02
3160,426,498.89,2020-02-14
3161,402,131.87,2023-12-06
3162,51,355.13,2021-05-10
3163,384,343.39,2020-05-08
3164,483,275.68,2023-06-09
3165,62,N/A,2022-02-17
3166,110,52.55,2020-05-27
3167,469,358.6,2020-06-23
3168,317,220.92,2022-06-02
3169,186,90.85,2022-09-20
3170,300,N/A,2022-07-29
3171,391,35.05,2022-09-30
3172,232,287.51,2023-07-09
3173,496,73.66,2021-04-09
3174,176,293.13,2023-12-25
3175,332,369.83,2021-05-17
3176,354,211.43,2086-10-20
3177,491,117.75,2021-02-04
3178,284,55.45,2020-05-15
3179,200,419.51,2022-11-28
3180,247,291.93,2023-01-26
3181,436,199.85,2021-06-25
3182,137,N/A,2021-05-29
3183,82,229.53,2023-05-27
3184,259,332.98,2023-09-05
3185,465,474.87,2022-06-13
3186,396,N/A,2096-04-24
3187,148,234.4,2020-01-10
3188,185,414.26,2021-02-27
3189,434,40.72,2020-05-08
3190,189,266.22,2022-06-13
3191,417,82.56,2023-05-16
3192,351,364.4,2020-10-22
3193,452,N/A,2020-02-13
3194,118,214.23,2023-07-01
3195,112,N/A,2023-07-11
3196,153,498.88,2021-01-04
3197,383,148.36,2022-08-31
3198,283,140.35,2021-11-17
3199,7,240.92,2023-05-30
3200,287,357.65,2022-11-02
3201,80,N/A,2022-02-22
3202,416,64.38,2020-05-14
3203,15,353.14,2021-04-17
3204,298,311.97,2023-01-14
3205,284,396.07,2021-06-14
3206,128,372.4,2022-12-16
3207,443,329.53,2023-06-26
3208,94,473.42,2020-04-09
3209,249,137.05,2022-04-17
3210,386,273.47,2022-06-21
3211,141,411.2,2020-10-11
3212,320,211.83,2021-10-11
3213,456,26.71,2023-07-08
3214,144,32.94,2023-12-01
3215,19,381.67,2021-07-20
3216,282,499.67,2022-02-03
3217,243,254.9,2020-09-22
3218,470,403.96,2020-05-25
3219,47,78.94,2022-02-17
3220,388,119.35,2021-09-11
3221,117,15.44,2023-07-01
3222,320,363.29,2022-05-03
3223,430,321.3,2023-05-07
3224,413,N/A,2020-07-07
3225,471,214.9,2095-04-10
3226,467,343.82,2023-12-10
3227,88,175.3,2022-08-27
3228,67,130.54,2021-09-29
3229,57,456.63,2088-06-21
3230,173,28.2,2020-12-04
3231,358,75.22,2021-02-17
3232,337,32.53,2023-11-12
3233,73,5.52,2020-04-01
3234,431,428.27,2020-11-10
3235,407,N/A,2020-10-15
3236,3,424.35,2021-07-20
3237,357,46.88,2021-08-10
3238,213,259.38,2022-11-14
3239,288,27.84,2022-07-09
3240,213,98.49,2023-11-16
3241,269,496.15,2023-04-18
3242,466,14.3,2021-06-19
3243,372,386.99,2020-10-18
3244,22,277.74,2021-07-22
3245,44,205.52,2020-11-16
3246,97,11.81,2022-01-30
3247,309,397.52,2021-06-30
3248,447,134.9,2091-03-07
3249,157,85.26,2022-04-25
3250,354,302.18,2021-05-31
3251,392,235.81,2020-06-01
3252,385,97.66,2095-03-20
3253,326,323.61,2020-06-04
3254,180,69.83,2039-01-23
