payment_id,method,status,paid_at
14256,Cash,Pending,2022-04-13
14257,Card,Completed,2022-01-30
14258,Cash,Pending,2022-11-28
14259,Card,Completed,2022-09-12
14260,Cash,Pending,2022-02-19
14261,Cash,Pending,2022-03-06
14262,Cash,Pending,2022-12-18
14263,Card,Pending,2022-03-04
14264,Online,Pending,2022-02-23
14265,Card,Pending,2022-03-06
14266,Card,Completed,2022-07-07
14267,Cash,Pending,2022-07-24
14268,Cash,Completed,2022-04-26
14269,Cash,Pending,2022-08-27
14270,Card,Pending,2022-03-13
14271,Card,Pending,2022-04-12
14272,Card,Completed,2022-01-20
14273,Cash,Pending,2022-09-10
14274,Cash,Pending,2022-02-05
14275,Online,Completed,2022-05-19
14276,Cash,Pending,2022-01-28
14277,Cash,Completed,2022-06-12
14278,Card,Pending,2022-03-13
14279,Card,Completed,2022-10-01
14280,Card,Pending,2022-01-09
14281,Online,Completed,2022-02-06
14282,Cash,Completed,2022-01-25
14283,Cash,Pending,2022-08-17
14284,Cash,Pending,2022-08-17
14285,Card,Completed,2022-11-16
14286,Online,Pending,2022-04-17
14287,Online,Completed,2022-05-07
14288,Card,Completed,2022-01-12
14289,Cash,Completed,2022-10-04
14290,Cash,Pending,2022-01-14
14291,Card,Completed,2022-04-22
14292,Online,Pending,2022-06-18
14293,Card,Completed,2022-08-02
14294,Cash,Pending,2022-01-21
14295,Online,Completed,2022-02-09
14296,Cash,Completed,2022-08-05
14297,Online,Pending,2022-05-01
14298,Card,Completed,2022-10-11
14299,Online,Pending,2022-08-31
14300,Cash,Pending,2022-08-04
14301,Online,Completed,2022-09-29
14302,Card,Completed,2022-01-05
14303,Card,Pending,2022-10-10
14304,Online,Completed,2022-06-28
14305,Online,Completed,2022-02-27
14306,Card,Pending,2022-04-14
14307,Cash,Pending,2022-01-28
14308,Cash,Completed,2022-08-30
14309,Card,Completed,2022-04-07
14310,Online,Completed,2022-09-15
14311,Card,Pending,2022-11-06
14312,Card,Pending,2022-12-16
14313,Card,Completed,2022-11-24
14314,Online,Completed,2022-10-10
14315,Card,Completed,2022-11-03
14316,Card,Completed,2022-09-23
14317,Card,Completed,2022-06-28
14318,Online,Pending,2022-10-25
14319,Cash,Completed,2022-11-07
14320,Online,Pending,2022-02-08
14321,Cash,Completed,2022-06-18
14322,Card,Completed,2022-06-07
14323,Card,Completed,2022-03-17
14324,Online,Pending,2022-03-14
14325,Cash,Completed,2022-08-30
14326,Online,Pending,2022-01-20
14327,Online,Pending,2022-03-01
14328,Cash,Pending,2022-07-23
14329,Online,Pending,2022-09-22
14330,Card,Pending,2022-12-26
14331,Card,Completed,2022-03-07
14332,Card,Completed,2022-07-30
14333,Cash,Pending,2022-03-31
14334,Card,Pending,2022-05-13
14335,Cash,Pending,2022-06-09
14336,Cash,Pending,2022-03-02
14337,Cash,Pending,2022-10-04
14338,Online,Pending,2022-04-04
14339,Card,Completed,2022-01-15
14340,Cash,Completed,2022-07-11
14341,Cash,Pending,2022-06-18
14342,Cash,Completed,2022-06-10
14343,Cash,Pending,2022-12-15
14344,Card,Completed,2022-02-15
14345,Online,Completed,2022-09-11
14346,Card,Completed,2022-02-05
14347,Online,Completed,2022-07-03
14348,Cash,Completed,2022-04-06
14349,Card,Completed,2022-10-29
14350,Card,Completed,2022-05-19
14351,Cash,Completed,2022-03-03
14352,Online,Pending,2022-03-18
14353,Online,Completed,2022-05-07
14354,Card,Completed,2022-10-21
14355,Card,Completed,2022-11-24
14356,Cash,Pending,2022-01-19
14357,Cash,Pending,2022-05-13
14358,Cash,Completed,2022-02-08
14359,Card,Completed,2022-04-10
14360,Cash,Completed,2022-04-05
14361,Card,Completed,2022-10-01
14362,Card,Pending,2022-09-29
14363,Online,Pending,2022-04-25
14364,Cash,Completed,2022-04-16
14365,Cash,Completed,2022-04-04
14366,Cash,Pending,2022-04-16
14367,Online,Completed,2022-08-09
14368,Cash,Pending,2022-01-27
14369,Card,Completed,2022-02-20
14370,Cash,Completed,2022-05-15
14371,Cash,Pending,2022-08-27
14372,Online,Pending,2022-04-07
14373,Card,Pending,2022-01-24
14374,Online,Completed,2022-05-20
14375,Cash,Completed,2022-06-12
14376,Online,Completed,2022-04-17
14377,Card,Pending,2022-01-08
14378,Cash,Pending,2022-09-08
14379,Cash,Completed,2022-12-11
14380,Card,Completed,2022-07-20
14381,Card,Completed,2022-02-07
14382,Cash,Completed,2022-02-06
14383,Cash,Completed,2022-03-16
14384,Online,Pending,2022-12-23
14385,Online,Completed,2022-11-18
14386,Cash,Completed,2022-03-28
14387,Card,Completed,2022-07-06
14388,Card,Pending,2022-06-26
14389,Cash,Completed,2022-12-17
14390,Cash,Pending,2022-06-02
14391,Online,Pending,2022-07-31
14392,Cash,Completed,2022-01-22
14393,Card,Pending,2022-07-18
14394,Online,Pending,2022-02-25
14395,Online,Pending,2022-05-17
14396,Online,Pending,2022-07-24
14397,Online,Completed,2022-07-30
14398,Online,Pending,2022-09-10
14399,Cash,Pending,2022-06-15
14400,Cash,Completed,2022-01-21
14401,Online,Pending,2022-05-08
14402,Cash,Completed,2022-01-31
14403,Online,Pending,2022-11-03
14404,Cash,Pending,2022-03-18
14405,Cash,Pending,2022-01-01
14406,Cash,Completed,2022-07-19
14407,Online,Completed,2022-11-29
14408,Cash,Completed,2022-02-21
14409,Cash,Pending,2022-04-12
14410,Card,Completed,2022-12-13
14411,Card,Completed,2022-08-26
14412,Online,Pending,2022-02-16
14413,Cash,Completed,2022-02-18
14414,Card,Pending,2022-12-11
14415,Card,Pending,2022-12-28
14416,Card,Completed,2022-09-12
14417,Card,Completed,2022-07-21
14418,Online,Pending,2022-10-06
14419,Online,Pending,2022-09-08
14420,Online,Pending,2022-10-31
14421,Online,Pending,2022-01-08
14422,Cash,Pending,2022-04-04
14423,Card,Pending,2022-05-20
14424,Cash,Completed,2022-09-25
14425,Online,Pending,2022-02-01
14426,Card,Pending,2022-12-15
14427,Cash,Pending,2022-07-22
14428,Cash,Pending,2022-02-27
14429,Card,Pending,2022-08-10
14430,Cash,Completed,2022-06-27
14431,Online,Completed,2022-10-03
14432,Cash,Completed,2022-10-03
14433,Online,Pending,2022-05-16
14434,Card,Pending,2022-03-17
14435,Cash,Pending,2022-04-12
14436,Card,Pending,2022-01-17
14437,Cash,Pending,2022-06-28
14438,Online,Completed,2022-03-23
14439,Card,Pending,2022-02-25
14440,Online,Pending,2022-04-27
14441,Card,Completed,2022-06-22
14442,Card,Completed,2022-12-11
14443,Cash,Pending,2022-10-28
14444,Online,Pending,2022-11-04
14445,Card,Pending,2022-07-11
14446,Cash,Completed,2022-02-01
14447,Card,Completed,2022-06-03
14448,Online,Pending,2022-04-01
14449,Cash,Completed,2022-12-12
14450,Online,Pending,2022-06-21
14451,Online,Pending,2022-03-31
14452,Online,Completed,2022-12-23
14453,Online,Pending,2022-04-23
14454,Card,Pending,2022-07-01
14455,Online,Completed,2022-12-28
14456,Cash,Pending,2022-09-24
14457,Card,Completed,2022-04-15
14458,Card,Pending,2022-07-20
14459,Cash,Completed,2022-11-07
14460,Online,Pending,2022-09-16
14461,Cash,Completed,2022-12-22
14462,Online,Completed,2022-04-16
14463,Online,Pending,2022-05-08
14464,Card,Pending,2022-11-20
14465,Card,Completed,2022-11-25
14466,Cash,Completed,2022-11-18
14467,Cash,Pending,2022-02-25
14468,Cash,Completed,2022-12-12
14469,Online,Completed,2022-07-27
14470,Online,Pending,2022-04-07
14471,Card,Pending,2022-09-02
14472,Online,Completed,2022-11-28
14473,Card,Completed,2022-03-24
14474,Online,Pending,2022-08-31
14475,Card,Pending,2022-10-10
14476,Cash,Pending,2022-10-28
14477,Online,Pending,2022-09-01
14478,Online,Pending,2022-05-08
14479,Cash,Completed,2022-06-23
14480,Card,Pending,2022-01-08
14481,Online,Completed,2022-12-10
14482,Cash,Completed,2022-02-03
14483,Online,Completed,2022-03-22
14484,Cash,Pending,2022-07-03
14485,Card,Pending,2022-12-21
14486,Card,Completed,2022-03-29
14487,Cash,Pending,2022-08-09
14488,Card,Completed,2022-11-06
14489,Online,Completed,2022-02-20
14490,Card,Completed,2022-08-31
14491,Online,Pending,2022-12-18
14492,Cash,Completed,2022-10-29
14493,Online,Pending,2022-09-28
14494,Card,Pending,2022-09-20
14495,Cash,Completed,2022-07-04
14496,Online,Pending,2022-11-29
14497,Cash,Completed,2022-04-12
14498,Card,Completed,2022-09-09
14499,Card,Completed,2022-10-20
14500,Online,Completed,2022-04-15
14501,Online,Completed,2022-12-07
14502,Cash,Pending,2022-08-23
14503,Card,Pending,2022-03-14
14504,Card,Pending,2022-02-20
14505,Cash,Completed,2022-01-03
14506,Card,Completed,2022-01-01
14507,Online,Pending,2022-02-12
14508,Cash,Completed,2022-08-04
14509,Online,Pending,2022-10-27
14510,Cash,Completed,2022-04-28
14511,Cash,Pending,2022-04-22
14512,Online,Pending,2022-10-30
14513,Online,Pending,2022-12-04
14514,Card,Pending,2022-08-21
14515,Online,Pending,2022-01-19
14516,Online,Completed,2022-07-23
14517,Card,Pending,2022-08-28
14518,Card,Pending,2022-04-07
14519,Cash,Pending,2022-03-28
14520,Cash,Pending,2022-12-10
14521,Online,Pending,2022-09-12
14522,Card,Pending,2022-05-13
14523,Card,Completed,2022-05-06
14524,Cash,Pending,2022-06-22
14525,Online,Pending,2022-03-16
14526,Card,Completed,2022-01-03
14527,Cash,Completed,2022-04-01
14528,Online,Completed,2022-06-24
14529,Cash,Completed,2022-02-08
14530,Cash,Completed,2022-03-23
14531,Online,Completed,2022-11-19
14532,Card,Completed,2022-07-18
14533,Card,Completed,2022-03-27
14534,Cash,Pending,2022-01-13
14535,Online,Completed,2022-09-04
14536,Cash,Completed,2022-05-08
14537,Cash,Pending,2022-01-20
14538,Card,Completed,2022-03-25
14539,Cash,Pending,2022-08-23
14540,Cash,Completed,2022-08-16
14541,Card,Pending,2022-10-01
14542,Cash,Completed,2022-09-06
14543,Card,Completed,2022-07-24
14544,Cash,Completed,2022-12-16
14545,Cash,Completed,2022-10-14
14546,Cash,Completed,2022-09-13
14547,Cash,Completed,2022-01-13
14548,Cash,Pending,2022-03-01
14549,Cash,Pending,2022-04-28
14550,Cash,Completed,2022-02-16
14551,Card,Pending,2022-04-28
14552,Card,Pending,2022-08-11
14553,Cash,Completed,2022-08-06
14554,Card,Pending,2022-06-03
14555,Cash,Completed,2022-11-03
14556,Cash,Pending,2022-08-02
14557,Cash,Completed,2022-01-29
14558,Online,Pending,2022-09-18
14559,Online,Pending,2022-04-01
14560,Card,Completed,2022-01-30
14561,Cash,Completed,2022-06-19
14562,Card,Pending,2022-10-28
14563,Online,Pending,2022-04-19
14564,Online,Completed,2022-08-29
14565,Card,Pending,2022-03-02
14566,Card,Completed,2022-04-27
14567,Cash,Completed,2022-02-13
14568,Online,Pending,2022-05-30
14569,Cash,Completed,2022-10-23
14570,Online,Pending,2022-09-17
14571,Cash,Pending,2022-06-23
14572,Cash,Completed,2022-10-24
14573,Card,Completed,2022-08-25
14574,Cash,Pending,2022-11-07
14575,Cash,Pending,2022-08-04
14576,Cash,Completed,2022-06-25
14577,Online,Pending,2022-03-21
14578,Cash,Pending,2022-05-31
14579,Card,Pending,2022-01-21
14580,Cash,Pending,2022-12-27
14581,Card,Completed,2022-11-14
14582,Online,Completed,2022-06-19
14583,Card,Pending,2022-07-03
14584,Cash,Completed,2022-06-03
14585,Cash,Completed,2022-08-07
14586,Cash,Pending,2022-11-18
14587,Cash,Completed,2022-11-03
14588,Cash,Pending,2022-02-21
14589,Cash,Completed,2022-10-18
14590,Cash,Pending,2022-01-09
14591,Online,Completed,2022-01-27
14592,Card,Pending,2022-02-09
14593,Cash,Pending,2022-07-25
14594,Card,Pending,2022-03-03
14595,Cash,Pending,2022-12-03
14596,Cash,Completed,2022-05-17
14597,Online,Pending,2022-05-15
14598,Cash,Completed,2022-01-11
14599,Card,Pending,2022-08-23
14600,Cash,Pending,2022-03-29
14601,Online,Pending,2022-02-04
14602,Cash,Completed,2022-02-26
14603,Card,Completed,2022-02-14
14604,Card,Completed,2022-08-12
14605,Card,Pending,2022-02-01
14606,Cash,Completed,2022-10-13
14607,Card,Pending,2022-10-07
14608,Card,Pending,2022-02-13
14609,Card,Completed,2022-04-12
14610,Online,Pending,2022-02-14
14611,Card,Pending,2022-10-01
14612,Online,Completed,2022-06-21
14613,Online,Pending,2022-09-14
14614,Cash,Completed,2022-03-01
14615,Card,Pending,2022-06-17
14616,Cash,Completed,2022-09-18
14617,Online,Pending,2022-12-12
14618,Card,Pending,2022-05-26
14619,Card,Pending,2022-06-10
14620,Online,Pending,2022-05-08
14621,Card,Pending,2022-06-18
14622,Card,Completed,2022-11-23
14623,Cash,Completed,2022-07-29
14624,Cash,Completed,2022-02-04
14625,Card,Completed,2022-08-06
14626,Cash,Pending,2022-02-19
14627,Card,Completed,2022-06-16
14628,Cash,Pending,2022-01-20
14629,Online,Completed,2022-12-10
14630,Cash,Pending,2022-05-03
14631,Online,Pending,2022-09-23
14632,Online,Pending,2022-06-30
14633,Cash,Pending,2022-01-25
14634,Cash,Pending,2022-12-08
14635,Cash,Completed,2022-12-24
14636,Card,Pending,2022-04-04
14637,Cash,Completed,2022-02-01
14638,Cash,Completed,2022-10-13
14639,Card,Pending,2022-10-18
14640,Online,Completed,2022-06-08
14641,Cash,Completed,2022-12-17
14642,Online,Pending,2022-11-04
14643,Cash,Pending,2022-12-27
14644,Online,Completed,2022-04-06
14645,Card,Completed,2022-06-10
14646,Card,Pending,2022-07-02
14647,Cash,Completed,2022-07-13
14648,Online,Pending,2022-12-24
14649,Card,Pending,2022-05-30
14650,Cash,Pending,2022-09-07
14651,Online,Completed,2022-06-03
14652,Online,Completed,2022-03-05
14653,Cash,Completed,2022-05-28
14654,Online,Pending,2022-11-16
14655,Cash,Completed,2022-07-02
14656,Cash,Completed,2022-10-13
14657,Card,Pending,2022-10-21
14658,Card,Pending,2022-10-09
14659,Online,Pending,2022-02-04
14660,Cash,Completed,2022-09-24
14661,Cash,Pending,2022-06-06
14662,Online,Completed,2022-01-20
14663,Cash,Completed,2022-04-03
14664,Card,Pending,2022-01-31
14665,Card,Pending,2022-12-07
14666,Online,Completed,2022-07-18
14667,Card,Completed,2022-08-29
14668,Cash,Pending,2022-04-27
14669,Card,Completed,2022-10-08
14670,Online,Completed,2022-04-14
14671,Online,Completed,2022-12-21
14672,Online,Pending,2022-04-04
14673,Card,Completed,2022-04-21
14674,Cash,Pending,2022-03-04
14675,Card,Pending,2022-04-01
14676,Online,Pending,2022-11-18
14677,Cash,Pending,2022-05-17
14678,Card,Pending,2022-02-23
14679,Cash,Pending,2022-12-12
14680,Online,Pending,2022-10-20
14681,Cash,Completed,2022-11-03
14682,Cash,Pending,2022-10-02
14683,Cash,Pending,2022-03-10
14684,Cash,Completed,2022-03-25
14685,Online,Completed,2022-09-20
14686,Online,Pending,2022-06-24
14687,Card,Pending,2022-12-25
14688,Online,Completed,2022-08-27
14689,Cash,Pending,2022-07-29
14690,Cash,Pending,2022-05-04
14691,Card,Pending,2022-12-31
14692,Cash,Completed,2022-12-06
14693,Online,Pending,2022-08-10
14694,Online,Completed,2022-07-20
14695,Cash,Pending,2022-10-04
14696,Online,Completed,2022-07-08
14697,Online,Completed,2022-01-13
14698,Online,Completed,2022-04-14
14699,Cash,Pending,2022-12-29
14700,Online,Completed,2022-07-08
14701,Online,Completed,2022-10-02
14702,Online,Completed,2022-12-04
14703,Online,Pending,2022-06-23
14704,Online,Completed,2022-10-14
14705,Online,Completed,2022-12-11
14706,Card,Completed,2022-11-30
14707,Card,Pending,2022-11-20
14708,Cash,Completed,2022-01-07
14709,Cash,Pending,2022-08-30
14710,Cash,Pending,2022-12-18
14711,Card,Pending,2022-09-29
14712,Cash,Pending,2022-03-12
14713,Online,Completed,2022-03-09
14714,Online,Completed,2022-08-09
14715,Online,Completed,2022-08-24
14716,Cash,Completed,2022-01-15
14717,Online,Completed,2022-06-09
14718,Cash,Pending,2022-10-28
14719,Card,Completed,2022-03-27
14720,Cash,Pending,2022-01-10
14721,Online,Completed,2022-05-22
14722,Card,Completed,2022-08-10
14723,Online,Pending,2022-08-27
14724,Card,Pending,2022-05-12
14725,Cash,Pending,2022-10-11
14726,Cash,Pending,2022-04-29
14727,Cash,Completed,2022-01-30
14728,Card,Completed,2022-01-17
14729,Cash,Completed,2022-02-21
14730,Online,Completed,2022-07-21
14731,Cash,Pending,2022-10-27
14732,Card,Completed,2022-09-14
14733,Online,Pending,2022-11-12
14734,Card,Pending,2022-10-15
14735,Cash,Completed,2022-03-03
14736,Online,Completed,2022-06-16
14737,Cash,Pending,2022-03-22
14738,Online,Completed,2022-04-19
14739,Card,Pending,2022-01-10
14740,Cash,Pending,2022-08-01
14741,Cash,Pending,2022-04-09
14742,Online,Completed,2022-02-02
14743,Card,Completed,2022-03-09
14744,Online,Pending,2022-04-03
14745,Cash,Completed,2022-04-18
14746,Online,Completed,2022-04-29
14747,Card,Pending,2022-02-09
14748,Card,Pending,2022-01-29
14749,Online,Completed,2022-06-06
14750,Online,Pending,2022-12-02
14751,Card,Completed,2022-10-24
14752,Card,Pending,2022-11-06
14753,Online,Completed,2022-02-02
14754,Cash,Completed,2022-04-19
14755,Cash,Completed,2022-04-27
14756,Card,Completed,2022-12-05
14757,Online,Completed,2022-04-12
14758,Cash,Pending,2022-08-19
14759,Online,Pending,2022-01-03
14760,Cash,Pending,2022-03-31
14761,Cash,Pending,2022-10-22
14762,Online,Completed,2022-12-28
14763,Online,Completed,2022-10-18
14764,Card,Pending,2022-07-20
14765,Cash,Pending,2022-10-06
14766,Cash,Completed,2022-09-07
14767,Cash,Completed,2022-05-16
14768,Cash,Pending,2022-09-10
14769,Online,Completed,2022-03-10
14770,Cash,Completed,2022-10-25
14771,Online,Pending,2022-10-10
14772,Cash,Completed,2022-03-07
14773,Card,Completed,2022-04-23
14774,Online,Completed,2022-02-24
14775,Cash,Completed,2022-09-27
14776,Cash,Pending,2022-06-10
14777,Card,Pending,2022-09-02
14778,Online,Pending,2022-04-01
14779,Card,Completed,2022-11-26
14780,Cash,Pending,2022-05-16
14781,Card,Pending,2022-09-22
14782,Card,Completed,2022-08-05
14783,Online,Pending,2022-01-17
14784,Cash,Completed,2022-03-09
14785,Online,Completed,2022-08-21
14786,Card,Completed,2022-03-11
14787,Online,Completed,2022-01-10
14788,Card,Completed,2022-12-27
14789,Online,Pending,2022-10-31
14790,Online,Completed,2022-10-19
14791,Card,Completed,2022-05-21
14792,Card,Pending,2022-04-14
14793,Cash,Pending,2022-06-25
14794,Card,Pending,2022-04-09
14795,Online,Completed,2022-06-19
14796,Cash,Completed,2022-10-27
14797,Online,Completed,2022-12-30
14798,Online,Pending,2022-04-27
14799,Cash,Pending,2022-08-18
14800,Cash,Pending,2022-08-24
14801,Cash,Pending,2022-02-15
14802,Cash,Completed,2022-06-15
14803,Online,Completed,2022-12-27
14804,Online,Completed,2022-11-24
14805,Cash,Pending,2022-02-22
14806,Cash,Completed,2022-09-21
14807,Card,Completed,2022-03-20
14808,Card,Pending,2022-02-01
14809,Cash,Pending,2022-07-20
14810,Card,Completed,2022-02-24
14811,Online,Completed,2022-07-14
14812,Online,Pending,2022-11-27
14813,Card,Pending,2022-03-11
14814,Online,Completed,2022-02-26
14815,Online,Completed,2022-08-21
14816,Cash,Completed,2022-09-27
14817,Online,Pending,2022-03-15
14818,Card,Pending,2022-01-22
14819,Cash,Pending,2022-09-26
14820,Card,Completed,2022-08-02
14821,Cash,Pending,2022-10-05
14822,Online,Pending,2022-11-02
14823,Card,Pending,2022-06-30
14824,Cash,Pending,2022-03-26
14825,Card,Completed,2022-03-30
14826,Online,Completed,2022-03-09
14827,Card,Completed,2022-03-07
14828,Card,Completed,2022-04-30
14829,Card,Pending,2022-10-24
14830,Online,Pending,2022-12-29
14831,Online,Pending,2022-09-08
14832,Cash,Pending,2022-11-24
14833,Card,Pending,2022-09-28
14834,Online,Pending,2022-08-30
14835,Card,Completed,2022-04-27
14836,Card,Completed,2022-06-17
14837,Online,Pending,2022-12-09
14838,Online,Pending,2022-10-05
14839,Online,Completed,2022-01-28
14840,Card,Pending,2022-08-04
14841,Card,Pending,2022-08-02
14842,Online,Pending,2022-10-22
14843,Cash,Pending,2022-03-25
14844,Card,Completed,2022-10-17
14845,Card,Completed,2022-06-05
14846,Card,Completed,2022-09-19
14847,Cash,Pending,2022-06-13
14848,Cash,Completed,2022-05-25
14849,Online,Completed,2022-07-24
14850,Cash,Completed,2022-05-31
14851,Online,Completed,2022-09-07
14852,Card,Pending,2022-03-01
14853,Online,Pending,2022-10-22
14854,Online,Pending,2022-04-14
14855,Card,Pending,2022-08-17
14856,Cash,Pending,2022-02-07
14857,Online,Completed,2022-11-01
14858,Cash,Completed,2022-08-29
14859,Online,Pending,2022-08-25
14860,Card,Pending,2022-04-01
14861,Cash,Pending,2022-11-28
14862,Card,Completed,2022-03-22
14863,Card,Completed,2022-12-10
14864,Online,Pending,2022-06-01
14865,Cash,Pending,2022-05-30
14866,Online,Pending,2022-01-01
14867,Cash,Pending,2022-04-11
14868,Online,Completed,2022-02-11
14869,Cash,Pending,2022-07-21
14870,Online,Pending,2022-07-07
14871,Online,Completed,2022-02-23
14872,Cash,Completed,2022-10-09
14873,Online,Completed,2022-08-21
14874,Online,Completed,2022-09-11
14875,Cash,Pending,2022-08-31
14876,Online,Completed,2022-03-14
14877,Cash,Completed,2022-07-05
14878,Online,Pending,2022-03-23
14879,Online,Completed,2022-12-11
14880,Card,Completed,2022-09-05
14881,Card,Completed,2022-08-27
14882,Online,Completed,2022-06-13
14883,Cash,Completed,2022-09-19
14884,Cash,Pending,2022-05-10
14885,Card,Pending,2022-06-26
14886,Cash,Pending,2022-03-10
14887,Cash,Completed,2022-05-24
14888,Online,Completed,2022-07-07
14889,Cash,Pending,2022-05-04
14890,Online,Completed,2022-03-23
14891,Card,Completed,2022-09-01
14892,Card,Pending,2022-04-01
14893,Online,Pending,2022-04-06
14894,Card,Completed,2022-09-26
14895,Card,Completed,2022-01-08
14896,Card,Completed,2022-12-24
14897,Card,Pending,2022-02-14
14898,Online,Completed,2022-08-04
14899,Cash,Completed,2022-07-08
14900,Card,Completed,2022-11-06
14901,Card,Completed,2022-05-16
14902,Online,Completed,2022-09-20
14903,Card,Completed,2022-05-17
14904,Cash,Pending,2022-08-05
14905,Card,Pending,2022-05-09
14906,Card,Pending,2022-06-30
14907,Card,Completed,2022-03-24
14908,Online,Pending,2022-12-14
14909,Card,Pending,2022-04-13
14910,Card,Pending,2022-03-13
14911,Card,Completed,2022-03-04
14912,Card,Pending,2022-12-14
14913,Online,Pending,2022-06-07
14914,Card,Completed,2022-02-27
14915,Cash,Pending,2022-05-15
14916,Online,Completed,2022-05-27
14917,Online,Pending,2022-01-09
14918,Cash,Pending,2022-03-15
14919,Online,Completed,2022-12-27
14920,Cash,Pending,2022-10-22
14921,Cash,Pending,2022-02-14
14922,Cash,Pending,2022-12-28
14923,Online,Completed,2022-08-16
14924,Card,Pending,2022-04-05
14925,Cash,Completed,2022-03-19
14926,Card,Pending,2022-09-25
14927,Cash,Pending,2022-05-05
14928,Card,Pending,2022-04-27
14929,Cash,Completed,2022-02-24
14930,Online,Completed,2022-08-20
14931,Online,Completed,2022-12-20
14932,Online,Pending,2022-08-11
14933,Online,Completed,2022-08-03
14934,Card,Pending,2022-05-14
14935,Card,Completed,2022-06-19
14936,Cash,Completed,2022-12-01
14937,Card,Pending,2022-02-16
14938,Card,Pending,2022-01-08
14939,Online,Pending,2022-08-26
14940,Online,Pending,2022-12-22
14941,Card,Pending,2022-03-05
14942,Online,Pending,2022-08-16
14943,Card,Pending,2022-10-17
14944,Cash,Completed,2022-10-15
14945,Card,Completed,2022-07-10
14946,Cash,Pending,2022-05-16
14947,Card,Completed,2022-01-30
14948,Online,Completed,2022-03-11
14949,Online,Completed,2022-10-20
14950,Online,Completed,2022-05-11
14951,Card,Pending,2022-07-22
14952,Card,Completed,2022-08-25
14953,Cash,Pending,2022-12-27
14954,Online,Completed,2022-01-16
14955,Cash,Pending,2022-07-27
14956,Card,Completed,2022-08-24
14957,Card,Pending,2022-05-07
14958,Online,Completed,2022-10-08
14959,Cash,Completed,2022-11-24
14960,Cash,Pending,2022-02-26
14961,Card,Completed,2022-10-02
14962,Online,Pending,2022-08-22
14963,Card,Completed,2022-12-30
14964,Online,Pending,2022-09-21
14965,Online,Pending,2022-09-02
14966,Online,Pending,2022-03-24
14967,Online,Completed,2022-06-29
14968,Online,Completed,2022-11-28
14969,Online,Completed,2022-09-07
14970,Cash,Completed,2022-02-07
14971,Cash,Completed,2022-02-19
14972,Online,Pending,2022-05-17
14973,Card,Pending,2022-04-19
14974,Online,Completed,2022-03-07
14975,Cash,Completed,2022-09-20
14976,Card,Completed,2022-06-17
14977,Card,Completed,2022-03-07
14978,Card,Completed,2022-03-31
14979,Online,Completed,2022-09-02
14980,Cash,Completed,2022-05-06
14981,Card,Completed,2022-08-29
14982,Online,Completed,2022-05-10
14983,Online,Pending,2022-04-12
14984,Cash,Pending,2022-07-06
14985,Online,Pending,2022-12-08
14986,Card,Completed,2022-02-04
14987,Online,Completed,2022-03-24
14988,Online,Pending,2022-01-01
14989,Card,Completed,2022-03-12
14990,Online,Completed,2022-07-17
14991,Online,Completed,2022-07-13
14992,Cash,Pending,2022-07-24
14993,Card,Completed,2022-10-07
14994,Cash,Completed,2022-10-18
14995,Online,Pending,2022-09-12
14996,Card,Completed,2022-07-28
14997,Card,Pending,2022-10-05
14998,Card,Completed,2022-03-14
14999,Cash,Pending,2022-03-31
15000,Cash,Pending,2022-05-12
15001,Online,Completed,2022-06-29
15002,Cash,Completed,2022-01-30
15003,Online,Completed,2022-04-11
15004,Card,Completed,2022-03-04
15005,Card,Completed,2022-02-12
15006,Online,Pending,2022-08-24
15007,Cash,Pending,2022-05-08
15008,Cash,Pending,2022-05-24
15009,Cash,Completed,2022-05-22
15010,Online,Completed,2022-09-02
15011,Online,Pending,2022-03-13
15012,Card,Completed,2022-03-05
15013,Online,Pending,2022-01-07
15014,Online,Completed,2022-10-08
15015,Online,Completed,2022-12-02
15016,Online,Pending,2022-07-11
15017,Card,Completed,2022-07-09
15018,Online,Pending,2022-11-11
15019,Card,Completed,2022-09-24
15020,Online,Pending,2022-04-09
15021,Cash,Completed,2022-11-01
15022,Cash,Completed,2022-08-25
15023,Card,Pending,2022-11-28
15024,Cash,Pending,2022-09-16
15025,Card,Pending,2022-08-02
15026,Cash,Completed,2022-04-13
15027,Card,Completed,2022-01-17
15028,Card,Completed,2022-12-17
15029,Cash,Completed,2022-10-22
15030,Cash,Completed,2022-12-16
15031,Card,Pending,2022-09-27
15032,Online,Completed,2022-08-02
15033,Cash,Pending,2022-10-18
15034,Card,Completed,2022-07-29
15035,Online,Pending,2022-05-26
15036,Card,Pending,2022-05-02
15037,Cash,Pending,2022-08-14
15038,Online,Pending,2022-05-02
15039,Cash,Completed,2022-01-15
15040,Cash,Pending,2022-08-22
15041,Cash,Completed,2022-02-21
15042,Card,Completed,2022-11-03
15043,Online,Completed,2022-08-10
15044,Cash,Completed,2022-07-08
15045,Card,Pending,2022-07-21
15046,Cash,Completed,2022-04-29
15047,Cash,Pending,2022-08-29
15048,Card,Pending,2022-07-02
15049,Online,Pending,2022-05-26
15050,Cash,Pending,2022-02-07
15051,Card,Pending,2022-01-05
15052,Cash,Completed,2022-12-31
15053,Card,Completed,2022-10-29
15054,Card,Completed,2022-07-31
15055,Card,Completed,2022-05-15
15056,Online,Completed,2022-06-23
15057,Cash,Completed,2022-08-17
15058,Cash,Completed,2022-11-22
15059,Cash,Completed,2022-11-29
15060,Cash,Pending,2022-12-24
