visit_id,customer_id,store_id,visit_date
2442,304,2,2023-09-03
2443,457,8,2021-03-06
2444,714,16,2022-11-27
2445,553,5,2021-12-24
2446,976,6,2023-07-24
2447,531,1,2022-02-15
2448,382,20,2020-09-30
2449,891,3,2020-02-21
2450,259,11,2021-10-26
2451,837,5,2022-06-12
2452,751,11,2020-12-31
2453,601,20,2023-05-13
2454,623,13,2020-10-24
2455,532,14,2020-10-02
2456,202,16,2021-03-01
2457,728,10,2022-04-12
2458,113,16,2022-04-29
2459,332,7,2023-01-11
2460,724,13,2022-06-19
2461,481,6,2021-03-09
2462,303,16,2022-09-10
2463,541,13,2047-01-03
2464,102,17,2022-08-19
2465,365,14,2022-04-02
2466,737,1,2021-07-10
2467,676,5,2022-04-01
2468,26,17,2032-01-22
2469,499,19,2021-03-29
2470,790,18,2021-08-15
2471,657,2,2021-03-31
2472,901,7,2022-09-07
2473,797,17,2022-09-28
2474,162,14,2070-06-04
2475,541,9,2021-04-01
2476,244,4,2022-10-04
2477,445,19,2020-04-06
2478,995,18,2047-05-19
2479,69,10,2021-05-19
2480,89,8,2051-01-05
2481,262,14,2020-11-25
2482,971,3,2020-12-03
2483,764,20,2022-05-04
2484,309,18,2020-07-04
2485,157,13,2022-07-10
2486,860,3,2022-08-30
2487,641,18,2022-01-23
2488,515,20,2078-10-27
2489,193,4,2023-06-05
2490,994,19,2020-03-29
2491,810,16,2022-11-20
2492,735,15,2021-01-01
2493,517,14,2021-11-03
2494,966,17,2023-06-26
2495,825,5,2021-03-27
2496,507,1,2023-01-15
2497,607,11,2021-02-04
2498,674,4,2057-04-09
2499,998,19,2022-07-20
2500,210,5,2022-01-09
2501,369,5,2023-04-05
2502,871,18,2023-08-27
2503,305,9,2020-01-03
2504,732,4,2020-05-30
2505,138,16,2023-04-05
2506,949,4,2023-01-28
2507,858,13,2023-04-04
2508,570,13,2020-06-27
2509,999,1,2021-01-05
2510,85,5,2020-01-06
2511,923,7,2020-12-19
2512,65,13,2022-03-27
2513,201,14,2020-01-13
2514,752,20,2021-05-16
2515,269,17,2020-07-09
2516,489,1,2021-01-28
2517,802,7,2020-07-15
2518,874,20,2020-06-29
2519,528,1,2020-08-26
2520,10,9,2021-10-05
2521,226,4,2021-09-14
2522,595,9,2022-02-18
2523,484,14,2023-12-09
2524,521,16,2022-03-01
2525,211,3,2022-06-21
2526,417,5,2020-03-26
2527,794,16,2020-04-25
2528,93,19,2022-10-08
2529,151,15,2022-07-28
2530,95,7,2067-03-10
2531,73,6,2020-01-04
2532,87,2,2023-08-08
2533,193,9,2021-01-20
2534,205,19,2021-03-25
2535,334,13,2021-06-10
2536,573,11,2069-10-27
2537,584,8,2021-03-18
2538,495,1,2020-09-15
2539,75,3,2039-08-26
2540,253,17,2023-09-06
2541,165,20,2020-01-17
2542,796,4,2021-01-04
2543,320,11,2020-01-09
2544,765,5,2023-07-15
2545,233,19,2021-01-31
2546,976,12,2020-07-13
2547,972,16,2021-01-28
2548,933,7,2023-02-06
2549,260,10,2020-06-02
2550,506,11,2021-02-20
2551,434,9,2022-07-19
2552,733,10,2047-01-15
2553,375,5,2022-07-14
2554,767,20,2050-02-23
2555,822,19,2020-02-25
2556,430,19,2023-08-06
2557,916,9,2047-03-24
2558,793,3,2085-00-15
2559,403,11,2020-08-31
2560,898,3,2031-06-16
2561,130,8,2076-04-12
2562,280,13,2023-04-05
2563,67,7,2021-08-08
2564,479,19,2023-01-24
2565,747,4,2023-02-04
2566,879,4,2021-05-15
2567,83,8,2022-04-04
2568,623,1,2020-10-21
2569,585,15,2031-08-03
2570,954,10,2022-01-04
2571,803,16,2023-09-13
2572,775,4,2023-06-23
2573,701,13,2022-12-21
2574,606,16,2023-02-09
2575,1,20,2023-01-22
2576,257,13,2022-07-06
2577,179,2,2021-12-11
2578,182,19,2021-09-19
2579,358,6,2022-07-20
2580,814,9,2022-01-21
2581,398,17,2022-10-12
2582,71,15,2021-09-30
2583,748,17,2022-10-07
2584,505,14,2022-04-26
2585,856,14,2022-06-27
2586,494,10,2023-10-12
2587,866,12,2021-12-29
2588,946,15,2022-09-18
2589,714,14,2023-08-16
2590,688,15,2021-06-26
2591,379,2,2021-08-13
2592,550,4,2021-03-13
2593,224,11,2023-12-24
2594,923,18,2023-10-25
2595,281,8,2020-07-15
2596,109,19,2022-06-18
2597,836,6,2021-08-26
2598,929,6,2020-01-06
2599,678,12,2022-06-09
2600,262,16,2021-09-02
2601,995,14,2022-07-07
2602,947,11,2022-08-10
2603,255,9,2021-01-21
2604,979,11,2020-08-07
2605,6,6,2020-08-06
2606,622,4,2050-06-17
2607,257,9,2023-02-27
2608,362,7,2021-12-19
2609,665,17,2022-01-16
2610,944,15,2022-01-17
2611,814,12,2020-03-24
2612,183,18,2023-06-19
2613,588,10,2021-10-26
2614,690,12,2020-03-30
2615,900,14,2022-01-15
2616,406,8,2023-07-12
2617,330,14,2023-06-01
2618,388,17,2023-01-17
2619,836,2,2023-01-15
2620,459,2,2020-03-24
2621,818,18,2020-05-13
2622,346,12,2083-08-27
2623,539,19,2021-11-23
2624,531,4,2021-01-18
2625,685,13,2022-01-02
2626,276,13,2020-12-21
2627,464,14,2021-03-15
2628,464,19,2020-06-18
2629,584,1,2021-04-23
2630,580,17,2020-03-23
2631,866,3,2020-10-09
2632,36,12,2023-12-05
2633,245,4,2020-06-17
2634,659,4,2050-01-09
2635,158,3,2021-07-03
2636,396,20,2022-10-05
2637,141,3,2022-01-03
2638,184,6,2021-03-16
2639,865,15,2023-07-06
2640,299,12,2023-05-17
2641,543,17,2022-04-06
2642,245,3,2020-04-03
2643,343,15,2023-01-03
2644,644,6,2023-12-18
2645,879,6,2023-11-13
2646,791,3,2020-12-07
2647,625,10,2090-08-26
2648,794,17,2023-07-11
2649,29,11,2022-10-30
2650,722,7,2021-03-24
2651,506,7,2021-09-13
2652,850,9,2041-08-16
2653,626,14,2023-03-31
2654,41,11,2023-10-08
2655,623,3,2020-06-22
2656,26,14,2022-03-08
2657,222,14,2023-03-15
2658,281,15,2020-11-02
2659,693,9,2020-11-17
2660,659,11,2020-08-21
2661,795,3,2021-05-05
2662,498,4,2021-09-26
2663,308,18,2023-04-24
2664,410,18,2023-06-21
2665,947,14,2023-11-01
2666,84,2,2021-08-29
2667,79,2,2021-10-22
2668,544,15,2022-10-11
2669,551,1,2020-01-06
2670,856,16,2075-03-13
2671,51,5,2023-06-06
2672,964,14,2022-02-25
2673,163,16,2020-11-29
2674,712,17,2022-03-30
2675,525,14,2023-01-08
2676,331,20,2021-03-01
2677,225,12,2021-08-13
2678,450,20,2021-09-12
2679,967,19,2020-04-26
2680,408,7,2020-04-23
2681,490,15,2033-08-23
2682,25,5,2023-07-31
2683,76,2,2021-04-17
2684,776,17,2021-07-27
2685,685,18,2022-12-01
2686,814,20,2020-04-18
2687,51,12,2022-02-02
2688,32,16,2022-04-01
2689,631,20,2045-02-20
2690,679,10,2022-05-29
2691,601,5,2023-05-19
2692,559,2,2022-03-23
2693,517,13,2022-12-16
2694,328,3,2023-03-18
2695,803,2,2020-10-17
2696,616,20,2022-03-02
2697,341,3,2020-03-17
2698,208,19,2020-04-05
2699,532,5,2022-05-17
2700,861,6,2023-07-15
2701,778,3,2070-10-19
2702,387,11,2021-04-06
2703,523,19,2020-11-08
2704,951,18,2023-07-15
2705,393,11,2020-05-10
2706,259,1,2020-06-28
2707,270,14,2022-10-16
2708,872,12,2021-03-23
2709,647,12,2021-12-16
2710,770,20,2022-10-28
2711,284,3,2022-10-05
2712,440,5,2020-04-08
2713,502,9,2021-09-25
2714,582,12,2022-11-25
2715,212,20,2055-03-21
2716,47,20,2023-01-08
2717,262,17,2020-12-27
2718,457,3,2023-05-07
2719,817,1,2022-11-21
2720,597,3,2021-02-25
2721,949,10,2020-07-23
2722,911,19,2022-08-21
2723,700,20,2050-05-18
2724,746,4,2063-07-10
2725,926,5,2020-10-21
2726,451,13,2022-03-30
2727,844,14,2022-03-20
2728,656,16,2020-08-25
2729,866,2,2023-08-21
2730,41,9,2022-11-28
2731,248,15,2022-07-09
2732,386,6,2021-09-19
2733,709,14,2022-05-29
2734,21,12,2023-11-05
2735,915,13,2021-11-19
2736,139,18,2023-07-24
2737,716,2,2020-07-27
2738,588,16,2022-05-01
2739,774,15,2020-06-20
2740,254,15,2023-11-25
2741,569,12,2021-03-08
2742,883,6,2023-08-24
2743,618,4,2022-03-17
2744,700,3,2023-12-29
2745,604,11,2021-05-08
2746,187,2,2021-01-26
2747,11,3,2020-03-13
2748,5,16,2021-12-06
2749,44,10,2096-08-17
2750,147,7,2023-03-22
2751,604,12,2020-05-01
2752,651,15,2022-11-17
2753,758,9,2021-11-24
2754,333,1,2088-09-07
2755,271,1,2023-07-27
2756,347,12,2022-09-24
2757,380,18,2022-05-24
2758,111,12,2022-01-28
2759,756,8,2023-03-01
2760,967,19,2043-01-08
2761,193,16,2076-05-12
2762,936,14,2021-03-14
2763,99,6,2022-03-01
2764,707,13,2041-06-16
2765,691,18,2021-09-12
2766,97,3,2021-12-24
2767,399,14,2043-03-22
2768,328,13,2020-06-18
2769,40,12,2023-12-05
2770,478,17,2043-01-03
2771,667,3,2021-06-23
2772,379,20,2021-03-04
2773,842,1,2035-03-08
2774,571,16,2021-08-01
2775,682,1,2021-05-17
2776,288,7,2020-10-05
2777,997,11,2049-10-25
2778,154,6,2071-10-06
2779,185,20,2020-09-10
2780,909,9,2020-05-01
2781,184,19,2039-08-14
2782,48,17,2023-07-15
2783,254,4,2020-10-16
2784,108,4,2023-01-01
2785,443,14,2022-09-13
2786,159,19,2021-07-19
2787,353,9,2077-01-08
2788,551,17,2023-02-19
2789,477,5,2021-10-23
2790,657,12,2023-01-04
2791,565,19,2022-09-27
2792,835,5,2040-02-28
2793,419,14,2022-07-15
2794,528,8,2020-01-25
2795,129,8,2020-05-05
2796,6,12,2089-05-17
2797,722,9,2020-06-28
2798,570,20,2020-06-26
2799,49,6,2020-04-07
2800,832,8,2020-01-25
2801,192,13,2021-03-11
2802,536,11,2020-01-06
2803,973,16,2020-03-26
2804,851,3,2023-01-12
2805,175,18,2023-07-10
2806,35,20,2020-01-10
2807,18,8,2021-11-09
2808,818,9,2043-07-10
2809,358,11,2020-09-25
2810,823,6,2022-05-28
2811,1,11,2059-05-04
2812,708,2,2021-03-09
2813,393,5,2023-07-14
2814,196,15,2022-04-13
2815,229,7,2023-12-11
2816,589,6,2022-04-12
2817,209,11,2022-01-10
2818,876,12,2023-09-14
2819,377,18,2020-02-15
2820,972,5,2023-04-21
2821,772,7,2023-10-31
2822,880,19,2072-03-15
2823,803,6,2020-01-27
2824,720,11,2023-06-11
2825,437,8,2022-08-05
2826,760,11,2022-06-29
2827,881,4,2021-04-29
2828,682,15,2020-08-12
2829,318,10,2073-03-15
2830,603,12,2079-10-27
2831,761,8,2049-03-10
2832,511,3,2023-09-28
2833,975,4,2061-03-23
2834,422,17,2022-11-07
2835,493,1,2022-02-16
2836,397,12,2023-10-03
2837,76,17,2023-10-25
2838,842,15,2021-12-19
2839,417,14,2023-04-04
2840,635,12,2022-05-29
2841,510,8,2021-11-06
2842,639,9,2021-05-21
2843,13,17,2023-01-30
2844,182,13,2020-11-14
2845,289,12,2021-08-08
2846,16,2,2022-12-01
2847,565,13,2021-11-30
2848,997,8,2045-08-24
2849,367,15,2020-06-04
2850,324,10,2022-04-01
2851,168,19,2023-11-17
2852,458,10,2021-03-31
2853,261,14,2023-03-07
2854,995,1,2020-06-16
2855,170,16,2079-00-07
2856,1000,17,2022-04-22
2857,687,3,2021-12-22
2858,504,20,2022-05-31
2859,688,13,2022-12-13
2860,495,2,2023-04-30
2861,915,15,2021-08-27
2862,502,15,2022-06-05
2863,514,6,2086-08-27
2864,205,4,2021-03-22
2865,845,12,2022-11-19
2866,263,15,2053-06-02
2867,841,9,2020-08-12
2868,298,10,2022-12-30
2869,316,9,2021-08-13
2870,825,1,2020-11-27
2871,379,19,2022-12-06
2872,326,5,2022-11-08
2873,351,13,2021-10-10
2874,989,17,2020-05-29
2875,323,1,2023-09-26
2876,344,14,2023-12-16
2877,10,3,2021-06-20
2878,785,1,2020-11-02
2879,891,4,2020-08-14
2880,444,16,2020-03-25
2881,786,18,2020-06-11
2882,356,2,2020-04-13
2883,843,10,2021-01-05
2884,793,10,2021-01-31
2885,728,19,2022-02-26
2886,355,2,2023-05-13
2887,781,12,2021-09-30
2888,27,10,2021-02-13
2889,312,20,2021-11-01
2890,717,1,2020-07-02
2891,418,11,2021-06-08
2892,64,5,2020-12-04
2893,457,2,2020-01-03
2894,966,16,2020-03-23
2895,524,12,2020-02-23
2896,980,12,2022-10-31
2897,390,9,2020-01-10
2898,887,13,2022-10-02
2899,254,13,2020-12-10
2900,99,5,2022-10-15
2901,230,8,2022-03-02
2902,217,11,2020-02-06
2903,738,19,2023-11-27
2904,785,20,2021-12-30
2905,968,6,2023-01-09
2906,41,17,2020-07-12
2907,186,14,2022-01-26
2908,15,20,2022-12-21
2909,966,15,2021-05-29
2910,883,11,2023-11-21
2911,360,3,2020-05-16
2912,799,15,2021-02-11
2913,398,5,2021-06-22
2914,639,18,2022-05-02
2915,758,14,2021-06-21
2916,600,13,2020-09-17
2917,654,15,2023-02-27
2918,923,16,2033-03-26
2919,85,9,2020-05-20
2920,947,7,2023-09-07
2921,631,3,2021-01-28
2922,750,13,2023-03-13
2923,10,13,2020-06-03
2924,843,17,2023-10-27
2925,379,8,2020-01-16
2926,353,2,2022-04-19
2927,754,6,2021-12-16
2928,893,15,2023-08-16
2929,614,14,2022-07-24
2930,968,15,2023-05-29
2931,816,10,2022-04-13
2932,971,12,2022-03-17
2933,466,7,2070-06-12
2934,78,14,2023-10-16
2935,954,2,2023-12-29
2936,878,19,2023-12-29
2937,498,18,2070-08-26
2938,173,16,2021-03-14
2939,759,19,2020-07-15
2940,718,20,2020-07-13
2941,978,11,2022-10-02
2942,540,9,2058-10-28
2943,706,16,2022-02-03
2944,181,12,2021-02-12
2945,375,17,2021-06-10
2946,860,13,2035-05-22
2947,209,8,2068-04-20
2948,472,1,2020-06-23
2949,306,10,2020-05-08
2950,324,17,2020-01-12
2951,507,13,2020-06-16
2952,480,20,2020-01-31
2953,610,8,2021-06-03
2954,752,18,2021-06-04
2955,708,8,2020-03-16
2956,648,4,2021-07-24
2957,624,19,2089-02-25
2958,262,11,2023-10-01
2959,920,12,2021-06-17
2960,780,4,2021-01-28
2961,434,12,2021-01-27
2962,74,14,2023-04-20
2963,376,11,2077-01-24
2964,972,14,2021-11-27
2965,349,11,2021-08-06
2966,179,9,2020-11-29
2967,423,14,2021-12-09
2968,252,9,2077-07-11
2969,848,9,2021-03-26
2970,328,4,2020-06-09
2971,464,17,2068-05-26
2972,45,9,2022-05-11
2973,490,14,2023-11-28
2974,254,16,2020-05-30
2975,176,15,2023-06-21
2976,598,8,2023-06-17
2977,254,15,2020-04-30
2978,253,9,2021-05-08
2979,26,3,2022-05-08
2980,402,18,2098-00-15
2981,14,2,2023-04-24
2982,133,16,2021-08-13
2983,897,12,2022-04-05
2984,245,6,2021-12-21
2985,571,17,2021-06-09
2986,889,5,2023-06-11
2987,766,5,2022-01-20
2988,895,7,2021-06-20
2989,917,8,2021-09-14
2990,343,8,2023-11-01
2991,50,3,2022-11-21
2992,98,16,2023-12-19
2993,79,18,2021-05-17
2994,338,5,2020-02-20
2995,654,7,2023-11-20
2996,193,5,2023-01-28
2997,613,14,2023-07-13
2998,677,18,2020-03-01
2999,76,15,2023-04-10
3000,325,10,2092-02-18
3001,355,5,2023-11-18
3002,655,14,2082-06-09
3003,93,13,2021-02-16
3004,996,10,2020-12-03
3005,298,10,2077-03-23
3006,199,20,2023-05-08
3007,749,19,2022-02-27
3008,664,6,2021-02-02
3009,680,5,2022-07-06
3010,785,16,2021-04-13
3011,46,19,2021-10-07
3012,181,3,2023-09-02
3013,685,15,2023-07-21
3014,442,8,2023-03-01
3015,992,7,2021-07-10
3016,901,5,2022-11-29
3017,744,8,2022-02-07
3018,658,9,2021-07-16
3019,438,10,2020-06-02
3020,152,18,2023-12-10
3021,672,6,2023-02-01
3022,142,8,2020-02-23
3023,577,9,2023-12-19
3024,200,18,2021-10-31
3025,370,8,2021-06-08
3026,606,13,2095-02-09
3027,46,6,2020-12-20
3028,411,8,2092-09-23
3029,693,13,2022-03-05
3030,62,20,2023-04-12
3031,488,11,2097-05-27
3032,880,16,2022-11-13
3033,247,12,2021-08-30
3034,758,10,2047-00-20
3035,633,14,2054-07-23
3036,694,1,2023-06-22
3037,958,17,2060-09-15
3038,827,11,2021-07-29
3039,583,12,2022-11-29
3040,844,17,2022-04-05
3041,512,15,2022-06-25
3042,868,4,2021-09-26
3043,494,1,2022-12-07
3044,318,3,2023-10-19
3045,233,9,2022-10-24
3046,516,10,2097-07-23
3047,931,8,2020-03-02
3048,501,15,2100-10-10
3049,859,11,2021-09-03
3050,338,10,2023-07-26
3051,35,20,2023-12-30
3052,238,3,2022-11-29
3053,567,17,2021-01-01
3054,44,17,2022-12-10
3055,462,14,2031-03-08
3056,897,17,2023-06-20
3057,862,10,2020-03-27
3058,694,20,2068-00-15
3059,73,1,2058-07-02
3060,857,4,2048-07-26
3061,457,20,2023-01-04
3062,154,15,2021-01-12
3063,684,11,2023-05-22
3064,976,6,2021-07-12
3065,862,7,2022-08-11
3066,392,5,2099-06-24
3067,497,15,2021-12-27
3068,160,2,2021-04-03
3069,179,12,2020-02-01
3070,2,6,2030-02-09
3071,302,13,2023-10-26
3072,33,15,2022-04-25
3073,301,14,2020-09-28
3074,532,19,2055-07-24
3075,594,14,2022-07-30
3076,657,8,2020-02-05
3077,740,1,2020-08-29
3078,221,14,2021-04-14
3079,372,17,2022-05-01
3080,355,10,2022-11-16
3081,731,7,2021-09-16
3082,616,11,2033-07-16
3083,459,3,2022-11-21
3084,882,13,2020-08-22
3085,44,7,2021-04-27
3086,556,1,2020-12-01
3087,854,10,2021-03-09
3088,659,7,2022-08-19
3089,199,20,2022-01-13
3090,369,17,2021-09-06
3091,684,18,2023-05-29
3092,839,10,2022-01-23
3093,992,13,2022-06-10
3094,220,3,2020-07-26
3095,588,8,2092-06-24
3096,59,14,2021-06-18
3097,42,11,2020-12-12
3098,758,10,2020-08-03
3099,868,13,2020-08-03
3100,722,17,2022-12-17
3101,340,9,2021-02-18
3102,392,13,2022-06-18
3103,548,3,2021-09-11
3104,128,12,2021-05-29
3105,456,6,2020-11-21
3106,314,2,2022-11-30
3107,836,12,2021-04-21
3108,909,20,2021-03-07
3109,574,14,2023-07-09
3110,770,5,2021-01-23
3111,426,19,2022-04-18
3112,768,1,2021-01-09
3113,416,10,2022-06-28
3114,792,15,2022-11-16
3115,201,16,2020-07-20
3116,959,3,2023-12-13
3117,610,20,2048-02-03
3118,846,18,2021-09-25
3119,527,19,2021-01-30
3120,944,13,2021-06-14
3121,348,10,2023-12-20
3122,261,15,2022-12-13
3123,396,8,2023-05-28
3124,191,6,2023-10-18
3125,832,16,2022-06-21
3126,685,3,2022-05-30
3127,942,20,2020-05-26
3128,108,5,2022-01-08
3129,65,17,2021-09-23
3130,810,12,2023-05-23
3131,522,8,2022-05-08
3132,656,3,2022-12-24
3133,432,6,2023-01-01
3134,348,7,2051-09-24
3135,568,11,2023-04-08
3136,750,16,2061-04-17
3137,958,17,2021-04-22
3138,182,6,2023-05-27
3139,803,13,2021-07-27
3140,325,18,2021-05-11
3141,449,5,2022-11-29
3142,969,12,2022-09-05
3143,397,19,2023-12-10
3144,950,7,2023-08-23
3145,402,15,2023-09-11
3146,367,9,2022-03-02
3147,489,18,2020-10-31
3148,712,12,2021-08-30
3149,940,17,2020-03-20
3150,336,15,2022-10-22
3151,108,17,2023-09-25
3152,232,12,2023-07-07
3153,973,13,2021-11-06
3154,885,9,2023-01-01
3155,637,9,2020-04-08
3156,419,14,2039-04-26
3157,730,18,2022-11-30
3158,552,4,2023-06-08
3159,291,5,2022-08-17
3160,109,1,2023-03-19
3161,134,11,2069-08-01
3162,612,2,2020-05-17
3163,757,16,2022-01-04
3164,525,13,2021-04-23
3165,530,12,2023-03-06
3166,847,16,2021-06-23
3167,96,1,2020-01-12
3168,462,12,2022-10-25
3169,814,2,2020-01-15
3170,554,6,2022-08-05
3171,39,13,2022-05-09
3172,740,5,2023-01-22
3173,845,1,2020-01-08
3174,592,1,2021-06-17
3175,918,11,2093-07-18
3176,171,16,2022-03-29
3177,860,1,2065-00-19
3178,141,20,2020-01-18
3179,24,12,2022-07-07
3180,53,8,2023-09-13
3181,701,19,2021-08-30
3182,771,7,2023-10-09
3183,904,11,2023-08-21
3184,618,15,2022-05-07
3185,827,17,2022-05-16
3186,821,9,2020-02-13
3187,380,7,2023-06-10
3188,850,18,2022-10-16
3189,362,17,2022-06-05
3190,514,15,2022-05-13
3191,302,18,2022-10-08
3192,240,9,2021-04-17
3193,812,6,2022-12-14
3194,99,10,2023-04-29
3195,779,16,2020-08-23
3196,174,2,2021-08-07
3197,610,9,2021-12-29
3198,425,8,2021-01-11
3199,501,2,2022-02-25
3200,135,15,2023-03-01
3201,956,11,2021-10-12
3202,244,2,2020-06-17
3203,228,13,2021-11-16
3204,973,17,2023-06-22
3205,205,11,2021-06-13
3206,528,15,2022-07-22
3207,902,12,2021-08-28
3208,632,12,2022-12-17
3209,140,4,2022-07-01
3210,187,8,2023-11-17
3211,411,4,2023-12-02
3212,916,19,2023-10-10
3213,191,12,2069-01-15
3214,225,1,2020-04-05
3215,179,15,2021-03-08
3216,300,18,2023-07-15
3217,289,4,2020-05-27
3218,873,19,2022-09-19
3219,487,16,2022-11-25
3220,717,5,2020-10-01
3221,179,10,2020-10-11
3222,430,13,2022-01-10
3223,521,7,2022-11-01
3224,699,11,2023-04-16
3225,711,6,2023-12-17
3226,703,8,2020-11-06
3227,427,7,2043-04-21
3228,84,1,2022-10-09
3229,268,20,2023-11-07
3230,807,17,2020-01-25
3231,156,12,2022-12-21
3232,553,19,2023-09-05
3233,205,12,2020-09-20
3234,455,19,2021-07-25
3235,495,18,2021-03-14
3236,433,18,2023-06-22
3237,606,1,2063-03-04
3238,745,3,2050-01-09
3239,874,6,2020-02-26
3240,6,12,2020-06-03
3241,145,8,2022-11-21
3242,551,4,2023-01-29
3243,466,3,2023-11-14
3244,971,13,2020-08-20
3245,754,5,2022-01-05
3246,489,6,2066-10-17
3247,506,15,2021-05-03
3248,523,7,2020-06-22
3249,82,16,2021-12-27
3250,907,12,2020-10-12
3251,35,6,2020-11-22
3252,589,15,2021-12-14
3253,25,9,2022-04-08
3254,323,2,2021-01-18
3255,46,17,2022-04-13
3256,990,6,2023-02-19
3257,75,2,2021-05-25
3258,160,19,2022-03-06
3259,2,15,2020-03-06
3260,175,7,2021-06-21
3261,732,8,2023-07-24
3262,409,5,2021-03-30
3263,102,16,2020-08-26
3264,298,9,2020-09-25
3265,8,11,2022-07-25
3266,167,19,2051-07-19
3267,290,7,2022-05-09
3268,407,17,2023-08-16
3269,1000,1,2020-09-25
3270,293,12,2020-09-16
3271,525,4,2021-05-11
3272,331,15,2021-01-19
3273,657,7,2063-09-15
3274,470,17,2023-08-11
3275,244,8,2023-12-25
3276,325,1,2023-10-25
3277,341,18,2022-10-13
3278,235,19,2023-05-09
3279,216,13,2020-06-17
3280,555,5,2021-08-05
3281,362,3,2020-09-21
3282,548,12,2078-05-19
3283,908,10,2069-08-19
3284,550,14,2020-01-25
3285,144,7,2021-08-01
3286,885,19,2051-04-26
3287,445,7,2021-03-23
3288,946,11,2022-05-05
3289,284,12,2020-09-07
3290,178,9,2023-04-04
3291,610,2,2020-01-22
3292,27,13,2021-01-11
3293,424,5,2022-06-01
3294,242,11,2020-03-29
3295,260,11,2023-10-21
3296,799,8,2022-04-03
3297,745,8,2023-02-09
3298,972,3,2022-08-16
3299,47,20,2092-02-21
3300,295,9,2022-11-05
3301,319,16,2022-08-22
3302,36,7,2020-01-25
3303,506,13,2021-04-17
3304,491,7,2022-04-09
3305,202,10,2021-03-12
3306,159,9,2023-12-25
3307,175,4,2023-07-23
3308,213,19,2022-02-08
3309,140,17,2022-07-04
3310,815,8,2020-12-14
3311,99,17,2023-11-16
3312,482,4,2055-09-13
3313,527,11,2023-12-01
3314,116,16,2023-09-07
3315,789,1,2023-06-09
3316,813,14,2021-11-18
3317,465,14,2022-06-24
3318,49,1,2020-06-14
3319,301,13,2023-05-21
3320,175,20,2020-01-07
3321,675,12,2021-02-23
3322,516,16,2022-07-14
3323,53,3,2020-01-26
3324,357,20,2021-07-21
3325,474,18,2021-04-05
3326,3,16,2023-02-27
3327,213,20,2020-04-18
3328,743,13,2023-09-06
3329,277,17,2022-01-05
3330,762,20,2059-05-23
3331,949,19,2053-10-02
3332,627,12,2022-09-13
3333,136,17,2023-10-11
3334,702,17,2020-11-01
3335,952,12,2021-02-10
3336,852,20,2020-09-12
3337,73,5,2021-06-09
3338,504,14,2022-05-10
3339,695,6,2023-05-12
3340,851,10,2022-05-27
3341,777,18,2022-12-06
3342,987,7,2022-07-24
3343,181,14,2022-05-05
3344,982,19,2020-04-06
3345,792,12,2022-09-05
3346,739,20,2020-07-27
3347,385,11,2020-05-23
3348,793,12,2022-07-11
3349,761,16,2023-08-01
3350,317,15,2022-07-29
3351,791,11,2021-10-20
3352,944,11,2021-12-07
3353,564,15,2020-05-30
3354,597,2,2022-12-10
3355,290,20,2021-08-23
3356,508,18,2020-08-06
3357,711,8,2021-12-03
3358,325,18,2022-04-21
3359,273,4,2022-11-11
3360,824,6,2022-12-30
3361,595,9,2067-10-22
3362,482,20,2021-09-06
3363,846,15,2021-05-06
3364,665,1,2049-10-18
3365,210,8,2021-04-06
3366,735,3,2023-08-24
3367,557,11,2022-01-14
3368,358,20,2021-05-27
3369,967,1,2020-05-22
3370,464,12,2021-10-11
3371,737,19,2021-11-29
3372,757,7,2020-10-07
3373,64,4,2023-02-01
3374,280,17,2021-09-28
3375,225,6,2020-02-15
3376,137,1,2023-07-02
3377,681,14,2022-04-07
3378,184,10,2021-04-26
3379,509,11,2020-02-26
3380,840,14,2020-05-24
3381,33,20,2020-08-24
3382,926,19,2021-04-28
3383,106,3,2022-06-13
3384,811,18,2020-07-08
3385,776,9,2022-08-12
3386,404,20,2021-11-27
3387,869,2,2021-05-19
3388,636,19,2023-09-01
3389,752,5,2073-06-28
3390,28,20,2020-02-03
3391,718,12,2021-12-25
3392,518,17,2021-06-10
3393,100,18,2023-11-30
3394,82,2,2020-11-24
3395,301,10,2021-06-23
3396,882,19,2022-01-01
3397,990,14,2081-05-15
3398,376,1,2023-09-20
3399,120,20,2023-07-22
3400,28,4,2023-12-16
3401,570,16,2020-11-08
3402,570,7,2023-08-04
3403,706,14,2020-06-07
3404,151,20,2023-05-25
3405,425,12,2021-03-23
3406,599,13,2020-02-18
3407,404,14,2022-02-28
3408,7,7,2021-11-11
3409,126,9,2021-04-04
3410,440,19,2020-12-18
3411,17,17,2023-03-30
3412,732,9,2021-05-10
3413,690,7,2023-02-06
3414,606,10,2047-02-10
3415,728,20,2022-09-25
3416,713,12,2023-09-03
3417,310,10,2023-03-31
3418,550,14,2021-10-07
3419,483,16,2023-01-05
3420,195,17,2022-05-02
3421,188,9,2022-01-05
3422,244,12,2020-11-08
3423,452,7,2023-10-22
3424,285,7,2023-10-13
3425,428,5,2020-10-30
3426,269,10,2022-04-02
3427,913,8,2020-02-04
3428,639,18,2021-04-11
3429,773,4,2023-05-09
3430,741,4,2023-03-09
3431,208,2,2075-07-12
3432,568,6,2021-07-22
3433,816,8,2023-02-13
3434,788,16,2022-07-18
3435,885,3,2088-05-05
3436,956,12,2023-02-25
3437,754,13,2021-05-09
3438,429,5,2095-04-21
3439,407,3,2023-09-08
