movement_id,product_id,store_id,movement_type,quantity,movement_date
1602,337,18,IN,88,2021-12-07
1603,123,11,IN,84,2021-08-21
1604,350,8,TRANSFER,29,2021-04-08
1605,347,13,TRANSFER,62,2022-04-22
1606,417,4,TRANSFER,92,2020-03-06
1607,449,7,TRANSFER,86,2064-07-06
1608,80,20,IN,37,2022-12-14
1609,164,11,TRANSFER,98,2092-05-04
1610,382,13,OUT,51,2020-12-03
1611,235,4,TRANSFER,96,2100-06-19
1612,256,8,IN,91,2034-10-25
1613,97,7,IN,49,2023-03-03
1614,483,10,IN,61,2087-02-03
1615,449,15,IN,77,2021-12-16
1616,251,2,IN,29,2022-03-06
1617,219,18,OUT,56,2023-05-25
1618,320,16,TRANSFER,15,2021-03-29
1619,299,9,TRANSFER,10,2023-03-27
1620,88,5,TRANSFER,96,2022-06-16
1621,215,20,TRANSFER,66,2021-12-31
1622,500,14,IN,72,2023-02-09
1623,327,15,OUT,8,2022-09-10
1624,459,16,TRANSFER,38,2020-03-14
1625,460,9,IN,unknown,2022-07-11
1626,24,7,OUT,42,2022-10-02
1627,399,8,IN,73,2020-03-29
1628,217,11,IN,34,2023-12-08
1629,223,7,TRANSFER,45,2020-09-27
1630,17,7,IN,66,2020-06-14
1631,317,20,OUT,8,2022-10-17
1632,345,17,IN,45,2021-04-02
1633,155,1,OUT,unknown,2020-09-24
1634,21,15,OUT,13,2023-09-01
1635,138,2,OUT,24,2020-01-25
1636,394,4,IN,72,2021-05-17
1637,410,19,IN,65,2022-07-13
1638,490,4,OUT,unknown,2022-07-16
1639,121,20,TRANSFER,62,2023-11-14
1640,201,18,TRANSFER,34,2023-02-22
1641,428,10,OUT,60,2021-01-06
1642,247,7,TRANSFER,52,2020-11-16
1643,298,13,IN,27,2022-07-19
1644,417,16,IN,31,2022-07-22
1645,208,7,TRANSFER,87,2050-03-25
1646,331,8,OUT,33,2022-09-22
1647,268,6,TRANSFER,97,2023-11-30
1648,178,1,IN,41,2020-06-25
1649,466,11,IN,6,2020-03-17
1650,31,5,OUT,unknown,2023-06-19
1651,330,12,TRANSFER,75,2020-01-13
1652,355,2,IN,29,2020-08-23
1653,76,17,TRANSFER,18,2093-08-02
1654,163,15,OUT,18,2022-10-29
1655,400,4,OUT,42,2023-09-04
1656,411,20,TRANSFER,61,2020-05-26
1657,113,2,OUT,31,2023-04-24
1658,449,17,OUT,75,2047-04-25
1659,453,20,IN,93,2021-02-24
1660,80,13,TRANSFER,11,2022-05-16
1661,142,5,TRANSFER,14,2079-01-27
1662,15,7,IN,89,2021-05-05
1663,217,10,IN,43,2021-01-05
1664,337,6,OUT,87,2020-10-26
1665,433,9,OUT,8,2023-08-19
1666,443,18,IN,19,2021-07-12
1667,80,18,TRANSFER,unknown,2023-12-19
1668,408,16,TRANSFER,33,2020-04-23
1669,414,17,IN,17,2023-07-14
1670,380,10,IN,82,2020-07-30
1671,440,11,IN,45,2020-09-10
1672,413,1,TRANSFER,40,2021-07-15
1673,487,2,IN,43,2021-10-27
1674,174,4,TRANSFER,99,2021-09-22
1675,390,10,OUT,45,2021-04-23
1676,440,1,OUT,82,2023-09-11
1677,305,11,OUT,unknown,2022-12-22
1678,10,15,IN,75,2071-04-15
1679,329,16,TRANSFER,unknown,2022-10-18
1680,84,15,TRANSFER,98,2077-01-04
1681,167,8,TRANSFER,72,2020-03-21
1682,451,4,TRANSFER,84,2036-04-20
1683,424,12,IN,40,2022-02-10
1684,147,5,IN,9,2023-01-08
1685,335,10,IN,9,2020-09-08
1686,457,20,IN,21,2023-01-12
1687,92,6,OUT,51,2021-02-13
1688,150,19,IN,4,2022-11-21
1689,421,8,IN,84,2020-05-17
1690,301,3,TRANSFER,98,2023-02-06
1691,285,7,TRANSFER,25,2020-05-26
1692,416,13,TRANSFER,23,2020-08-15
1693,496,6,OUT,48,2020-11-04
1694,43,18,TRANSFER,3,2022-11-21
1695,472,1,TRANSFER,93,2023-05-27
1696,217,12,TRANSFER,60,2023-10-14
1697,265,1,OUT,21,2020-09-01
1698,214,6,OUT,15,2021-04-04
1699,103,10,TRANSFER,76,2078-08-19
1700,158,2,TRANSFER,32,2022-02-11
1701,233,12,TRANSFER,29,2020-06-07
1702,177,6,IN,5,2022-03-06
1703,115,4,OUT,89,2020-02-03
1704,51,12,TRANSFER,71,2059-01-08
1705,404,20,IN,67,2023-04-18
1706,164,8,OUT,70,2023-09-13
1707,119,3,TRANSFER,56,2023-05-12
1708,411,20,TRANSFER,20,2021-08-27
1709,188,12,OUT,90,2020-12-08
1710,357,18,IN,60,2021-09-23
1711,9,2,OUT,90,2023-08-27
1712,241,9,TRANSFER,unknown,2021-05-06
1713,244,16,IN,33,2023-10-29
1714,141,16,TRANSFER,81,2061-04-10
1715,134,2,OUT,91,2021-10-11
1716,275,18,OUT,42,2021-02-13
1717,387,10,OUT,70,2022-02-08
1718,362,8,OUT,27,2020-11-18
1719,333,14,TRANSFER,38,2099-10-14
1720,69,14,IN,2,2022-03-27
1721,471,11,OUT,unknown,2023-06-14
1722,454,13,IN,23,2021-07-07
1723,187,3,OUT,65,2022-05-23
1724,429,11,TRANSFER,unknown,2021-04-11
1725,264,8,TRANSFER,27,2054-09-14
1726,162,10,TRANSFER,9,2022-04-26
1727,411,15,IN,unknown,2021-04-05
1728,444,6,TRANSFER,74,2062-07-19
1729,33,2,IN,59,2022-04-29
1730,39,18,TRANSFER,unknown,2020-03-29
1731,293,4,OUT,unknown,2021-04-21
1732,109,16,OUT,78,2023-02-28
1733,474,8,TRANSFER,61,2020-04-09
1734,12,12,IN,unknown,2020-01-12
1735,247,15,OUT,10,2022-05-15
1736,400,5,IN,12,2020-08-28
1737,59,12,IN,19,2023-07-25
1738,113,11,TRANSFER,37,2021-12-06
1739,195,9,OUT,55,2021-11-10
1740,23,9,OUT,34,2022-03-06
1741,347,9,OUT,86,2067-03-16
1742,122,12,TRANSFER,60,2091-08-08
1743,97,3,TRANSFER,46,2021-10-15
1744,467,11,TRANSFER,3,2022-05-25
1745,150,15,TRANSFER,55,2021-04-25
1746,378,6,OUT,85,2023-10-20
1747,357,8,OUT,8,2023-06-16
1748,68,17,OUT,5,2023-03-23
1749,184,1,TRANSFER,24,2023-09-30
1750,423,2,TRANSFER,98,2084-00-08
1751,31,12,IN,7,2022-12-29
1752,498,8,TRANSFER,26,2021-09-24
1753,458,6,TRANSFER,88,2020-08-06
1754,269,5,OUT,54,2023-07-28
1755,4,13,IN,77,2023-12-23
1756,262,6,OUT,20,2021-11-07
1757,68,14,TRANSFER,41,2022-12-31
1758,375,10,OUT,unknown,2023-04-26
1759,480,15,IN,15,2021-03-13
1760,373,10,IN,31,2020-06-18
1761,288,19,OUT,15,2020-10-04
1762,239,10,OUT,36,2021-06-04
1763,276,16,OUT,44,2021-03-20
1764,315,9,TRANSFER,2,2020-03-20
1765,275,17,IN,60,2023-12-16
1766,279,10,TRANSFER,70,2020-01-21
1767,394,12,TRANSFER,99,2055-00-17
1768,124,11,TRANSFER,60,2022-08-29
1769,310,17,IN,10,2020-12-07
1770,432,2,IN,16,2021-02-26
1771,464,12,TRANSFER,85,2021-08-26
1772,201,19,TRANSFER,95,2022-01-07
1773,367,14,IN,19,2079-08-10
1774,102,16,TRANSFER,39,2023-02-10
1775,386,11,TRANSFER,17,2020-05-22
1776,27,4,OUT,51,2021-03-19
1777,222,16,IN,unknown,2023-06-28
1778,498,11,OUT,39,2022-06-26
1779,26,7,IN,36,2020-04-17
1780,215,14,TRANSFER,89,2020-12-23
1781,207,2,IN,75,2020-06-24
1782,165,3,TRANSFER,23,2023-12-17
1783,348,13,TRANSFER,10,2022-11-29
1784,304,19,TRANSFER,72,2022-02-20
1785,85,11,IN,53,2022-08-14
1786,50,5,TRANSFER,32,2021-03-02
1787,221,20,TRANSFER,79,2023-07-12
1788,404,18,IN,66,2046-10-03
1789,214,4,IN,42,2022-09-09
1790,195,10,TRANSFER,80,2023-10-24
1791,196,16,TRANSFER,14,2021-01-13
1792,19,11,TRANSFER,79,2021-10-21
1793,378,3,TRANSFER,48,2023-12-30
1794,156,10,OUT,71,2021-12-24
1795,5,2,IN,54,2020-10-31
1796,487,7,IN,83,2020-05-22
1797,282,17,IN,62,2021-11-21
1798,9,3,TRANSFER,73,2022-05-11
1799,268,8,OUT,unknown,2020-03-09
1800,337,2,IN,59,2021-06-24
1801,487,8,TRANSFER,unknown,2020-12-12
1802,214,2,IN,unknown,2023-11-26
1803,394,18,TRANSFER,81,2021-10-26
1804,353,17,IN,9,2020-08-23
1805,301,7,IN,96,2023-09-03
1806,300,9,OUT,82,2023-11-22
1807,84,19,IN,unknown,2020-05-13
1808,23,17,OUT,8,2022-05-20
1809,187,13,IN,71,2091-01-10
1810,456,8,TRANSFER,31,2023-02-25
1811,400,9,TRANSFER,80,2023-12-28
1812,216,15,OUT,58,2021-10-14
1813,315,18,OUT,8,2020-12-25
1814,175,11,IN,44,2022-09-12
1815,310,17,IN,82,2023-12-06
1816,225,18,IN,13,2048-10-17
1817,142,20,IN,46,2021-02-01
1818,408,4,TRANSFER,22,2020-09-18
1819,371,13,OUT,4,2023-06-07
1820,221,10,TRANSFER,2,2023-06-20
1821,38,17,TRANSFER,2,2022-07-28
1822,45,10,TRANSFER,2,2072-04-16
1823,221,4,OUT,23,2022-09-15
1824,6,16,IN,91,2021-11-16
1825,235,7,TRANSFER,30,2022-07-05
1826,445,6,OUT,80,2021-09-14
1827,394,16,OUT,13,2050-02-20
1828,476,15,IN,unknown,2021-08-06
1829,163,6,IN,75,2021-01-21
1830,336,18,IN,60,2021-09-04
1831,434,14,OUT,65,2020-02-07
1832,79,8,TRANSFER,78,2021-09-17
1833,134,17,IN,unknown,2023-03-24
1834,394,14,IN,90,2021-04-13
1835,83,13,IN,unknown,2021-12-28
1836,443,8,IN,32,2021-09-08
1837,139,18,OUT,9,2020-12-25
1838,103,7,TRANSFER,94,2021-06-10
1839,399,14,OUT,3,2021-08-30
1840,201,17,TRANSFER,12,2021-09-28
1841,98,14,IN,74,2021-04-25
1842,276,6,TRANSFER,58,2022-06-29
1843,377,8,TRANSFER,80,2020-09-01
1844,52,19,TRANSFER,7,2021-10-20
1845,474,3,OUT,41,2020-04-12
1846,124,2,TRANSFER,unknown,2023-01-07
1847,320,16,TRANSFER,47,2023-01-08
1848,70,19,OUT,8,2046-00-09
1849,38,18,IN,79,2020-12-02
1850,113,13,IN,66,2020-05-13
1851,386,2,IN,97,2091-06-21
1852,415,17,IN,41,2093-07-13
1853,235,3,OUT,76,2023-05-24
1854,317,15,IN,59,2020-02-20
1855,182,9,OUT,76,2022-09-09
1856,62,17,OUT,78,2021-09-20
1857,129,18,OUT,79,2021-02-19
1858,280,9,IN,4,2020-05-19
1859,487,2,IN,66,2020-06-27
1860,157,14,OUT,9,2023-08-18
1861,143,11,TRANSFER,unknown,2020-10-27
1862,143,18,TRANSFER,61,2034-02-25
1863,434,18,IN,100,2023-04-04
1864,259,20,OUT,43,2020-04-12
1865,302,18,TRANSFER,54,2020-11-05
1866,334,9,OUT,9,2021-05-18
1867,325,10,TRANSFER,8,2021-04-17
1868,39,7,OUT,19,2022-05-18
1869,223,15,TRANSFER,100,2021-05-07
1870,389,14,IN,69,2021-04-30
1871,311,1,TRANSFER,60,2021-02-10
1872,382,2,OUT,49,2021-05-05
1873,430,20,TRANSFER,unknown,2022-08-12
1874,194,18,OUT,57,2023-04-25
1875,435,16,TRANSFER,7,2023-09-14
1876,82,5,OUT,unknown,2021-12-12
1877,63,16,IN,unknown,2023-01-10
1878,248,15,OUT,unknown,2023-11-29
1879,408,10,IN,95,2023-09-16
1880,6,11,OUT,96,2020-10-11
1881,90,19,OUT,unknown,2033-06-18
1882,394,17,TRANSFER,51,2021-12-10
1883,392,7,TRANSFER,68,2030-09-17
1884,408,16,TRANSFER,2,2022-04-04
1885,338,1,IN,69,2020-03-21
1886,370,5,IN,96,2021-02-25
1887,494,10,TRANSFER,9,2022-04-25
1888,34,14,OUT,unknown,2023-11-19
1889,216,11,OUT,12,2023-04-17
1890,442,2,IN,92,2022-03-05
1891,471,15,OUT,43,2020-03-06
1892,331,4,TRANSFER,46,2020-03-24
1893,210,2,TRANSFER,unknown,2021-04-06
1894,104,5,TRANSFER,39,2022-07-18
1895,74,14,IN,45,2022-06-01
1896,479,3,TRANSFER,unknown,2020-10-11
1897,353,16,OUT,68,2020-02-28
1898,437,5,TRANSFER,100,2023-12-07
1899,136,14,OUT,41,2023-01-14
1900,265,19,OUT,unknown,2020-08-18
1901,81,20,IN,21,2023-10-04
1902,160,10,OUT,92,2048-10-03
1903,297,4,IN,66,2022-09-16
1904,460,3,TRANSFER,3,2023-12-21
1905,56,18,TRANSFER,46,2021-12-16
1906,203,20,IN,38,2020-11-13
1907,202,8,OUT,88,2022-02-04
1908,207,5,TRANSFER,9,2023-02-02
1909,341,7,TRANSFER,10,2023-04-16
1910,478,14,OUT,25,2021-12-14
1911,319,11,OUT,unknown,2022-09-19
1912,481,5,OUT,44,2020-06-26
1913,494,6,OUT,84,2020-05-22
1914,320,5,TRANSFER,98,2022-05-28
1915,464,10,IN,31,2023-11-27
1916,49,12,IN,unknown,2022-03-30
1917,263,2,IN,67,2023-04-09
1918,445,10,TRANSFER,25,2023-01-14
1919,396,4,IN,72,2023-06-20
1920,254,20,OUT,64,2021-11-02
1921,44,3,OUT,32,2021-10-04
1922,130,4,OUT,30,2020-11-19
1923,308,4,TRANSFER,54,2021-09-13
1924,78,5,OUT,72,2020-11-15
1925,166,5,OUT,unknown,2023-07-14
1926,360,10,IN,26,2023-08-29
1927,353,15,OUT,unknown,2022-12-22
1928,244,1,TRANSFER,41,2022-10-06
1929,465,6,OUT,53,2020-12-05
1930,255,17,OUT,unknown,2023-07-29
1931,404,4,TRANSFER,unknown,2021-12-01
1932,22,5,IN,93,2020-12-13
1933,16,5,OUT,25,2023-09-20
1934,386,17,IN,54,2020-02-20
1935,121,15,OUT,43,2022-07-12
1936,99,4,IN,43,2020-07-11
1937,456,18,OUT,26,2023-10-22
1938,371,13,TRANSFER,unknown,2066-08-09
1939,474,18,IN,26,2021-12-21
1940,310,16,OUT,2,2020-06-15
1941,448,15,OUT,21,2022-12-07
1942,416,20,IN,46,2068-01-22
1943,311,4,TRANSFER,67,2022-09-02
1944,497,18,TRANSFER,77,2087-01-14
1945,39,1,OUT,7,2021-08-05
1946,332,17,IN,31,2069-05-19
1947,169,15,OUT,14,2022-07-29
1948,107,6,TRANSFER,72,2022-10-12
1949,169,12,TRANSFER,40,2020-12-15
1950,140,9,IN,58,2022-08-11
1951,171,10,TRANSFER,17,2022-01-14
1952,394,6,OUT,unknown,2020-06-26
1953,315,9,IN,25,2022-12-02
1954,190,15,IN,73,2023-11-18
1955,322,11,IN,13,2023-05-15
1956,456,14,IN,58,2023-11-13
1957,231,12,OUT,9,2023-07-13
1958,89,4,IN,17,2020-04-25
1959,279,1,OUT,83,2020-11-25
1960,108,3,TRANSFER,39,2022-04-10
1961,219,1,OUT,47,2022-07-11
1962,484,6,OUT,unknown,2020-11-16
1963,46,13,IN,87,2045-08-16
1964,387,7,OUT,23,2020-03-17
1965,291,16,TRANSFER,61,2022-01-29
1966,12,1,OUT,16,2022-08-31
1967,338,18,OUT,13,2020-07-27
1968,115,5,TRANSFER,70,2023-07-19
1969,253,9,OUT,26,2023-03-19
1970,193,20,IN,79,2023-09-05
1971,353,13,IN,35,2021-04-07
1972,500,3,OUT,unknown,2022-07-08
1973,120,19,OUT,58,2022-11-13
1974,311,16,OUT,56,2023-09-02
1975,480,13,TRANSFER,87,2023-07-26
1976,112,5,TRANSFER,unknown,2023-10-21
1977,278,13,OUT,47,2023-06-26
1978,318,13,IN,66,2020-01-14
1979,441,18,OUT,49,2021-12-17
1980,427,3,IN,75,2020-11-05
1981,247,2,IN,unknown,2022-07-10
1982,278,6,IN,unknown,2021-07-05
1983,139,10,IN,unknown,2084-02-01
1984,480,12,OUT,67,2021-12-16
1985,366,16,OUT,68,2023-12-27
1986,447,13,TRANSFER,48,2023-01-20
1987,369,14,OUT,14,2020-01-02
1988,293,10,OUT,10,2022-10-14
1989,432,11,IN,62,2021-09-03
1990,423,15,TRANSFER,41,2023-11-21
1991,154,16,OUT,6,2023-12-31
1992,381,9,IN,94,2022-11-30
1993,209,7,IN,unknown,2022-05-31
1994,479,7,TRANSFER,unknown,2021-06-17
1995,301,12,OUT,100,2022-06-03
1996,59,17,IN,63,2021-06-02
1997,440,15,TRANSFER,26,2022-09-02
1998,420,13,TRANSFER,unknown,2031-01-15
1999,440,4,TRANSFER,21,2023-04-02
2000,465,19,TRANSFER,80,2020-02-19
2001,19,8,OUT,46,2021-07-30
2002,484,2,IN,unknown,2020-10-30
2003,211,4,TRANSFER,61,2020-02-19
2004,170,9,OUT,90,2020-03-29
2005,305,19,IN,21,2091-00-09
2006,475,2,OUT,74,2021-10-21
2007,114,19,OUT,24,2021-01-11
2008,59,17,OUT,38,2021-12-31
2009,417,10,IN,26,2059-07-25
2010,38,11,TRANSFER,57,2023-07-07
2011,134,1,TRANSFER,78,2020-02-08
2012,308,11,IN,73,2021-09-02
2013,133,2,OUT,54,2020-04-14
2014,481,6,TRANSFER,42,2021-02-01
2015,159,2,IN,93,2023-09-12
2016,484,4,OUT,73,2022-11-07
2017,120,15,TRANSFER,54,2020-03-11
2018,132,1,TRANSFER,74,2021-09-19
2019,83,5,OUT,17,2020-08-14
2020,424,9,IN,71,2085-08-24
2021,298,2,IN,53,2022-11-18
2022,308,15,OUT,88,2023-03-28
2023,341,5,OUT,45,2021-04-01
2024,275,5,OUT,85,2098-05-05
2025,17,15,IN,29,2022-10-03
2026,103,4,TRANSFER,96,2021-11-14
2027,70,12,OUT,50,2020-03-26
2028,488,16,IN,77,2022-05-20
2029,2,10,OUT,65,2020-11-26
2030,326,11,TRANSFER,38,2022-04-03
2031,224,2,OUT,81,2020-11-08
2032,72,6,OUT,unknown,2020-03-14
2033,210,14,OUT,71,2023-07-18
2034,349,9,OUT,75,2022-02-05
2035,260,19,IN,46,2021-01-19
2036,205,8,TRANSFER,48,2020-09-16
2037,368,4,OUT,70,2022-06-18
2038,203,14,TRANSFER,63,2022-11-30
2039,322,5,OUT,18,2021-11-25
2040,75,2,IN,82,2021-01-25
2041,251,12,OUT,99,2097-02-09
2042,54,18,OUT,unknown,2020-03-17
2043,222,20,TRANSFER,19,2023-07-30
2044,337,9,IN,47,2020-03-06
2045,496,14,OUT,75,2023-04-13
2046,214,11,TRANSFER,41,2020-05-07
2047,459,6,IN,50,2022-05-18
2048,299,12,TRANSFER,13,2023-11-21
2049,124,3,OUT,74,2020-03-19
2050,456,7,IN,29,2021-03-13
2051,403,12,TRANSFER,63,2080-04-03
2052,159,20,OUT,61,2021-07-21
2053,435,1,TRANSFER,61,2020-05-17
2054,345,11,IN,unknown,2023-06-23
2055,11,7,TRANSFER,8,2022-06-16
2056,219,13,IN,44,2021-03-23
2057,494,4,OUT,15,2023-01-18
2058,232,5,TRANSFER,99,2021-02-10
2059,310,11,IN,72,2022-10-22
2060,255,10,OUT,3,2022-05-28
2061,213,4,IN,81,2093-08-02
2062,409,18,IN,47,2020-07-02
2063,38,12,OUT,1,2022-03-27
2064,78,10,TRANSFER,30,2021-03-10
2065,483,7,IN,35,2022-07-05
2066,447,7,IN,21,2022-05-16
2067,101,3,OUT,73,2023-12-05
2068,175,3,OUT,37,2023-04-25
2069,132,16,IN,73,2022-03-06
2070,181,7,TRANSFER,51,2022-05-25
2071,64,5,TRANSFER,48,2020-05-06
2072,315,15,IN,75,2021-01-12
2073,334,17,TRANSFER,18,2021-11-24
2074,242,1,OUT,unknown,2021-12-28
2075,135,17,IN,42,2021-08-01
2076,84,11,IN,unknown,2022-11-07
2077,19,12,IN,unknown,2020-08-19
2078,219,1,TRANSFER,75,2021-08-20
2079,479,18,IN,68,2022-11-10
2080,222,17,OUT,2,2020-05-21
2081,191,19,OUT,25,2058-01-05
2082,437,5,IN,9,2023-02-05
2083,312,9,TRANSFER,54,2022-07-04
2084,375,16,IN,64,2022-05-14
2085,425,5,OUT,4,2023-05-06
2086,400,15,OUT,41,2022-10-26
2087,102,3,IN,65,2021-08-08
2088,91,1,OUT,unknown,2040-01-05
2089,407,9,IN,16,2023-10-14
2090,395,10,TRANSFER,61,2023-12-25
2091,148,19,IN,48,2023-12-22
2092,471,19,TRANSFER,52,2020-05-25
2093,83,18,OUT,95,2022-03-30
2094,96,15,OUT,90,2023-08-17
2095,9,3,TRANSFER,3,2021-05-18
2096,190,7,IN,17,2020-06-27
2097,389,16,IN,93,2022-01-28
2098,475,15,TRANSFER,52,2038-06-09
2099,447,3,TRANSFER,22,2021-07-29
2100,388,12,TRANSFER,20,2033-07-21
2101,313,5,TRANSFER,49,2021-06-16
2102,228,7,OUT,43,2023-09-12
2103,17,7,OUT,49,2090-05-07
2104,274,9,IN,24,2020-08-04
2105,333,4,TRANSFER,4,2023-04-08
2106,404,14,IN,76,2021-01-19
2107,379,8,OUT,unknown,2020-02-22
2108,305,16,IN,62,2022-04-04
2109,293,4,TRANSFER,42,2020-07-30
2110,28,20,OUT,54,2023-05-19
2111,343,14,OUT,3,2022-04-23
2112,165,19,OUT,21,2022-05-29
2113,353,3,TRANSFER,7,2023-09-07
2114,206,10,IN,97,2020-09-16
2115,456,13,TRANSFER,84,2020-07-20
2116,223,10,OUT,29,2023-10-03
2117,342,14,TRANSFER,53,2021-02-19
2118,436,15,IN,4,2041-10-17
2119,258,17,IN,46,2021-05-04
2120,115,11,TRANSFER,43,2020-12-11
2121,366,18,OUT,15,2022-10-04
2122,167,5,IN,73,2020-11-12
2123,7,13,OUT,65,2020-01-26
2124,92,11,OUT,74,2021-12-09
2125,111,4,TRANSFER,24,2022-04-15
2126,279,4,OUT,39,2082-03-03
2127,324,2,IN,43,2022-03-08
2128,200,4,IN,80,2023-06-06
2129,181,6,TRANSFER,90,2021-05-03
2130,137,12,OUT,unknown,2020-06-07
2131,344,8,TRANSFER,56,2023-11-30
2132,68,17,IN,77,2021-03-07
2133,110,16,IN,4,2020-06-17
2134,131,7,TRANSFER,86,2023-08-12
2135,197,15,IN,19,2021-09-24
2136,51,18,IN,55,2023-03-01
2137,55,5,OUT,16,2022-05-08
2138,189,12,IN,73,2020-02-14
2139,296,9,TRANSFER,81,2021-01-02
2140,210,4,IN,12,2021-04-05
2141,310,17,IN,68,2023-04-30
2142,122,9,TRANSFER,17,2023-03-04
2143,48,14,OUT,87,2021-11-23
2144,259,1,IN,26,2059-00-04
2145,197,3,IN,1,2023-02-12
2146,46,11,OUT,5,2021-10-23
2147,428,11,OUT,87,2020-09-20
2148,116,7,OUT,77,2021-06-25
2149,311,11,IN,81,2020-05-02
2150,287,7,TRANSFER,67,2020-09-26
2151,289,10,OUT,7,2020-02-16
2152,164,8,OUT,unknown,2023-12-31
2153,287,5,TRANSFER,32,2020-08-06
2154,164,1,TRANSFER,64,2021-04-25
2155,432,12,TRANSFER,71,2023-04-12
2156,186,14,OUT,84,2022-08-26
2157,20,13,IN,45,2020-07-17
2158,150,7,TRANSFER,96,2023-06-10
2159,227,11,OUT,29,2020-09-14
2160,393,12,IN,76,2021-10-17
2161,496,9,IN,unknown,2022-12-18
2162,277,2,TRANSFER,20,2020-07-05
2163,401,1,IN,51,2020-09-11
2164,144,10,IN,unknown,2020-09-24
2165,480,11,TRANSFER,24,2023-02-23
2166,379,1,OUT,64,2020-08-05
2167,142,14,OUT,unknown,2022-01-16
2168,135,6,TRANSFER,85,2023-06-02
2169,362,3,IN,13,2022-06-21
2170,432,17,OUT,83,2020-12-14
2171,445,6,OUT,10,2021-01-15
2172,15,5,TRANSFER,71,2023-02-19
2173,186,2,IN,38,2020-06-04
2174,7,3,IN,unknown,2023-12-04
2175,459,7,OUT,12,2075-00-24
2176,268,20,IN,58,2023-03-23
2177,431,17,TRANSFER,67,2023-09-11
2178,415,20,TRANSFER,42,2022-06-21
2179,312,7,IN,unknown,2020-04-09
2180,191,1,IN,5,2023-01-22
2181,15,7,TRANSFER,unknown,2020-08-29
2182,26,7,IN,100,2023-11-20
2183,195,17,IN,91,2021-03-12
2184,440,8,TRANSFER,82,2022-01-12
2185,27,4,TRANSFER,72,2022-03-29
2186,419,9,TRANSFER,8,2022-05-24
2187,244,11,TRANSFER,97,2022-01-16
2188,472,9,OUT,21,2023-05-12
2189,491,4,TRANSFER,44,2020-01-08
2190,467,4,OUT,43,2078-09-07
2191,135,19,IN,7,2023-08-22
2192,306,11,IN,unknown,2023-05-29
2193,100,13,OUT,35,2021-09-21
2194,235,20,OUT,24,2034-04-13
2195,130,17,TRANSFER,24,2020-04-29
2196,414,14,OUT,18,2023-08-18
2197,311,7,OUT,85,2021-02-05
2198,165,4,TRANSFER,51,2021-01-12
2199,190,4,OUT,88,2022-04-18
2200,278,15,TRANSFER,25,2022-06-23
2201,128,6,IN,32,2023-04-20
2202,447,13,OUT,3,2022-11-17
2203,357,5,OUT,22,2020-04-08
2204,154,20,IN,14,2045-01-21
2205,421,15,TRANSFER,72,2023-05-18
2206,214,12,OUT,48,2023-02-25
2207,160,5,IN,12,2021-12-07
2208,325,8,IN,13,2020-01-15
2209,135,10,TRANSFER,99,2022-07-14
2210,35,2,IN,63,2021-07-16
2211,226,17,OUT,26,2023-05-22
2212,214,16,IN,38,2021-10-19
2213,267,18,OUT,44,2022-10-05
2214,185,17,TRANSFER,9,2022-12-02
2215,199,8,TRANSFER,48,2020-02-25
2216,110,10,IN,80,2023-02-08
2217,38,9,TRANSFER,68,2023-08-17
2218,150,10,IN,21,2020-05-19
2219,187,7,OUT,19,2022-05-08
2220,408,12,OUT,unknown,2021-12-30
2221,299,15,TRANSFER,62,2022-01-11
2222,159,4,OUT,53,2020-03-11
2223,449,8,OUT,27,2020-12-19
2224,106,6,IN,60,2021-09-01
2225,267,7,TRANSFER,94,2020-03-10
2226,76,13,IN,77,2020-11-30
2227,57,18,TRANSFER,22,2023-01-20
2228,114,18,OUT,66,2023-02-03
2229,328,1,IN,57,2022-12-30
2230,3,7,IN,21,2083-03-13
2231,122,16,OUT,unknown,2022-07-13
2232,206,18,OUT,unknown,2021-10-31
2233,187,1,TRANSFER,23,2023-07-15
2234,18,10,OUT,45,2020-08-01
2235,328,3,IN,unknown,2022-05-06
2236,214,3,OUT,unknown,2022-01-29
2237,196,17,IN,62,2023-03-11
2238,412,1,TRANSFER,36,2020-10-03
2239,139,17,OUT,11,2021-11-21
2240,474,16,OUT,58,2022-07-22
2241,67,14,OUT,5,2020-06-07
2242,384,4,IN,unknown,2096-09-22
2243,205,13,IN,73,2021-10-14
2244,20,2,OUT,55,2023-01-13
2245,30,2,TRANSFER,36,2040-04-09
2246,456,12,IN,4,2049-09-23
2247,62,14,OUT,7,2023-09-10
2248,476,6,TRANSFER,79,2065-00-24
2249,100,16,TRANSFER,unknown,2020-08-06
2250,241,6,IN,unknown,2020-09-02
2251,246,7,OUT,45,2021-12-20
2252,69,18,TRANSFER,61,2020-12-27
2253,321,5,IN,14,2020-04-27
2254,148,16,IN,5,2021-10-21
2255,377,3,TRANSFER,unknown,2020-11-19
2256,88,1,IN,44,2023-09-25
2257,398,9,OUT,47,2023-09-04
2258,379,5,TRANSFER,32,2020-03-11
2259,336,18,IN,49,2020-01-21
2260,466,15,OUT,25,2022-07-23
2261,435,15,OUT,82,2022-03-27
2262,413,3,TRANSFER,87,2022-02-13
2263,463,14,IN,unknown,2023-08-13
2264,113,8,OUT,unknown,2023-07-31
2265,153,18,OUT,71,2022-06-23
2266,431,1,IN,89,2057-03-13
2267,293,1,TRANSFER,8,2022-12-09
2268,221,19,IN,67,2020-04-02
2269,489,15,OUT,49,2023-02-09
